"","rab.all","rab.win.BSH- LETROZOLE","rab.win.BSH- VEHICLE","rab.sample.41L","rab.sample.41N","rab.sample.42L","rab.sample.42N","rab.sample.43L","rab.sample.43N","rab.sample.44L","rab.sample.44N","rab.sample.45L","rab.sample.45N","rab.sample.46L","rab.sample.46N","rab.sample.47L","rab.sample.47N","rab.sample.48L","rab.sample.48N","rab.sample.49L","rab.sample.49N","rab.sample.50L","rab.sample.50N","diff.btw","diff.win","effect","effect.low","effect.high","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
"d__Archaea; p__Halobacteriota; c__Halobacteria; o__Halobacteriales; f__Natrialbaceae; g__Halobiforma; s__Halobiforma nitratireducens",13.8797840174328,11.73625825383,15.5315570088763,14.8288003264249,14.3638110483618,15.8815934496928,15.7837515590759,9.32991894304195,16.2819899235559,15.9285729123301,15.3134349236306,12.8985319278125,15.8833134954426,3.09210664590517,9.41101809960465,15.7663786373431,13.8545758016514,7.94356620551872,12.4951314294497,13.9148080743942,11.5271022226987,11.9475148430068,7.3442359894221,3.39331623468182,4.37436288354787,0.792529036206078,-1.23908269960214,14.4942852817847,0.124805166364412,0.012914267567331,0.995095574529259,0.00426804474550218,0.760104951480445
"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__UBA823; g__UBA11600; s__UBA11600 sp002714165",-1.81441873539478,-2.11793491094708,-1.54713353601541,0.200746551913044,-2.33608221422814,-2.62108408786652,-2.55802541158668,-2.12109021184248,-0.0449077550159522,-2.93555234089852,-0.34664959399376,-2.48684885810417,-2.46283303486417,-1.77517910193935,-2.20769678169457,-2.87841871029473,-3.01166456064711,-2.44060855554169,-2.39214757008968,-0.295409170110629,-2.24481316325589,-2.43220993129076,-1.89848339558101,0.415825946838114,4.02949008234401,0.0867447753865176,-3.84874644112577,5.03915214319977,0.460218416856095,0.640625127913352,0.999738729678748,0.626147374780792,0.996759960419244
"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__UBA8438; g__UBA8438; s__",-2.16417292045872,-2.43892658139538,-1.81363051835436,-0.149579260494864,-2.47238993343744,-2.4870984083544,-2.25818851334455,-2.0868155641439,-2.22251759278818,-1.78822233624134,-0.559276967956063,-2.65875319844209,-2.71880661179934,-1.27908555140473,-2.36346712423254,-2.24061044908314,-3.34460769491396,-2.42434679948314,-2.77180829906712,-3.09596725250767,-2.21602311816205,-2.33879269401258,-1.9968064982041,0.602311617325093,3.97317821037673,0.127672042329099,-4.62768821925583,5.45599374640064,0.42500001561,0.596244002856014,1,0.594287617858148,0.994565639448578
"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__AC-14; g__AC-14; s__AC-14 sp005888325",-1.8081766052624,-1.56663701528855,-2.17682210167285,-2.49742335999332,-2.07267986878401,-2.00842929894938,-2.53469382091474,-2.1914265269834,-2.82403227082963,-2.41438670772936,-0.37586040829706,-2.41648274442297,-2.85411221756733,-2.24583411036066,-0.367874797836128,-2.26813519665441,-3.09249925909675,-2.61358719249629,-1.79696046667446,-0.32711283754937,-3.16729391381517,0.18855764007743,-2.32405148803465,-0.451077834007011,4.00043856780881,-0.103492463924207,-4.15865813778175,3.4324609695699,0.44461779608331,0.625314788538924,1,0.5730227468932,1
"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__CAIXPF01; g__WHTX01; s__WHTX01 sp009377505",-2.28312402728144,-2.60538620611361,-2.07801896327506,-2.84219337362266,-1.96937158598259,-2.20954072226989,-2.27184801598614,-2.51381688334475,-2.7012333419075,-2.49689177262763,-0.436855490197878,-2.01515076068974,-2.59669410533805,-1.75151349669663,-2.66835706526882,-2.28161169681221,-3.3783999757921,-2.81659488145696,-2.45371704816301,-2.75077455391369,-2.45167597226695,-2.72528044780985,-1.81879526645733,0.485380067233034,4.25146576823734,0.0893282230208737,-3.66720458334339,4.27471659525475,0.455538230618297,0.691890453056602,0.997482794614181,0.685899155507805,0.993429569799589
"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__RAAP-2; g__Bog-756; s__Bog-756 sp003138855",-1.95997916946031,-1.80770668896162,-2.07279047617574,-2.16931299761548,-2.36451088599238,-2.50860985195098,-2.56795242816585,-2.34432896222176,-1.98319544349712,-1.94657935133986,-0.485569931851314,-2.63481853324129,-2.61153894809672,-1.15722511984458,-2.46890130800376,-2.62227578213259,-3.46139493718653,-2.75110638596785,-1.98587621013093,-0.170952230593857,-2.35811805855347,0.114597293534233,-1.7570875804633,-0.381305993751718,4.05634453211151,-0.0782480198157576,-5.01373415221371,4.24705209956467,0.457812508644603,0.683901407456276,1,0.643375587261036,1
"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__UBA8592; g__UBA8592; s__UBA8592 sp002720485",-0.439239907316031,-0.357512446934647,-0.567555008560912,-2.48951519861888,0.230434940949541,0.128812108637456,-2.98755324002359,-2.04818063229214,-0.172384796989618,-2.21889687352717,0.599048202515762,-0.160280020982368,-0.199282724996719,-1.18322228631011,-0.0120415269264544,0.148980438651462,-0.726523964027049,-2.55436043742942,0.546974640181713,0.601148661450615,0.167807988522574,0.0636003067677819,-2.05063157940411,-0.241559490352937,2.82699157394345,-0.0653818998443973,-5.50883203800495,3.64102794300762,0.459375008320096,0.624105370467941,1,0.652149913263981,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces dentalis",-1.97660779646038,-1.84082785923676,-2.13557415832713,-3.01687036112525,-2.01195914535988,-2.72094958913426,-2.43834792886752,-2.46368311215136,0.725303070315499,-2.58651936119622,-2.63476952526796,-2.24534581251438,-2.40875737339746,-1.76797319177906,-2.50690500923139,-2.33834680609535,-3.10745063963694,-2.95683556229974,-2.57989403653905,-2.52062521609542,-0.372070917890138,-2.51000467005592,1.77661850876409,-0.453207741499863,4.4187001147204,-0.0914747230569009,-4.22775651239307,3.46387235296422,0.452418106462437,0.695896599545315,1,0.685701005650696,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces gerencseriae",-2.01090623966091,-1.86773545309231,-2.15093135909889,-2.02374019317288,-2.0538260888644,-2.37825258841493,-2.43665651429657,-2.27041667883654,-0.0515538503355462,-3.11974899790902,-2.80213406124665,-2.75639136659804,-2.2416787150592,-1.84616586763926,-3.5761258553539,-2.41101048937676,-3.16806703385798,-2.68255672283519,-1.60822217671429,-2.90429755724063,-0.129261532567604,-2.22570337944401,0.0377037453892584,-0.260248634745899,4.13261401531459,-0.0591298190230308,-4.72057960405596,3.89831737110319,0.460218416856095,0.705607584093452,1,0.693795549941545,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces graevenitzii",-0.0195642533231251,-0.304779573629146,0.199924933447068,-0.106122152918598,-2.04242190823563,0.203455598883984,-0.201675939433205,-0.0184340333124435,-0.0544839164204181,0.0772345538349395,1.04801601467356,0.000164329454898748,1.96498061919749,0.469333639296835,-0.217183146599643,1.02464991575438,-0.879389158254643,-2.36317378366024,0.476489461058032,-0.458772511685719,-0.0701013309808634,0.088079797269085,-2.11752128614967,0.515227210607481,2.51998775297021,0.173069013950813,-2.89335062005196,6.09217980634413,0.403125020477975,0.564499365018729,1,0.563955551511182,0.991350722896924
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces howellii",-2.28270623830665,-2.45083241634779,-2.12457539569126,-2.63964071461723,-1.81098743855447,-2.20870499521117,-2.18660012163433,-2.22929200443115,-3.11793758222761,-2.14433193741118,-0.574478390885888,-2.39150689672014,-2.35113063774398,-1.94752905932941,-2.51457146948263,-2.36776428772833,-3.23476167892592,-2.55526499083537,-1.75100944987455,-2.4382766833542,-2.7058569675935,-2.56814048837511,-2.27680926736777,0.239853814439316,4.08243881134382,0.0466918414872568,-4.54952607453744,3.91698232114123,0.478125004459011,0.731513196417813,0.998642646114975,0.719671062780099,0.994455940369928
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces israelii",-2.2970412502167,-2.29451070262856,-2.29767368824094,-1.98464883082752,-1.90929443538374,-2.89792550263419,-2.08854213621981,-2.24667271560811,-2.20792829026173,-1.43929376429484,-2.74680378487047,-2.45765841206336,-2.77828842139221,-1.84361437798883,-2.74514846644359,-2.47168410113489,-3.40951057189888,-2.97414561646923,-1.66858247930396,-2.57378247366922,-2.26392200606914,-2.63154203976104,0.0500801044059909,0.0524821638852213,4.33407351033996,0.0105155138406612,-3.86037303199911,4.41165857781897,0.494539782698815,0.761134176870446,1,0.733675090389487,0.998746834413437
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces oris_A",-2.33242221532297,-2.21946493989557,-2.42566565804507,-2.79551544522968,-2.31571222065773,-2.00873468378902,-2.6450127011715,-1.81804674855334,-2.13312871834005,-2.80031430527251,-2.41209406538911,-3.07951998223503,-2.2031753820481,-2.08907936159832,-3.1680016644804,-2.58562326573113,-3.50972363414968,-2.45582658529019,-1.59744094450535,-3.27904402631947,-2.39898156617407,0.989280477459339,-2.20430807155276,-0.373762207617403,4.24005962734265,-0.0779434733052689,-3.64949222208323,4.10592256284656,0.462500007672546,0.689259789709591,1,0.67932485954448,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces urogenitalis",-1.92729876269094,-1.63045628952712,-2.14965103861481,-2.51544331304009,-2.16875092998431,-1.78671502223998,-0.064701023962991,-2.5644816807209,-2.99682493207729,-2.22981007751984,-2.85853830220725,-2.27981094828032,-2.6777278426345,-1.94696481189859,-2.3232137136388,-2.70363448066647,3.2384657814927,-2.74650480603874,-1.77208473222881,-2.5402413895976,-0.128739836492281,-2.03238044601068,-2.06860995004766,-0.59065846150653,4.52988953378586,-0.101926420128054,-3.93794962944703,3.23207762068601,0.429687514593698,0.609823934168526,1,0.575252123070428,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinotignum; s__Actinotignum urinale",-2.29359502654667,-2.09031784632752,-2.46599315629817,-3.43842097703038,-2.30228105757264,-2.11970766424074,-2.15024313253389,-2.23763168194581,-2.33537489973508,-2.55265607994392,-2.86197473292852,-2.97858319525884,-2.48927486477854,-1.71495469008276,-2.45152530732793,-2.50327337226582,-3.56207213792421,-2.19013781875237,-1.94250170289059,-2.63643271280118,-0.236179640826522,-2.20366035382388,-2.12476145060067,-0.377763184924628,4.18076554103016,-0.0756392483010249,-3.90219950265128,3.29235396080651,0.458658354776321,0.661853404676721,0.99939107969713,0.634863769647535,0.996531031961168
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Arcanobacterium_A; s__Arcanobacterium_A sp000758825",0.57780167446079,0.228920662619215,0.897006137416891,2.508569133949,-1.93626178654207,2.04971668520441,0.866845253964165,-1.94543111028861,-2.44724956176696,0.775744017418337,-0.277372739743706,2.50512310459267,1.92226265416581,0.501683876499277,2.58562691414602,-1.79757440565035,-0.954313260866378,2.25759634839607,0.421762837152444,3.95109312444596,-0.197029603992068,-1.9812294327465,-2.00877307054693,0.261147214418131,3.64894938825466,0.0613823980827397,-3.85305590719147,4.21903879192032,0.464898603098226,0.772046876337245,1,0.797711491778346,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Gleimia; s__Gleimia coleocanis",-2.04934784281912,-1.98124346753109,-2.12491369547048,-2.35824940359605,-2.25467090135321,-2.41070823995586,-0.0823606098200678,-2.06605123942544,-2.46414153871001,-2.42913732298632,-2.6542387561707,-2.15098285646912,-2.5215060532645,-1.89779489357719,-2.23084465590159,-2.05874367568048,4.2985787855027,-3.06381109116034,-2.10669203215872,-2.87458159059106,-2.82695635612512,-2.64485106509053,-2.39694844136467,-0.260155833222395,4.90353245459657,-0.0438357454523843,-4.75619228528027,3.73077779297538,0.474258975593382,0.647765967339163,1,0.680139193720366,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Gleimia; s__Gleimia europaea_A",-2.32182358406917,-2.22889482811931,-2.44357483883691,-2.21428355204711,-1.6161799090617,-2.50622545374064,-1.9693252752964,-2.29912400142616,-2.81424780540496,-2.29598014039789,-3.01453237434611,-2.53158939167852,-2.63872562504684,-1.76727640204236,-2.74945572654117,-2.50311247234394,-3.39442723694384,-2.83514507812615,-2.63468416423833,-2.53280068137586,1.35306561945389,-2.2542086370483,-2.42738064713791,-0.337890163463674,4.15239521363819,-0.0552906545462266,-4.01272651464092,4.54703578809511,0.471138851426896,0.676403828694427,1,0.658003748863366,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Mobiluncus; s__Mobiluncus curtisii",5.24521339152321,6.01161268679946,4.77641051488553,4.12248046044218,4.68711052933531,4.70486799184178,4.27501244168417,4.42175361817391,4.41428540519764,5.49905551914598,5.30244524454625,5.52036775590589,6.33092502452056,6.07643981140362,4.6056964387334,6.39815172073465,5.25005750227085,5.94761017204517,7.20399252805286,6.69431031029303,4.9026350849637,6.5149813146396,3.82522672774004,-0.900016460452567,1.30569758658636,-0.627134503053643,-6.00356620086466,2.07276047755299,0.265210669513854,0.0723779102781336,1,0.0675845777674338,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Mobiluncus; s__Mobiluncus mulieris",1.24713925750206,0.560426215903789,1.70840532054338,1.97838920667783,1.67877352609917,2.13256161957278,0.659936610801735,1.45614437994348,0.724915015437906,1.56405092432987,2.07422142752562,1.34802555372949,2.92230018795077,0.626641393392033,1.19322685731214,2.44901217316809,-0.979389157105167,-2.51092663182698,0.213992342837729,1.71622190773677,1.1636744769811,-0.258959789874359,-2.55110978326683,1.23924453349055,2.25061664877924,0.452065918766241,-1.51128095194926,7.42998368605927,0.257812564377215,0.0946396192391644,0.998345993798627,0.129938946502414,0.962605392531081
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Oceanitalea; s__Oceanitalea nanhaiensis",-2.33981111361174,-2.22463274738662,-2.42781924271441,-2.81234509068198,-2.34807157842203,-1.9259856052156,-2.43593542629903,-2.68702205496669,-1.93968631300643,-2.24897896928341,-2.87283899430193,-2.41864017707371,-2.55757501434072,-1.58817394718133,-2.78413981557228,-2.40455429931569,-3.17484876587245,-0.400892306689013,-2.06518380462399,-2.7546175737901,-2.55215149664982,-2.13738582397613,-2.52537192359612,-0.162930088084416,4.02803841692339,-0.040000836039991,-4.12454346417714,3.76926206362813,0.482059286014651,0.710688706404686,1,0.701740741843296,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Pauljensenia; s__Pauljensenia hongkongensis",-2.20571096175215,-2.09921826765813,-2.29040166169089,-2.29040166169089,-2.27557574616249,-1.84533919676845,-2.31829270740586,-2.07709641018093,-2.47807507833423,-2.1021607240304,-2.73293822143397,-2.56349524439056,-1.99247235165422,-2.33492085101766,-2.66984659403576,-2.08040948340517,-3.31592237997211,-2.90618562143433,0.424580747361881,-1.82004785230299,-2.38005958351606,-2.48237686547296,-1.80816248113792,-0.285064992293512,4.23678330795404,-0.0527233598497643,-4.14380098843317,3.38810892203657,0.464898603098226,0.637183393597007,1,0.644306375706337,0.996066518137438
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Pauljensenia; s__Pauljensenia radingae_A",-0.17646445516354,-1.02496981355814,0.438711877183442,0.869404849224878,0.640100418103369,1.50189452769471,-0.298734783722137,0.281901488629153,-0.234811114659246,-0.112823352135592,0.593234107180209,-0.327154017434136,1.12912755398131,-1.94832434564289,-0.272602939148362,-0.125443072152107,-0.6473425170282,-2.20170191993917,-2.24964340613485,-0.209780664320753,0.0252051024468418,-2.48051048233182,-2.47514482759459,1.54643630554038,2.60212421624392,0.508543414939953,-1.67361987974385,6.90495228778402,0.248049990487059,0.113530252360242,0.987406100365311,0.12547985586395,0.921488021673429
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Pauljensenia; s__Pauljensenia turicensis",-2.3087426153274,-2.07657502089992,-2.50472763086464,-2.50060670306239,-2.33737389149814,-2.48211508504713,-2.73330592950304,-2.51122974265334,-2.37277565713825,-2.27253917331502,-2.75989609451196,-2.50727176349312,-2.89775623654892,-1.70904412428982,-2.7126466540862,-2.06493874990193,-3.08059455779019,-3.03300506282156,-1.66351309716008,-2.86336171761468,1.62649591992666,-2.3709127585179,-2.07401910374343,-0.561272838940837,4.34032001759878,-0.109548240343669,-4.77373949474956,3.48854172327195,0.445312511260904,0.638472333386915,0.999703347683652,0.596606131871225,0.998295794493153
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Scrofimicrobium; s__Scrofimicrobium canadense",-1.93244224507059,-2.16708791156828,-1.71424376415634,-2.16698951950241,-2.08019854426174,-0.00417724857537394,-2.49728064103947,0.266759813827811,-2.43549946043358,-1.93851482623056,-2.75948767994632,-2.8550350032231,-2.16709273644956,-2.08587456875489,-2.68554616341442,-2.55963898672341,-0.76431240891821,-2.8713184282132,-2.03387039401238,-2.49747513438279,-2.11889315873522,-2.97789234274029,-2.16720656041039,0.347333607429217,4.12620930334577,0.0634121089402458,-4.20597422521053,4.81938861526519,0.462500007672546,0.642505641795763,1,0.660227458783477,0.996977466781413
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Trueperella; s__Trueperella pyogenes",3.8250463567148,3.83890431342486,3.80681787954562,3.97290749632183,4.3819765726144,2.20884333116711,4.16423714012043,3.73803237570094,2.60815779373025,2.96810915561889,3.5604889776147,4.40003483186938,4.14348607188615,3.80122612881675,4.31226407877433,3.60100757335465,1.96148600738118,4.6940008743927,4.39763780962565,4.21627039036059,3.07997723223063,3.43997316672696,3.72048312311486,-0.105092575728133,1.24313913177254,-0.0702854619306678,-3.48335704112056,3.51061532738519,0.468018727261793,0.765033922545042,1,0.724765366212735,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Varibaculum; s__Varibaculum cambriense",-0.0457907169765956,-0.795571198974528,0.456333335918053,0.551334233916268,0.178072958511434,0.950590314258653,-0.148824532708074,0.0535640972971478,-0.180899563271382,0.0145407599031984,0.628070081072011,-0.230617608578521,1.52488140821315,-1.57298360878466,-0.568595552092093,1.11420953883422,-0.892890243213401,-2.93369976596369,-2.16623317709938,0.550691400198621,0.0465308948537011,-2.16964034283386,-2.25311504117841,1.31318681550722,2.61878456893739,0.394342781908594,-2.1620629814639,7.32189141859522,0.301562547920031,0.169451307994353,0.999221952161237,0.22350212915954,0.976461604483108
