"","rab.all","rab.win.BSH- VEHICLE","rab.win.BSH+ VEHICLE","rab.sample.41L","rab.sample.41N","rab.sample.42L","rab.sample.42N","rab.sample.43L","rab.sample.43N","rab.sample.44L","rab.sample.44N","rab.sample.45L","rab.sample.45N","rab.sample.51L","rab.sample.51N","rab.sample.52L","rab.sample.52N","rab.sample.53L","rab.sample.53N","rab.sample.54L","rab.sample.54N","rab.sample.55L","rab.sample.55N","diff.btw","diff.win","effect","effect.low","effect.high","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
"K00020: HIBADH; mmsB",1.88145744489302,1.68115226333187,2.06453685423509,1.75835726870525,2.2449656038339,1.36883889804226,1.59230455296025,-0.530191518616526,0.805320624760894,0.942480338557768,2.40523966797738,2.18499963992661,3.59394174956459,3.71870754441993,2.86307564260711,0.132883985493011,1.84146575732224,1.77727912692979,1.72539307168741,2.51023951064448,0.0631056162561467,2.1515666208826,2.62063201838484,0.338636894791902,1.65986775805961,0.198216956412363,-2.70713147492082,5.12268492045087,0.391575686101791,0.560604047024019,1,0.406974519772024,1
"K00024: mdh",4.6595781170396,5.10223810584354,4.4830872484213,6.39995011176569,4.52314867077419,6.24928868917957,4.23483287597799,7.03720679112981,5.06441119294953,6.20654356961417,4.749945891529,5.15757110426227,2.52983349076604,4.75803906224001,3.12537504652859,4.12796320947779,4.43672222849904,4.45760178159395,4.49810008953166,3.7147117717118,6.5667840338304,5.8231564555304,4.53263767861731,-0.592949000307993,1.70470848745081,-0.367644025324113,-6.95808986716166,2.93877393441495,0.300000048440534,0.264487133773741,1,0.173382900961268,0.9998771296978
"K00027: ME2; sfcA; maeA",4.79521124707028,4.7929806279355,4.81056209451582,4.62729784869033,5.75814426536289,2.69859908919619,2.89812956587632,5.0870917019518,4.63664637987668,4.48916585158421,5.86908565105558,4.87773883200791,5.56991934275141,5.90251974210015,6.14943054921352,5.99092358138904,1.614988260706,4.94340038308311,5.96385202005456,4.67926249381502,3.02044188736433,2.65641463018635,0.752869116953198,0.0484750587106717,2.41660850822807,0.0191369907574097,-9.25697986150414,4.83850513491785,0.483619348099621,0.514671437753124,1,0.88464599931802,1
"K00029: E1.1.1.40; maeB",5.27734382650217,5.75442934702514,5.08051498541977,6.9045467668067,5.36182730438563,6.93970841409183,4.48898194729416,7.14432160778547,5.75577984479763,6.43804421695962,4.32359554341946,5.75436649705745,3.23977839674119,5.15816824376399,4.18449066647436,5.01771340803299,5.15934507985217,4.94940017045478,4.45189726762159,4.7753095938487,6.56473463368801,6.9039786092133,5.41478375651561,-0.47055248730411,1.57050739908531,-0.288866121250689,-7.18568047881066,3.70558010674748,0.356250031881158,0.46099323870759,1,0.357203047532963,1
"K00030: IDH3",-1.61097562153085,-1.40615725950966,-1.92478180112709,-0.296183855054801,0.485280929238339,0.154898182237584,-3.90442389705779,-1.89719666197608,-1.89273092597163,-1.73296759669312,-2.34303647021161,-5.21336887116936,1.38177916364043,-0.574829271161679,-0.120442257276629,-1.99144868340639,-4.21007531461383,-5.20643637667571,-0.105685713436165,-3.42706230587879,-2.41386065438739,-0.216349897601969,-3.34698525057505,-0.666139389277808,3.25234952337288,-0.188676846694752,-4.91430200256297,3.38468849630528,0.414976616821549,0.564240218061504,1,0.555044305056399,1
"K00031: IDH1; IDH2; icd",5.1145410709615,5.06476897123702,5.26129941287814,5.25298020297455,4.8326012227702,5.13082084173488,3.43477139616655,5.34184099699106,4.16717326651859,4.41956774845117,5.28365285239852,5.02210626416087,5.20602830025096,5.39409858404963,5.78944148204137,5.65559672830531,2.39321393597749,4.77412021209406,5.13173860063964,4.74058082850258,5.95465378671804,5.45888306216301,4.06056147439759,0.315973266744492,1.04331221329015,0.241614648414298,-5.47502056645831,5.14647995380085,0.36562502946693,0.759258556301701,1,0.3414785920349,1
"K00033: PGD; gnd; gntZ",3.05346723256106,2.46543952924184,3.46200019760085,3.86721333970635,2.0901771081179,4.96664179418163,2.47536296325936,4.37136656182019,1.98958588887962,2.41027086271092,-0.379656968940024,2.91101672591387,1.59891980127993,3.96368361231658,3.41862609552171,4.34926904713105,2.00859379471804,2.76713000842586,2.24982411068444,3.14518176163363,5.14808469613925,5.57877916527937,3.47545761225918,0.906861250351473,2.0476407346148,0.442121443471273,-2.25866541857173,4.63647604465689,0.298437548965275,0.13007623363277,1,0.133695844113317,1
"K00036: G6PD; zwf",2.69563646617684,2.46313652738738,2.8288927440637,3.61481758797124,0.245684449379453,4.67560461217274,2.3490921362549,4.05559504761553,1.25813178599199,2.70545459501559,0.52747720752251,3.01555656322853,0.368762102647892,3.00064146769626,1.99732190380375,3.23830329321416,1.47133912968282,2.35737800346427,0.486149573862246,2.69752708330324,4.31200186101485,5.42780053764817,3.35024862303804,0.515662778709765,2.28187095257442,0.231560831097499,-3.02654306246862,4.12172355662255,0.410296430654863,0.429223480166886,1,0.487494063115677,1
"K00040: uxuB",-2.46629796444044,-3.08200915801093,-1.84063971287077,-5.71280207818826,-4.60617716362226,-5.24080136097974,1.21987597134986,-6.02043473011562,-0.159008948124052,-1.38220248753959,-2.22354954319312,-5.49390465447753,-4.85650749645853,-5.1753250401001,-5.01477621727198,-1.81964971622275,1.71152418893088,-2.18477341378434,-4.80834697574746,0.461332401351702,0.620172695578539,-4.7572525873144,1.31037488998667,1.58322672360437,5.39575717076113,0.260883090905167,-2.88646712913588,4.28188199875794,0.374415003784766,0.432751421122721,1,0.360093515230899,1
"K00041: uxaB",5.15047015567631,5.04936499330262,5.28447813877603,5.42124172637362,5.69004844546883,3.23416047150703,3.36817783657662,5.39480759960249,4.35135141307644,4.0980487714179,5.27784920795078,5.05096893190945,5.0463980777158,6.0406918031428,5.61595271563665,5.66272291993247,2.37956540381147,5.23467774147848,5.79363884007687,5.31817114967651,3.70705301213839,4.7702950693074,3.56229494411613,0.254525096638532,1.63356652689358,0.160159243705794,-4.72126520670019,5.93659041866918,0.398437521552161,0.809113390352782,1,0.452389401426747,1
"K00042: garR; glxR",0.694444770055295,0.374533603441183,1.12839813386598,-0.59676344177935,0.786275031666557,-0.020031119825731,0.282415639732279,-0.727441082049857,0.374484306277074,0.20671829999973,1.68219017688801,0.824094397413548,3.39918588988332,2.67513051621613,1.42044179495067,-0.579104889370411,1.35955832311017,0.62911386453225,0.677445608137358,1.69445187544931,-0.575528411141354,0.662969951483191,1.88413917366877,0.571359962949836,1.6957381521381,0.315776574979858,-3.52335056958878,4.40512005711855,0.36562502946693,0.549015156604392,1,0.356971745843166,1
"K00046: idnO",6.12682703784846,6.69453630561406,5.92301233354119,6.9615302327967,6.40579783705768,7.27137611282384,5.41931932173952,8.21234280208747,7.25513418199132,7.21374551203076,6.19281812728728,6.02421756186505,4.79882027038466,6.21831628581357,5.29065696448472,5.91755463245478,5.3053723667476,6.06293968789732,6.35542182356994,5.10248054828829,7.14747732389228,5.93340639285807,4.8196961941845,-0.884172229283142,1.1875624726386,-0.614525538126441,-7.58425372769451,2.32162115016457,0.25468756573122,0.0691679548358635,1,0.0648059975048172,0.9998623996762
"K00048: fucO",2.23743355466001,2.26331009572825,2.17101670990006,2.39374377199625,2.24588380327458,3.41557028469357,1.42923340765345,2.90097699896786,0.933763682847086,0.965531965948959,2.4548247600079,2.59415861249884,1.65506570618781,2.33727343082798,0.813498720053284,1.06914583078878,1.47616157031057,0.2308357834882,2.00050965608441,2.68095662398094,3.67082385678533,4.63021829072681,2.9197516259873,0.066023194358289,1.62240908077555,0.0328658740543791,-3.48427973122037,3.59965892297016,0.483619348099621,0.840894219889804,1,0.878145280126221,1
"K00052: leuB; IMDH",5.26040591642943,5.25730719399563,5.3633179383409,5.18175770676764,5.53210761814051,4.08818359099291,3.52543102162473,5.41628671627866,4.75031038199066,5.0686427713187,5.59439098812004,5.32347111266212,5.61200176602368,5.88915038639376,5.97632628181604,5.95469817735354,2.40919379769679,4.91167536718613,5.81137655103504,4.90220355559573,5.59773534823765,5.11137085452214,3.29134986831137,0.242290928037635,1.15469614790373,0.149590366249344,-8.82579881101532,6.06930820379987,0.421216865059233,0.940356803993169,1,0.511618025936912,1
"K00053: ilvC",5.62753684658195,5.62569778329415,5.73228136647435,5.58817155876571,6.34188024885805,5.60932880253406,4.1454774296369,5.86425685753447,5.59043075115238,5.27853149770927,6.37904749153462,5.28913731600835,6.53126391440313,5.96292325241147,6.6660432245808,6.5512334928029,3.2816876366279,5.22815047007478,6.39691554915064,5.2945880682429,6.02856502422883,5.47748239941117,3.7963595533276,-0.0144630636108234,1.23956439505487,-0.0137407657506195,-7.11039140675242,4.50089183791085,0.490625001908018,0.654155030852819,1,0.929450278340081,1
"K00054: mvaA",-5.17737764593506,-5.298423375487,-5.12270673275125,-5.03557408385147,-4.47465337193132,-4.42076450294438,-7.16349297866141,-5.94298636990335,-5.53212275450344,-5.52191659708811,-5.02710056532109,-4.80200501909905,-4.40536562795199,-5.17116688447608,-5.09686748253914,-5.03048173737215,-4.04927222331329,-5.83556056084772,-5.24401239442601,-5.61337957892341,-4.79947196530984,-4.10816654446424,-6.96729101559143,0.252628452200533,4.01107761827029,0.0468117936657614,-4.6201319252917,4.36968846855533,0.476562504778868,0.740365170165384,1,0.739693332016281,1
"K00055: E1.1.1.90",-5.23894656990097,-5.41647214925028,-5.04631667709463,-4.97145553366899,-4.25277666580198,-5.20211688391272,-7.55127952818896,-5.32154683087292,-5.68195323641168,-5.49229652102574,-5.42949764212042,-4.82899616526947,-5.2108269528307,-5.43125034704688,-5.59607571107209,-5.42297816705411,-4.24202059894976,-5.55466538648577,-5.13256678091306,-6.16366597453712,-5.00920474038427,-1.62769387865829,-6.99149189966746,0.537847574651988,4.43273500832761,0.0912028018996162,-4.30143486660557,4.59711307861203,0.446177858157851,0.643562341777971,1,0.630270380258287,1
