"","rab.all","rab.win.BSH- VEHICLE","rab.win.BSH+ LETROZOLE","rab.sample.41L","rab.sample.41N","rab.sample.42L","rab.sample.42N","rab.sample.43L","rab.sample.43N","rab.sample.44L","rab.sample.44N","rab.sample.45L","rab.sample.45N","rab.sample.56L","rab.sample.56N","rab.sample.57L","rab.sample.57N","rab.sample.58L","rab.sample.58N","rab.sample.59L","rab.sample.59N","rab.sample.60L","rab.sample.60N","diff.btw","diff.win","effect","effect.low","effect.high","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
"K00042",0.314307571493309,0.172702143244883,0.926166669304948,-0.698690402209929,0.561014098451132,-0.155150160507258,0.0348565032086476,-0.775969647552829,0.188522741055165,-0.0656915216109368,1.50558100752791,0.638977630149688,3.19960981589767,2.92569926761258,1.8584393137314,3.28047693685338,2.19416975612303,0.247349339262753,-0.220529662861299,1.62820291787409,-1.06734538655078,-3.08024162681306,-1.65010352271979,0.317791340790949,2.66673797736286,0.118897652261667,-3.85925747556123,3.486866844801,0.450858044385367,0.818096886755797,1,0.677349788369525,1
"K00046",5.92780163996752,6.53242714817733,5.33806532760314,6.79321241418359,6.23515016078998,7.12260964892807,5.19587526705127,8.03162665069485,7.06347503595205,7.02234214086793,6.01077747120747,5.85625356378822,4.65614089899304,4.44839750030391,6.10896621027418,5.48673641348225,5.1594095224131,6.00211977722706,5.24128302533868,4.78894137287769,5.19629532749201,6.45550386294469,5.36157196036251,-1.04886457668229,1.14454462779241,-0.804617910309171,-9.69358895796856,1.89520644475855,0.215288696995141,0.0204324291611199,0.999865793183439,0.0341391145619087,0.959570107047092
"K00048",2.19223375509745,2.07203462594967,2.41770158439687,2.26577510982042,2.0295094743528,3.23620871086382,1.16475245744959,2.77289198541507,0.742271703885706,0.77697412049965,2.26479970202252,2.38462681718323,1.58569297146794,2.54417587348636,1.78512971958622,2.2949834214686,0.563449086922414,3.51951164756152,3.44556912450816,1.16595485715751,0.924599328359482,4.76504154677344,3.77893040603832,0.565134129445229,1.67694338724927,0.322327105083394,-2.45466971933949,4.91579886689431,0.363494569696814,0.307866636986368,1,0.344167104180649,1
"K00052",5.03781213263445,5.07877755553622,4.98079934471185,5.00489560854829,5.38584281796111,3.95199272491331,3.29860616780397,5.24142481973518,4.54372622845757,4.8825381332164,5.41394443242253,5.16947012755453,5.45754376072242,3.19181584215308,3.58224133796422,4.83779737310309,6.19676698341791,4.13891749177791,5.08843538026395,5.83083861409754,5.94835188331953,4.86494163564456,5.39985791079228,0.101993568492098,1.36172621426292,0.0772905119545107,-3.94156565915203,4.31177060154651,0.476562504778868,0.856243518515372,1,0.762519468244604,1
"K00053",5.69279006378927,5.45050753507057,5.96676090446472,5.3977231618352,6.15169076134971,5.42923383014641,3.93202342639179,5.67849629924391,5.4254634443493,5.12479806054902,6.20555336197927,5.10690348345971,6.37635667979713,5.86516156856787,6.52705725247177,6.0340757199442,6.62692433020993,3.65107257644558,5.03881827211604,6.16134116641529,6.56508107005509,4.93489275140349,5.72033001168893,0.351996008668031,1.11412985909498,0.263954510235452,-3.45189177404905,6.378707082083,0.392187523004041,0.542417894723589,1,0.382013557746433,1
"K00057",5.0254212040819,5.02121509421148,5.03892301597095,5.1027383248338,5.25073509011556,4.21347881538037,3.20696756942242,5.29807247489915,4.13433619054999,4.0336498038668,5.31658451352385,4.92986092186856,5.23333261582236,4.2204762872743,3.34131874325414,4.86764360897891,5.22678841065987,3.97215838652992,4.85484696474682,5.11832208913062,5.3471554436048,5.29236466282281,6.24659242650159,0.0650068908495731,1.13424818922519,0.0574634266072123,-3.5728118598319,5.69623220700186,0.451562509947986,0.610313705574215,1,0.703349451438654,1
"K00058",4.02021548849723,3.40304531245421,4.345594878179,3.39738895725208,3.33666346937296,3.9113087141519,1.65643756475446,3.15836932634372,3.17034898975764,3.29359748641726,3.54780535690323,4.31934184123362,5.1403991878879,4.74597268904924,4.43244668276342,5.68002409439852,4.18735489395784,2.77604561914836,4.38455096069389,4.25962172434321,4.23198735954714,3.78650904777273,4.76883551625748,0.901498498768031,1.26154946522892,0.697428117472507,-2.11877183662798,8.50710822619433,0.219968881503302,0.0396982240673831,1,0.0281025210277339,1
"K00059",6.67468931957021,7.03291292916026,6.38082472209956,7.31717754386015,7.02575644618941,7.03895627292684,5.3819665998559,8.17860968128882,7.19080142613121,7.20155676708468,6.7507759178258,6.54422804528029,6.06966640862996,5.85677406168954,6.08488609257369,6.02063700011584,7.16772335623728,6.31127908811649,5.94268480422255,6.51202277059055,6.96879269394832,6.78786200043141,6.60724256120474,-0.508019919967076,0.881853658210272,-0.510730377983616,-7.52938050439021,2.78442806286944,0.263650607750088,0.13524925455262,1,0.091112315026305,0.963299432650349
"K00060",1.49807081902617,1.10087559918687,1.79434621427801,-0.212821574022794,-0.191562490718002,1.21422163377433,0.388792253126039,1.28857545751998,1.03996286570836,1.67325788606741,1.91687073113821,2.20361631513225,0.743844308496234,-0.26446096678632,1.98672964637725,1.31966942125717,1.71435247897895,1.61334890824611,3.24929531276159,1.30436561106796,2.39184469556204,1.84833965841399,2.93258087235923,0.835460626516904,1.35980975021155,0.574337215704739,-1.93455710648334,6.29490321529581,0.265625061111446,0.101544548801796,1,0.0831996829602286,1
"K00065",-2.52008355809204,-2.42490058355057,-2.61901044967808,-2.07784836276408,0.157005863842977,-4.90575627257576,-0.881397196827458,-5.99271734554274,-2.04127002047333,-2.32788936677179,-5.62389460503442,-6.0274738647798,0.095741272689434,0.423416000792214,-4.49928087181582,-1.78534038704314,-4.28113296798763,-6.08890311668993,-4.58622543488667,-2.50730366260782,-0.960732596766709,-2.09949198516447,-3.12912978422171,-0.255216827655207,4.22563659418644,-0.0592629500322805,-4.19204078806225,3.69775717229775,0.469578789344162,0.79566813821404,1,0.793534868285739,1
"K00067",5.78324361971262,5.95168618763818,5.45085665401245,6.45301162829955,6.0034129295499,6.62042343365273,4.78087838429624,7.54867909760433,5.90660394591466,6.6602868458427,5.68856801988946,5.70441196816686,4.88513227291708,5.14322703852731,5.88830927323742,5.44405254296671,5.87164986696119,6.12975931087536,5.09757439603038,5.31181443902798,5.39364382784728,6.71189064418427,5.38533843579467,-0.425176810614978,0.973870396586371,-0.38664438979286,-5.12787175640417,2.80040422197693,0.351562533118549,0.236050179487556,1,0.293391013011756,1
"K00068",-1.30468954236067,-1.17407751651277,-1.40943523544324,-0.146318017772012,-5.31936870978074,0.767230885631419,-0.557902062444338,-1.89341949108583,-1.07833456358555,-5.12149005839147,-2.34662282751406,-1.14130844091224,-0.547108954153108,-0.559632101114259,-4.65918640256027,0.264634936143839,-4.68026624329954,-1.12746776641786,-0.291010510144357,-1.61167204553122,-1.45049461373464,-2.22487518954932,-1.57393148686608,-0.241966220785308,2.75201992202934,-0.0550986112443023,-4.61107939529119,5.95056665668278,0.459375008320096,0.812024649153589,1,0.767774625722575,1
"K00073",-3.54036915372173,-3.41302313207679,-3.64918893301577,-2.19477531222601,-4.66259585639726,-4.69359448035138,-1.10678451362244,-5.61323847027752,-0.557283595598982,-2.4012417057406,-5.22451409589704,-5.13224711687765,-4.28981390169262,-3.96048658511635,-1.16771566075218,-4.90931522907508,-4.4357823526774,-0.431089790247551,-5.15469058019345,-5.17638484576601,-1.49930398042379,-4.97599195418996,-4.55335035497686,0.0751382359518393,4.33374083458429,0.0159462796604016,-4.62822624093241,3.62339797940577,0.492979720612874,0.781948713368837,1,0.81309994668644,1
"K00074",4.52246003926784,4.43545237057556,4.87397515866332,4.37920088596499,5.37958620481383,3.20299842008242,2.66294667391608,4.46692267432148,4.55614063638998,3.45369461654532,5.54649443265145,4.31465306856834,5.58802973364223,4.25610976274756,4.99587257812655,4.76931212595202,5.92622045932395,2.63827198382792,3.17627416546083,5.46661190478918,5.58418498715061,3.12034424273472,5.27689989186905,0.217186230201683,1.647471571821,0.123288951861735,-3.53337750933514,4.31300906313047,0.44461779608331,0.745600006870956,1,0.658008907694473,1
"K00075",6.01163417848322,6.01886562754259,6.00383469596635,6.97749439554034,5.89565251598259,6.26148801572222,4.57716091897672,7.6234936588083,5.92722787346733,6.51791115944958,6.01397101945754,6.00301760592393,5.32233651445926,4.98153696594989,5.30937482949003,6.0283109027624,6.12101110136294,6.81129166537118,6.29696806586403,5.63130153375065,5.927027886026,7.07975026349913,5.95710319147939,-0.0374498139474433,1.08953986152962,-0.0344911199434255,-4.39922955986105,3.70600853831061,0.484375003182019,0.774267586025852,1,0.800275261696508,1
"K00076",-0.778113796319976,-0.85987239457549,-0.648889602980669,0.947097358975942,0.975520763774989,-5.05287950315217,-0.588313105653091,-6.039853531862,-1.96403254387608,-2.4463763424092,-0.766877945394413,-0.460778228770369,-0.4413819023312,2.0748328345786,1.54382754972765,-1.74904510691299,-4.8623301391807,-4.09907780875266,-4.78919133608305,-1.08302814124404,-0.615358472937098,1.4785765373424,2.49841997292649,0.704176803737263,4.15598669192887,0.150860315937455,-4.31352996159489,6.27252275597009,0.423437515950666,0.642374449772432,1,0.523153764289117,1
"K00077",3.45697980055405,3.32728797515716,3.64378356063371,3.59422473789704,2.97752866506758,4.82646400473549,2.32973860170803,3.87137127849434,1.92950256809122,2.71143282589421,2.01288097194281,4.12140498949321,3.68416267281882,2.98119189772351,2.9249321310135,5.00426642446736,2.13371206985305,3.82697320737542,4.00907896420242,2.50862925381247,3.3223349653154,5.15646048025912,4.17748438268461,0.369538184553583,1.53508637372684,0.242045126852498,-2.39970849945955,4.43292070555478,0.390015624064837,0.385790492159735,1,0.363646681298578,1
"K00078",3.81272900153553,4.02935022064938,3.41437376692536,4.37793505327814,4.90026350933383,-0.0469119306862886,2.59780458066754,4.52589915265622,2.77443725887966,3.55319037760481,4.78410429755849,4.08037631244701,3.95057175375583,-1.14982046399954,-0.309231732340201,3.66773836295596,5.70922601362688,2.80214533205715,2.85690219928698,5.01289735562125,5.62632198166703,3.10319157544452,4.92992319717526,0.0800815074387842,2.59545095447246,0.0222160043759716,-6.01259744047989,3.72867126934438,0.48281250350094,0.724843780567277,1,0.890295680519171,1
"K00087",2.10339218709728,1.42870705307659,2.32101322135697,2.19034847692661,2.89808197073968,0.433894643181134,1.10472912651928,0.0639411849141513,0.759769983422158,0.639910642039121,2.44467897223658,2.09263465896479,1.97691897899092,2.72887297880199,2.42491453948451,2.38450909060951,2.60434966361073,-0.154734025997643,-4.51419255122295,1.9441924042051,2.36915503147644,2.17589116183222,4.79618213652012,0.558883714973976,2.11783862220231,0.218377036412906,-6.99909565439385,6.70013787384756,0.357812531473309,0.778615967109624,1,0.275026927406958,1
"K00088",7.16516217696601,7.69246377889954,6.76230515811372,7.88735096946796,7.45461400531179,8.17957372506933,6.20483550986119,9.09412361668749,8.31333860241367,8.18891789616621,7.30324331307937,6.97693638727902,6.49283061500373,6.54744566999455,7.52241211170459,6.71624820963895,7.37101096098632,6.97157769684815,6.32655561560368,6.27945889205254,6.74724185620822,7.3441723610249,6.73869841423208,-0.800475076029977,0.935022489093012,-0.73708826013602,-8.81163343447491,1.82056889684197,0.243750070705282,0.0330465692415903,0.999865793183439,0.0599864652568793,0.959570107047092
"K00090",-5.10626660708588,-5.143912896735,-5.06090134837618,-5.92357650287613,-5.25222584163356,-4.62986900586687,-0.704066149808548,-5.77286375183845,-6.00967829122389,-5.60301797783172,-5.98689869018484,-5.1764046787286,-5.01490975951332,-4.32684201299412,-4.87292625148296,-4.99869384436201,-4.54183164509319,-6.07064045842066,-4.24275966302995,-4.82688584526365,-4.88094550411804,-5.28359757318748,-5.53480838913489,0.0320165290930401,4.50964825001839,0.00543594284182291,-4.10493406968502,3.75737410760596,0.496875000635807,0.739653408241341,1,0.761309849206521,0.998711520716562
"K00094",-4.74200878750658,-4.98414787513711,-4.42261334248377,-5.40206669684574,-5.29482429628284,-4.74303901852387,-1.85812993952332,-5.4566362342724,-5.6037213389448,-5.87213708558037,-5.49528686618548,-5.34778007803386,-5.03604438236709,-4.40009203020988,-4.23492619797874,-5.24463552438135,-4.13767478243878,-0.718676415777292,-4.28945779224016,-5.25528567525597,-4.4552148114607,-5.61481505736219,-5.48490971425332,0.608340238090763,4.43354943022577,0.115347338734637,-3.26255145846257,4.71712113182105,0.443750011590777,0.637927407904061,1,0.594399674435472,1
"K00096",6.51640880052643,7.1943923916359,6.00742256176596,7.82327557471017,6.93709191337487,7.53639792140736,5.69263408969141,8.78983530448755,7.36884595124388,7.92470132296714,6.63687835956698,6.38003820758088,4.80346609463095,5.30535132967391,6.91884695052526,5.86122221839208,6.11652896539481,7.0474165286829,5.8971177231621,5.04043848793372,5.78771875190089,7.33672298744775,6.13144013796743,-0.906137379993864,1.35599072703804,-0.64191978318726,-6.89863254393856,1.76146822557321,0.257410360760513,0.0735280784152971,0.999865793183439,0.0813187393102254,0.959913755360853
"K00097",-4.7366592473312,-4.50905249403233,-4.96151254564981,-5.23475763291029,-4.74328933818766,-4.74685601243261,-1.16573034340934,-5.82921549245948,-0.406698517873213,-5.66322211630676,-5.24306308871092,-5.03523979424811,-4.8324825240798,-4.27791239065967,-3.9150905567839,-5.05042630422094,-4.48459755900067,-5.84525493911589,-4.52877832391815,-5.41191125267038,-4.21393541925262,-5.63876305116949,-5.61244188440489,-0.677021347449269,4.20380921320879,-0.131613646611865,-4.39690170059472,3.94903193197845,0.434375013585459,0.601009137677358,1,0.606836939666371,0.997269984329525
"K00099",6.26119574652925,6.7133546442054,6.05232756849296,6.98577690145986,6.41559482592754,7.21065263422065,5.35994992758096,8.06511212391908,7.09285061044315,7.41424483030427,6.34286575128138,6.20960929779858,5.70010294358974,5.25184258467332,6.1967149472308,5.91669029461311,6.67702939474673,6.0846946374062,5.92245255844815,5.76148004180067,6.29384705037973,6.73033317999225,5.99859725295076,-0.599479123844061,0.89911747871185,-0.616053687236096,-7.40456629976707,2.38246496770869,0.264062561751485,0.0638252418281509,0.999865793183439,0.0714094704637468,0.959790556348134
"K00101",-5.16532191479716,-5.61558608911593,-4.6423831847159,-5.9034180804895,-5.02230532015204,-5.2317565599414,-7.22847014021735,-5.92034275995685,-5.57504956268037,-5.44867771388567,-5.38319518348136,-5.39549589369831,-4.17645281068115,-4.41426783016352,-4.70880963267351,-5.17695619250685,-4.37080960825613,-5.80696404922994,-4.41543702985532,-2.5990723048169,-4.96395056655337,-5.21257888613353,-5.13004723089404,0.903622596510349,4.3361075365707,0.216731936754478,-2.94882129653529,5.06748743515752,0.404687520122571,0.491905125978618,1,0.484589049205439,1
"K00102",-5.17787070605555,-5.43954317657527,-4.85327768749343,-5.70158829442153,-1.49648116092287,-4.517463990919,-7.57329299021017,-6.29832323595969,-6.13833141844941,-5.68661557870095,-5.60147324291626,-5.29053967367308,-4.93246310855862,-3.82241270469108,-4.43353390675697,-5.52931600025,-4.37336630983286,-6.33386150767372,-4.71540183340461,-4.89520088373451,-5.02757160071395,-4.78240903013803,-5.16552150945033,0.378539559452708,4.49548473166841,0.075224124157863,-3.93854018004229,4.78034706782507,0.464898603098226,0.689888694002213,1,0.672894672568144,0.99916519856925
"K00104",0.627688373297438,0.0352944132230615,1.16344242252846,-0.794674325523726,-4.37343848633996,-0.139463768718294,0.0709736091219053,2.04337951219776,0.663892853031708,1.77054666049895,-3.04837453994884,2.46150404924865,-4.29843549802426,-4.61827592917194,1.24158517189712,-4.83059804642546,-4.16997300732841,2.4513041116737,4.30951559430626,0.865712402826119,2.90441814410944,2.37375920560033,0.854380325684364,1.01882768191092,4.88580053355537,0.190667222782846,-4.61451625792559,4.86971241830122,0.379687525981983,0.650918502023118,1,0.338300329217996,1
"K00108",-3.46785036062551,-3.3095610703452,-3.69828698679319,-5.66132753793363,-5.21593728799552,-4.72225768007421,0.198870278796972,-2.60701115391628,-0.539364363643937,-0.905143676531315,-5.37290720669988,-5.17469292839292,-4.84604666737725,-4.34808328421131,-4.31926338867683,-2.74514180670161,-4.18960812999588,-1.8947263909107,-0.568678636671081,-4.66172070045675,-5.348998692554,-6.43150812263589,-4.87101985339441,-0.603273389026638,4.66951592449934,-0.102008514131323,-4.55923812825628,3.70050315520507,0.440625012252645,0.648121182745408,1,0.656149529649917,0.998206797418495
