"","rab.all","rab.win.BSH+ LETROZOLE","rab.win.BSH+ VEHICLE","rab.sample.51L","rab.sample.51N","rab.sample.52L","rab.sample.52N","rab.sample.53L","rab.sample.53N","rab.sample.54L","rab.sample.54N","rab.sample.55L","rab.sample.55N","rab.sample.56L","rab.sample.56N","rab.sample.57L","rab.sample.57N","rab.sample.58L","rab.sample.58N","rab.sample.59L","rab.sample.59N","rab.sample.60L","rab.sample.60N","diff.btw","diff.win","effect","effect.low","effect.high","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
"K23777",-4.95529522858912,-4.97127403869646,-4.92277983719525,-4.79841129939163,-4.6876732450525,-5.07803762286332,-7.88191450970591,-5.36788914917409,-4.7958515761197,-6.00719052407326,-4.9453494024004,-4.7129304005263,-1.09242946085557,-4.40645767283663,-4.43423992676192,-5.04884733240351,-4.536544094895,-6.36559260060163,-5.26792139686625,-4.59078531452935,-3.86953501936367,-5.26622216613213,-5.72880173211755,-0.00935470790097881,4.58608902455528,-0.000246430206404823,-4.32306989324586,3.96464920583514,0.5,0.759148193440116,1,0.773911435893828,1
"K23778",-4.99599264526721,-4.78783415920429,-5.3149728866641,-5.00663042174282,-5.06955179733485,-4.88834647100208,-8.05696005068179,-5.51922705513846,-4.84484184776503,-0.0333996367150782,-5.14558591527872,-5.04031965679261,-6.54074076639642,-4.1174352268248,-4.03092000817455,-4.88299866507788,-4.06684590318427,-6.09105209034202,-3.93444430888036,-4.21048477575043,-4.7105833526305,-5.34618177540176,-5.43683720822706,-0.336177020145899,4.72483269506443,-0.0584708415830174,-3.72473664659476,3.66532435441704,0.473437505419445,0.71399383435151,1,0.682071725681439,1
"K23779",4.9444248138896,5.32095944532537,4.2687792090423,3.83018327020714,5.67210406752848,5.83680503756975,2.48249004818753,3.30592566320745,4.96716781655375,4.60847824563439,2.30028646082144,5.03152924298282,3.26802372665936,6.72238555454281,6.23794145205223,5.57176501102964,5.8350264551837,1.53531203967081,3.2311338807779,5.52485310850334,4.98469844998898,1.97788766597519,5.09054672416272,-0.618063908154836,2.27267071753544,-0.291443033015882,-4.87559924771751,5.43654171084912,0.36406252986395,0.452054660091765,1,0.317656209405919,1
"K23876",6.98741633381035,7.18306061105973,6.86595365704151,7.62306226833137,7.84031842915162,7.338892790035,4.29588024633483,6.84308621328246,7.42246493199046,6.80780397067415,6.04291137431522,6.88347339503855,5.25858733907515,6.57636213594859,6.20950789790798,7.09777872437672,7.31734879715804,5.84888012595919,5.9556811554014,7.66217105283366,7.62426866051763,7.27191090371785,7.66452473511982,-0.193447013659161,1.32868484424237,-0.116383270864347,-5.11339221299985,3.20432111305743,0.446875010931708,0.511787192461982,1,0.696068987610687,1
"K23977",-4.64687433774899,-4.49837961263199,-4.90365414435067,-5.66546619358153,-5.43469008825943,-5.44826950192847,-7.18546734686185,-5.55884748407414,-1.56413973393714,-5.4867390119967,-4.37912275108827,0.370292931261069,-6.57044977795293,-4.43609196333418,-4.59484966846802,-5.01359518733516,-4.08080996897718,-6.00937280089091,-3.84517682749014,-0.572088147253826,-4.95592569897903,-4.96559811301224,-5.29142623750326,-0.287974084841477,5.1687365860956,-0.0485021898710746,-4.30058050837464,3.71883553346724,0.477379099761099,0.745546710928316,1,0.731474637494858,1
"K23978",-1.67819124830831,-1.78222648774088,-1.4947945936161,-0.338366554852453,-0.0595058019001922,-0.644508131566623,-4.40305584976602,-1.27138142477255,-2.63963887265465,-5.86295091281872,-1.72256615549491,-0.655092347684423,-6.35387922086212,-4.54430438806966,1.14516540205004,-1.15941234920196,-4.83848060815854,-0.845763104572173,-2.02540245869127,-2.25287339417056,-4.56642035834892,-0.793735531585181,-1.89804907748128,0.132836106671844,3.64376784459388,0.0303860932771123,-5.69478012728052,4.9030293740317,0.484375003182019,0.776945090132674,1,0.857013439347031,1
"K23991",-2.28805525787821,-3.43414356598063,-0.64539201505769,-5.02788808291413,-5.01911138321899,-5.42558396380019,1.48369947132333,0.249326457459265,-0.332191537650905,1.66887058472563,-0.994530296591762,-5.04715136859495,1.32631471464334,-3.88274291511751,0.592446913319394,-4.64794350223575,-4.56306362830056,0.61123952593322,0.367421172457775,-4.76460681007402,-4.52086136266934,-5.90123124029724,-5.15723808404801,1.61037937195797,5.38303493712142,0.289319481677478,-3.1034575823096,4.75091067526451,0.347893949752309,0.362389162635976,1,0.315498042012167,1
"K23993",-2.35429210528453,-3.62694032073454,-1.39018487705879,-5.66831881209059,-4.68839516641023,-1.87234210360872,0.659219952694795,-1.72894854209065,-0.873012150609624,-0.790971862319424,-1.02252476952174,-4.66857536564638,0.608021848329155,-4.22814236495205,-1.21937657892674,-5.27743676130343,-4.49749215885331,-0.596170991531181,-1.24854491731321,-4.81036451428463,-4.40882341888236,-5.83240240623352,-6.0502601251516,1.84228607145163,4.36327035441278,0.370949735009349,-2.47535064621121,5.92297928088075,0.281250055039672,0.267281564828842,1,0.199674080273442,1
"K23997",6.76716000084163,6.6701354059478,6.86517153449146,6.8134088164555,6.79963564427849,6.9994215635857,5.83408011188416,6.90259396596217,7.15621469209173,6.07850435428787,7.45526141858416,7.02927878576732,5.44631240089461,6.07559299948172,6.40802102985567,6.66585542974122,7.42025164565268,7.01814363209575,6.30640878769034,6.26209972920596,6.70517035218952,7.48275748031581,6.71949195611207,0.0711309800771716,0.823571676107417,0.0824099162376307,-5.40854418687682,3.82833860283779,0.471138851426896,0.837805811439348,1,0.845915440499903,1
"K23999",4.08529589977568,3.98479369193641,4.19481989176345,4.47268983881205,4.21636024552951,3.71998383795685,1.38949350054295,4.49467252176135,4.21058283716975,4.52918760970793,3.63630831694114,4.37864530312284,3.01953157064317,3.21250512195871,0.52016456409558,2.78743703741901,4.00055153370387,3.98272753232501,3.52913751031036,4.83591993096144,4.25921887230248,4.9648935659096,4.6361722633801,0.0626720515372936,1.35662147090652,0.0365443017798569,-4.76457899148127,5.3282111932387,0.484375003182019,0.802811474720682,1,0.920693881389508,1
