"","rab.all","rab.win.BSH+ LETROZOLE","rab.win.BSH+ VEHICLE","rab.sample.51L","rab.sample.51N","rab.sample.52L","rab.sample.52N","rab.sample.53L","rab.sample.53N","rab.sample.54L","rab.sample.54N","rab.sample.55L","rab.sample.55N","rab.sample.56L","rab.sample.56N","rab.sample.57L","rab.sample.57N","rab.sample.58L","rab.sample.58N","rab.sample.59L","rab.sample.59N","rab.sample.60L","rab.sample.60N","diff.btw","diff.win","effect","effect.low","effect.high","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__SZUA-35; g__CADEDH01; s__CADEDH01 sp902826025",-2.50633153696603,-2.56286012258504,-2.48161625038619,-2.67844344447716,-3.1569424601406,-2.23529501601156,-3.09116063243457,-2.21820052768513,-0.379416462564961,-3.00298674245061,-2.29771481452305,-2.85848870486744,-3.43773700276468,-2.39826563163074,-2.22796561496002,-3.37323474586348,-2.01564504097655,-3.2171760751174,-1.12350782573791,-2.70376305656484,-2.72389274402709,-2.5701641672079,-2.77317490748531,0.114046848373698,4.2383339865837,0.0288930224160907,-3.94172812857736,3.98838057101819,0.489062502226303,0.749362380573498,1,0.756743015111823,1
"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__UBA8592; g__UBA8592; s__UBA8592 sp002720485",-0.387639459087739,-0.180267177561641,-0.600109740428332,-0.114280830443752,0.554999732637658,0.519989942188866,-2.5643309730034,-0.0845690168256681,0.130771515259289,-0.166116666386525,-2.95583721571419,-2.74101358939184,-2.60639456549888,0.524118389986079,0.9748216781752,0.548982560897514,0.488451711822346,-3.2009837968749,-1.59326243555499,-0.463618467808001,-0.27750412297992,-2.17361455845659,-0.0532031315049117,-0.455242909435286,3.07516966101972,-0.110340448700261,-5.20920978835432,3.92215917861903,0.427457113313159,0.606698397138195,1,0.604191051305506,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces dentalis",-2.33062701894127,-2.08228619689274,-2.6535583640978,-2.66863340825153,-2.44816209610513,-2.81590666259168,-2.83882307191773,-2.69906865782271,-2.08451952312436,-2.64279309584914,-2.31408240255177,-3.12498155500628,-2.96408879234601,-3.02897729096915,1.5259254247803,-2.13629594266136,-1.59229028088773,-3.11218580029414,-1.65578818307695,-2.69931414439221,-2.1637982918322,-2.81588783512355,-2.2679797602662,-0.706309131477385,4.39291636158862,-0.143371211069957,-4.70061438797313,3.38866580994089,0.425897051248237,0.562475860853793,1,0.549217955032584,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces gerencseriae",-2.3327812338928,-2.10527429374261,-2.58312722854356,-2.14016701445795,-2.33872735899764,-3.02856966839392,-2.65349313620186,-2.43557502851541,-2.65958958662523,-2.2988183299201,-2.18027608419781,-2.59940032478409,-3.70256131547916,-2.67910614115392,0.925991849065236,-2.83627277027179,-2.03328962693521,-2.6446720790625,-1.37089867144657,-2.78354276462646,-2.72490222737452,-2.19402178944443,-2.41166519936031,-0.700237811005518,4.2510336103518,-0.129985835027842,-4.61650876900058,3.83867028200529,0.421875016292319,0.62155910073578,1,0.586709802388015,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces graevenitzii",-0.599063377050708,-0.365604053103308,-0.735756066395259,-0.205395058210922,-0.277387668847927,-2.49970493787628,-0.655236136109417,-0.135648963767153,0.0136631900930091,-0.558510070315222,-2.74562179732243,-0.327594908690422,-2.85706250820871,-0.291257278714152,0.0153703907633282,0.593770464411387,0.411056920749306,-2.6670691434218,-2.31948581259533,1.08973105077477,0.435812649234125,-2.49811678616424,-2.5182557364212,-0.336082421174273,3.29796985898484,-0.0778449964361161,-5.5998550790279,3.82601786711344,0.445312511260904,0.705324159823389,1,0.625228510846738,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces israelii",-2.19248794820261,-2.12432320587036,-2.23603878878985,-2.70907061811644,-0.459781495785267,-2.3062969604782,-2.93946359937239,-2.54225638045917,-2.25288940356993,-2.29973413632722,-2.39401571960895,-2.30570217793955,-2.6374466504106,-2.35850062326329,0.165099876391027,-2.58854337102136,-1.74601749248399,-2.98818161878868,-1.38281217464386,-2.75231394111902,-2.52610891681915,-2.37187323306969,-3.01945719654417,-0.134311048335313,4.19667084251159,-0.0234734932571625,-4.14868422473349,4.01847344374347,0.48750000254472,0.701779012481781,1,0.679690713698067,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces oris_A",-2.43216780505176,-2.05516558625754,-2.65310186679458,-2.89442500803557,-2.4251195773955,-2.79406457120046,-3.16815515799161,-2.55495878958495,-2.34183698553075,-2.69299445661127,-2.23520771496674,-2.66833294591961,-2.54661850091091,-3.09987655177164,-2.42961730434654,-2.50857613649636,-2.14798866813244,-2.73320097417584,-1.54480891707375,-2.82599839590452,1.50068307904676,-2.57841015991396,-2.11605946132705,-0.790645467467135,4.0879775581657,-0.16070077010691,-4.5972356184888,4.01959697210121,0.418096740938267,0.575885717846714,0.995280817351275,0.55360389175453,0.986395401231895
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces sp000220835",-2.3708384522615,-2.19993857027569,-2.62858541763819,-2.93427006136552,-2.65304678963944,-2.23168170464855,-3.0893716406988,-2.39198569576914,-2.23814438056445,-2.14951306145747,-2.08590161899423,-2.95013503215953,-3.1401223964128,-3.26323274257443,0.0301131226218345,-2.9193258009174,-1.9013612026101,-2.84217630990009,-2.38919937931739,-2.45636919093855,-2.5919764982551,-2.42599309050905,-1.99578129947979,-0.356471504959774,4.15524016549473,-0.0768913882624498,-4.20839709584944,3.99650007524471,0.45000001027527,0.669065710257485,1,0.63503857790816,0.999114589937926
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces urogenitalis",-2.35135026687248,-2.50511069308733,-2.23119639105078,-2.83549022918814,-2.90087567790631,-3.16022415380715,-0.569844823098546,-2.52005827924362,-3.05902964306249,-2.44187279413203,-2.50625928145613,-2.45991510475286,-0.831499793102052,-2.50103465205484,-2.31888623252492,-2.71323939560001,-1.2067788884825,-2.76375650386405,-2.12490021751114,-2.81834695298697,-2.96563598812451,-2.89359120242969,-2.53433398741039,0.20147246652277,4.22781819434572,0.0403063068645912,-4.04172206654022,4.67989738492609,0.478125004459011,0.730699040404609,1,0.718711520194202,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Arcanobacterium_A; s__Arcanobacterium_A sp000758825",-0.64801479109739,-0.673222577211183,-0.639401501650687,1.14964891987079,0.567504241170294,-2.66096037492208,0.23790243653195,-2.84473272599845,-2.31252560403801,-3.19819675846325,-1.97172508261301,-0.635591326572163,1.29189469126344,-0.23859240082133,-1.92198801179693,-2.76549523240306,-1.97423840242353,1.49167648929366,-1.94467886255621,-2.84948647590766,-0.13513121699096,0.726246750898875,-0.265271717952224,-0.0885039598846191,3.64207122191777,-0.0158218979165478,-4.36769649973925,5.28975938025133,0.486739472270124,0.791890607024567,1,0.787987517996709,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Gleimia; s__Gleimia coleocanis",-2.23755399997412,-2.43865225961588,-2.06078828031991,-2.77530267124744,-2.83778753859245,-2.93280638529857,-0.732762162619078,-2.81286731470184,-2.23408820917244,-3.00171077319716,-2.02203016349704,-2.28042786185652,-0.549440278258503,-2.4014314561323,-2.36663767737284,-2.88636864645233,-2.07212848329557,-2.68508597205683,-1.685008982737,-2.37929312026717,-2.83684024819804,-2.3405498471251,-2.19261964714951,0.367443179103386,4.16881779125834,0.0594200330502587,-4.73673998892838,4.25713012328064,0.464062507349464,0.665706643921128,1,0.671045612185802,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Gleimia; s__Gleimia europaea_A",-2.33469702781794,-2.47817924565138,-2.19389358464057,-2.68977430966604,-2.85285832051742,-3.20822138121695,0.777779115731198,-2.85096723020975,-2.11289263580983,-2.3604343151298,-1.84716590368387,-2.87264163083131,-3.28512546627558,-2.65321618256874,-2.70313270158114,-2.38984421655971,-1.53434058371018,-3.28740549322171,-1.73284247787118,-2.52747969484098,-2.71092789880981,-2.55241797721055,-2.54955681962597,0.291650530770262,4.38416632899961,0.0548261891973411,-4.73054551080707,4.53002749276456,0.471875005740203,0.673962591552745,1,0.678570317066834,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Mobiluncus; s__Mobiluncus curtisii",5.15990448655538,5.61482587285347,5.03506772723146,5.27962885419015,6.41250690049033,5.59041022512716,4.02849871577734,4.33663917474435,4.97428910782825,5.44134461345874,3.57719196218876,4.77878386198012,5.09374347119417,6.47284232460164,4.22161015619439,6.01687738519854,6.66156628004445,2.4237248153344,3.27145409812729,6.31351118003439,5.3242774548747,4.09137858837478,5.9249675299714,-0.394309172514124,1.73920723387578,-0.202616954204647,-3.96418140185833,4.57908348661138,0.421875016292319,0.824786147726917,1,0.557616532074736,1
