"","rab.all","rab.win.BSH+ LETROZOLE","rab.win.BSH+ VEHICLE","rab.sample.51L","rab.sample.51N","rab.sample.52L","rab.sample.52N","rab.sample.53L","rab.sample.53N","rab.sample.54L","rab.sample.54N","rab.sample.55L","rab.sample.55N","rab.sample.56L","rab.sample.56N","rab.sample.57L","rab.sample.57N","rab.sample.58L","rab.sample.58N","rab.sample.59L","rab.sample.59N","rab.sample.60L","rab.sample.60N","diff.btw","diff.win","effect","effect.low","effect.high","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
"d__Archaea; p__Halobacteriota; c__Halobacteria; o__Halobacteriales; f__Natrialbaceae; g__Halobiforma",14.2950832256775,13.6684411206912,14.341170651844,14.321511597576,14.2486600388272,17.8181748274887,12.6202666499885,15.5474396533227,9.22450194307671,17.2053209120169,14.2692245445867,14.338115436461,14.6808503760068,14.9298894887548,9.66899594395204,13.2974163523634,9.4342847615129,14.9087764725278,11.4274344541424,11.9777339333792,14.0108841869164,16.9446635217973,15.3085282857427,1.02779145787052,3.44060134130036,0.332480888351097,-2.66880266604601,10.465449973491,0.370312528288052,0.27253139886407,1,0.351503807724783,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces",-0.303572586630327,-0.0570895582761235,-0.444210107248102,-0.385797262777974,0.473288707126242,-3.11454307299411,0.0861450969855166,-0.362583015807481,-0.174038134756538,-0.425149451774919,-2.92425367139912,-0.240774375014036,-0.446456121513267,-0.652301034881136,2.70982116749806,0.460624257069963,0.157877450908552,-2.78218297145598,-1.76967427095916,0.936574675236285,1.98132342304211,-2.96732533922659,-3.12341133913578,-0.549371055366958,3.37583120101394,-0.123515468139138,-4.99607264268934,4.14651658457251,0.429017175379004,0.723836324350158,1,0.595503410579359,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Arcanobacterium_A",-0.786474701336997,-0.870366160499549,-0.681132812542765,1.00668480810471,0.55206774081895,-3.3541712745,-0.00443109436421274,-2.73267893890923,-2.13565323479728,-2.7742205069683,-2.59354406244949,-0.494623213988564,1.02902809396923,-0.568065290348784,-2.04285358380463,-2.60367640271366,-1.49103468261449,1.41797202462411,-1.71353627965908,-2.46835649608725,-0.601130362405762,0.419189843674101,-0.485726542573596,0.0918295481845082,3.58972009638025,0.0214915995906666,-4.44690092055299,4.31360416417593,0.486739472270124,0.765594393901147,1,0.80575377119011,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Gleimia",-2.30784071307375,-2.57545134478292,-2.01937678959683,-2.87808109723823,-2.31399850076162,-2.57677460879793,1.09113663447605,-2.07212153566589,-2.98625801435624,-2.81473450120448,-2.79796848843552,-2.63441835637658,-0.867256118038943,-2.9596047041418,-3.07605187780445,-3.21021307457345,-1.93091829794687,-2.65684712358927,-1.93477061227391,-2.40935802211977,-2.61621058767732,-3.10912791901683,-2.49928277871914,0.685533259945945,4.12407296521376,0.127334192812846,-4.32012084930977,4.37733777530036,0.433697361581848,0.602439536998085,1,0.616920001921453,0.994504576306047
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Mobiluncus",5.11256601035583,5.63624305599055,4.95761571208272,5.14354019427141,6.35070722351596,5.5577772477834,3.95917036744485,4.26201692846275,4.98310038824327,5.39578311837178,3.61846506031204,4.76444563467275,4.94361439243252,6.36910910072379,4.42500263117468,5.90728925537835,6.63504534286461,2.29824039679814,3.24013422314672,6.4092317153792,5.33826411153377,3.94649215646067,5.94854887230056,-0.412894990709463,1.7501155577547,-0.211220126595576,-3.40337368433457,3.84217603248458,0.421216865059233,0.784304083100257,1,0.505218538234212,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Oceanitalea",-2.56496161949564,-2.68542547087372,-2.43272669663936,-2.63390343735484,-3.19413919000742,-2.71703475738621,-3.51876502458103,-2.44890473314476,-2.37129763201091,-2.43914204044211,-0.181208255851999,-2.92578664904019,-2.72936510943798,-2.92030540386155,-2.69579022136893,-3.46787495213669,-1.56076356935486,-2.94000569700105,-1.80468274053782,-2.98678255333888,-3.04824447569434,-3.41957309099593,-2.6869235561016,0.00358685086090027,4.24836407769827,0.000497975637694245,-3.59211346201711,4.01480270901137,0.499219968956955,0.728735850914544,1,0.73028692234623,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Pauljensenia",-0.0751084043888763,0.52762816725358,-0.644244958358554,-0.37692378329635,-0.221332948879551,-0.528396913195335,-0.744389545573581,-0.223922917537289,-0.112928483716855,-0.21210381698662,-2.13261456193364,-2.73587101466303,-0.612463271006348,0.561033757613094,0.795447675430777,0.415718108705633,0.512033861422276,-2.52675224132383,-1.30363140641195,2.38930778723672,0.963666048037458,-0.482550997786893,0.998416450895458,-1.11993156568272,2.46430041714926,-0.373511076252914,-7.0431120305037,2.95090053079285,0.293291782235424,0.336698352018127,1,0.207270078508952,0.985504544394588
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Scrofimicrobium",-1.55689129392247,-1.92588321292183,-1.17576523085206,-2.88767605477663,-2.46054377269082,-2.95562342115455,-0.840619017929454,-3.38317716063573,-2.68888704515769,-0.385354669848226,0.223888287850407,-0.34323569729556,0.699197959954253,-2.78568604730927,-1.76126471561223,-3.47732546648682,-2.42109003433364,-0.239285062043431,-1.57988277317797,-2.64826644699292,-2.48272135350608,-0.212096722359663,-2.66969733681447,0.689406246257917,3.79407635695615,0.149084322889266,-4.00620877692543,5.87431240167783,0.420312516634983,0.57196536260778,1,0.564008662100284,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Trueperella",3.49965115728892,3.47388308732044,3.54931397924738,4.34467908571285,4.02001629694591,4.64430387053929,2.36073676490801,2.61327696607651,3.85402345954737,3.3782779635569,1.58866807763147,2.25491845853426,3.76806545622091,3.41027008694283,3.79366994426789,3.50821834916033,4.25902853072385,0.925697478284141,0.8817765412028,3.77735585762389,3.33537268021157,2.77912514918147,4.97652947071705,-0.00372274093138714,1.75542094042263,-0.00109265058181264,-3.44899398596182,5.57064407519896,0.499219968956955,0.792525641666928,1,0.87691164292364,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Varibaculum",1.12299176143784,1.43523543388512,0.942700854081334,0.967113883468443,0.8592331289724,1.55759887090654,0.963388575837481,0.609450248210493,1.61666622874922,1.50204782001584,0.244451126258536,-0.350800234289457,0.727927513768808,1.6752217445536,1.84918177930243,1.22146871535194,0.210435382882237,-2.62188576146851,-2.0549891853126,3.70461390525793,2.53118007449936,0.756487639932651,2.23981252212448,-0.444960845453497,2.20308666755729,-0.164415666545722,-4.55256261203178,5.05711443859303,0.412500018364311,0.814983604890264,1,0.523618059088744,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Winkia",-0.313661821612259,0.0692622089560047,-0.615552749181393,-0.679157901560378,-0.710671711534721,0.421027797092854,-0.650375569072322,0.0404667459795682,-0.169677377490386,-0.375890621153362,-2.04805548433909,-2.9402175153956,-0.85222627122497,0.344023100888201,0.111653541754897,0.0755104392893031,-1.89830035639393,-3.2998989817993,-1.33397644099198,2.38292585246549,0.908817764538986,-0.376586410881364,0.689201854753705,-0.762398052551509,2.86369881972244,-0.207434452242679,-4.54476646529643,3.91395242710818,0.395312522275204,0.579259780166621,1,0.441289034591569,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Beutenbergiaceae; g__Serinibacter_A",-2.35430202329716,-2.23280025176447,-2.4572083364045,-2.53767002257981,-2.60283668111361,-2.83150683663153,-2.90645099982985,-2.49756989449373,-2.43377524309547,-2.92103025912929,-0.208685734186561,-3.02302231420703,-2.83869796449639,-2.19784360000938,-2.35903119337356,-3.17149697074692,-1.7540264524235,0.547307811937953,-1.69430638040297,-2.61656641913389,-3.58201908446017,-2.7582873980723,-3.03401039119229,-0.285705288372418,4.16824348134909,-0.0546942862095752,-4.58201542458178,3.83171304506394,0.462500007672546,0.683270207808,1,0.664899583775358,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Bifidobacteriaceae; g__Aeriscardovia",-1.57852800193302,-1.43578444634927,-1.73611387291282,-0.768803836899856,-3.68873258187668,-3.36460978446788,-0.715708782214,-2.34068294115425,-0.202973049435483,-0.523411368564224,-2.8340382544386,-2.9421797633731,-3.40244435399342,-2.49874168566369,0.0311502819111755,-3.37856728710257,0.261956202310753,-2.68835401943053,-2.27226174989058,-0.4657081431133,-0.348796315566585,-2.92029469649078,-3.01709465593374,-0.389418452663463,4.05803048666655,-0.0963555018382432,-4.55366293152322,3.86419097852707,0.451562509947986,0.676199281612997,1,0.649825056425772,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Bifidobacteriaceae; g__Alloscardovia",-0.746137444961967,-0.0274640200567386,-1.51495231953495,0.692225062652001,-2.41301240548946,-2.49459658255362,-0.688439682126546,-2.45984344507703,-2.97067241487453,0.867730669548155,-2.22477027283553,-2.77549915203634,-2.81782130704857,-0.655672347864986,0.794944306904497,1.95676313710912,-1.99074733531748,-2.82341874264512,-2.25011407648365,-0.40137046274992,0.576280421311159,-0.633016194790265,1.79645060535133,-1.36290694555486,3.63531577035616,-0.326697357549667,-5.63443110190548,2.88946876746416,0.32917320615172,0.325277571724315,1,0.251619280970577,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Bifidobacteriaceae; g__Bifidobacterium",5.02752323350251,4.78406896345496,5.23861109792726,5.4055827890078,4.53559427385456,5.09522384736439,5.11726932638,3.24941114517356,4.69099612209021,5.31523743837698,6.0150205076093,5.99425382671422,5.95954820764522,4.21848109371137,4.67604683690103,4.98065144380733,4.54471120432034,5.54585816277073,5.45053107761314,4.82683379392814,4.32511676208674,6.17490744306202,4.55322246756179,0.32411027482827,1.03945340926086,0.274636160057416,-3.35204948947576,4.08175425642781,0.371875027899035,0.550695436595817,1,0.38212383833272,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Bifidobacteriaceae; g__Galliscardovia",-2.54723152266231,-2.27224782584506,-2.83818540451127,-3.24206510671416,-2.91206347073707,-2.89559952367368,-2.99076838619875,-2.58061510751978,-3.1079601051689,-2.748919519359,-2.16227226587384,-2.88041595256842,-3.19211941319211,-2.71542228313033,-0.149498175947569,-2.67114461681548,-1.45328163753624,-2.84564785867545,-1.96007161387608,-2.93791195306468,-2.89110179480034,-2.78718243406031,-2.71209343865273,-0.675141121607085,4.16576358389179,-0.144547304244614,-3.89251982687,3.66550730390872,0.43281251392068,0.618044551126796,1,0.570762502300331,0.993761710264709
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Brevibacteriaceae; g__Brevibacterium",-1.88000490783204,-1.26138059370257,-2.57523286257586,-2.84799851277129,-2.88665024352539,-2.85100299855602,-3.26569382968041,-2.73256691825113,-2.90698558064299,-2.62778163228397,1.91310125548498,-3.12281753002833,-3.77813750910143,-0.418786736604225,-2.91161444396575,1.26865023859165,-1.94179476527349,-3.01392024567792,-1.76066463152189,-3.17369085166481,-3.17301312466163,-0.453889820737839,0.438961386174098,-1.25540807964011,4.38527696670963,-0.23796192527936,-3.95772748829695,3.44397923671652,0.382812525227629,0.476526084840281,1,0.427087618264089,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Cellulomonadaceae; g__Actinotalea",3.68650256945587,3.03859153371941,4.24950582809667,4.659640986274,2.66076825937052,4.15262308304128,4.24518183881541,2.37590287401069,2.52042425804711,3.95141763216115,5.40081402792429,5.46728872160067,5.05696210208492,2.28761629309974,2.90758888125299,2.74271537110415,3.3404004227609,4.69533416088758,4.56444040235768,1.40493556712102,1.82043076459338,5.07781442474775,3.14407797459589,0.876034555942306,1.92298315982684,0.436809668740847,-2.2634873508556,5.64748605381362,0.318252772582358,0.178032131841596,1,0.20271702948754,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Cellulomonadaceae; g__Cellulomonas",-2.51137495937677,-2.40974291874945,-2.63944914328224,-2.35718282902922,-3.46890502951212,-2.95643134747145,-0.566258270158452,-2.63268475263626,-3.61182924088542,-3.49239744741901,-2.47425720378261,-2.79288015280322,-2.99184635232899,-2.94223586135339,-2.43812987630056,-2.52691014001741,-2.02400360488808,0.252215845417982,-2.08805545555158,-2.84912092940369,-3.02793092304505,-2.86728983484857,-2.94720808082681,-0.165252849138664,4.39179882841911,-0.0323865739013608,-4.94856621854653,3.44277346802571,0.482059286014651,0.677984181725532,1,0.65892506535647,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Cellulomonadaceae; g__Flavimobilis",-2.49519345062939,-2.72691528231289,-2.25017517206853,-2.29854366928753,-3.04855594346617,-2.83820612653622,-3.59954793868742,-2.44654359611851,-2.31945527018817,-2.76580472571349,-1.95018125894191,-2.50485556573093,3.62897156835751,-3.39562394772507,-2.8579765608433,-2.75255801456465,-2.10243801809584,-2.75730155455835,-1.73398847499402,-3.12758786375323,-3.25541417457799,-2.63257231044678,-2.71541637516717,0.694538463007209,4.50040482847394,0.137646414258886,-3.97816642713879,4.54619784594209,0.431250014256752,0.592692884654397,1,0.629683880361125,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Cellulomonadaceae; g__Sanguibacter",-1.69461121428725,-1.39947712867358,-2.06192884425431,-2.28380133475006,-2.7518865692945,-3.07017287353317,-3.97101448837308,-2.42036121609506,-2.66351680862181,1.01714250271501,2.44260290132781,-2.68357851082404,-2.9907253447973,-2.9146612809484,-2.84571724363296,-2.60305433612854,-2.30842717383948,-2.12148715996999,2.12833472415796,-2.96289440836754,-2.8672203576933,1.70873714748639,1.06126766712381,-0.569645309234339,4.86500975233494,-0.111901217968226,-4.31931313626748,2.8059946733633,0.445312511260904,0.629659294127575,1,0.604666594048367,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Dermabacteraceae; g__Brachybacterium",-1.34566768357012,-1.36426082659009,-1.33299974155099,-0.528537922700686,-3.02255909645533,-2.96918756864227,-3.16757241189391,-2.61252680360566,-3.04472344082309,-2.91433246029286,1.82479539383003,1.43120859768359,-0.0584222896388038,-0.681700259804254,-2.36653659440116,-3.0222718432718,-1.28838466512618,0.287835395844615,-1.82314545166429,-2.77887238100123,-2.46494494959257,0.501009575020477,-1.9753346744205,0.245515484493366,4.17468441010654,0.0570523948381341,-3.96893967189093,4.06498528702861,0.471138851426896,0.727614965041837,1,0.756458010835913,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Dermatophilaceae; g__Kytococcus",-2.47311612650277,-2.47270433485367,-2.47828646407504,-3.04369527932577,-2.97229046783882,-2.92318548577154,0.0297340039660607,-2.35109602810019,-2.47199929151583,-2.81228428951647,-2.07746017765613,-2.6611395160363,-3.87161720401595,-2.99855662393612,-2.39499546643357,-2.4075485478414,-1.64571199085093,-2.30253609787431,-1.78771368778849,-2.99312432423515,-2.81797262765916,-2.72024429055854,-2.82017179752702,0.0753006582117841,4.46056443012731,0.0157836667975493,-3.32489719613445,4.07704730778325,0.490625001908018,0.724449569587929,1,0.725656152574206,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Dermatophilaceae; g__Piscicoccus",-2.53388985487392,-2.27514443651004,-2.7711503475266,-2.87425909056799,-3.01836478895721,-3.1544519855377,-3.01513467288611,-2.53467019001751,-2.42114214894328,-2.32472829216744,-2.13377275134563,-2.63455791459032,-3.20699213461708,0.34951934301508,-2.18638571014561,-3.01395939851284,-1.80979737976509,-3.21043741244232,-2.19637862185882,-2.64439526552494,-2.74062338219908,-2.66048782846412,-2.69411118296112,-0.450233416997891,4.21046405889021,-0.0902424439075994,-3.76261155122409,3.21089825055726,0.450858044385367,0.6526741620614,1,0.609212877389638,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Agrococcus",-2.20160574184565,-1.95755600762796,-2.40030916538184,-2.6830459639771,-2.94565329123801,0.559153646463091,-3.15563919236993,-2.26289057203495,-3.11089239164672,-2.67328936965631,-2.15369121456353,-2.6825798221906,-3.25210185146256,-2.55990256662458,-2.21599560789381,-2.86223638445403,-1.7827176719146,-2.80644134629602,1.68551054734879,-2.75761267205395,-0.350803987659582,-2.43187356560719,-3.08976856147863,-0.489692695065681,4.16983916719786,-0.104150884025306,-4.69713749699968,3.78195018811395,0.453978168540086,0.602733323301614,1,0.611980040567018,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Agromyces_B",2.61012020485119,2.56739741190158,2.66557097160791,2.91488182892182,3.45761431341005,5.97709388202864,1.42816139217585,2.75694994596601,1.34766071476225,5.44131699215542,2.60377286945613,1.46008397036182,2.11489265729777,3.689418701857,1.07245720947902,2.34338065689319,0.464189387818585,2.88502413883208,0.467753767003039,1.77960276015969,2.83698058584461,4.91652856380184,4.33876413679792,0.300769766429596,2.58167991062112,0.111864121385839,-2.59834687687551,4.39775637450597,0.455538230618297,0.541494934188301,1,0.71238763896707,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Clavibacter",-1.97840871882566,-1.9714344980647,-1.99836185028355,-3.21288092481489,-2.86565839931562,-3.24268367125119,-3.37181345330812,0.613615660974144,-2.30440271896324,-2.43575543562689,-2.24640714828253,-2.62243701502495,0.657386670822529,-3.47602634199428,-2.52236517185345,-2.84024848671604,-2.55569084462557,-2.53845932679409,0.744025856937732,-2.76046257244354,-2.5761037100525,0.368702210345157,-2.88846471286203,-0.00309388989596648,4.30355988319733,-0.0019025304242809,-4.53115854310309,4.07332443434511,0.499219968956955,0.757032976652731,1,0.775532915710451,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Compostimonas",-2.49633413078174,-2.25442021361264,-2.75929579521029,-2.42885056070111,-2.66917367904577,-2.46962139818414,-3.85769733106268,-2.49964478707053,-2.66183340237957,-2.35883477176497,-2.02728957203167,-2.83999791354712,-3.03188062928828,-3.0166216264157,-2.59609107137288,-2.59107960906864,-2.24892327373217,-2.74852665139677,-1.26816428860258,-2.56403095553476,-2.69062314784389,-0.405171569857892,-2.66399370930994,-0.486676351470491,4.04621010398422,-0.093014679389785,-5.12362402609893,3.82724668416986,0.443750011590777,0.642740014030671,1,0.603394138755981,0.993650916614346
