"","rab.all","rab.win.BSH- VEHICLE","rab.win.BSH+ VEHICLE","rab.sample.41L","rab.sample.41N","rab.sample.42L","rab.sample.42N","rab.sample.43L","rab.sample.43N","rab.sample.44L","rab.sample.44N","rab.sample.45L","rab.sample.45N","rab.sample.51L","rab.sample.51N","rab.sample.52L","rab.sample.52N","rab.sample.53L","rab.sample.53N","rab.sample.54L","rab.sample.54N","rab.sample.55L","rab.sample.55N","diff.btw","diff.win","effect","effect.low","effect.high","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
"d__Archaea; p__Halobacteriota; c__Halobacteria; o__Halobacteriales; f__Natrialbaceae; g__Halobiforma",14.6384669376233,15.1615357624065,14.3806181283259,14.5112956138082,14.0218921681991,15.6319199316208,15.4468154151551,9.09945093150624,16.0433115608981,15.7123152077945,14.9252844495623,12.6584581038947,15.4471437886927,14.3664863573788,14.2978682945642,17.8714728049347,12.6786504395148,15.5903629314358,9.28057694791882,17.2559293665888,14.3107882269894,14.3713548625301,14.7358204632896,-0.100249627619096,3.00526132305122,-0.0263509898153424,-6.29217982303251,7.89473430437024,0.473437505419445,0.901703247629533,1,0.795931525904436,1
"d__Archaea; p__Halobacteriota; c__Halobacteria; o__Halobacteriales; f__Natrialbaceae; g__Natronorubrum",14.6326723771106,15.1508693809352,14.3718340451632,14.5066912461316,14.0153666959531,15.6273216997663,15.4372390863877,9.09328986593443,16.0337536776935,15.7045837272447,14.9170283635678,12.6455063380619,15.4358397702187,14.3564434212677,14.2880645095643,17.8616197259666,12.661734618119,15.5822525203068,9.27866070235161,17.2454544280659,14.3040012460777,14.3576352097716,14.7265023062771,-0.147321628029143,2.97320094356418,-0.0419152319022718,-5.87217225888618,6.02188993015365,0.468750006382756,0.902349924309754,1,0.791896389697764,1
"d__Archaea; p__Halobacteriota; c__Methanosarcinia; o__Methanosarcinales; f__Methanosarcinaceae; g__Methanosarcina",-1.26454514388227,-1.76506751991325,-0.765246106145407,-2.97549983619678,-2.44630560258211,-2.26861978891285,2.25449912676777,-2.55388126346742,-0.458921140438484,-3.02373394655038,-0.929492179178974,-3.17124350983038,-2.68215114310979,-2.58452493285169,-2.89968412054424,-0.383385916518762,1.87155190135562,0.563670377154352,-2.84303382706626,-0.798188652654037,-2.27430556671933,-2.8388077058703,2.40140657664566,1.09234053081218,4.36852942196075,0.214239831278084,-3.01958920245642,4.3270177666828,0.386895499995569,0.545198364436272,1,0.486481409940679,1
"d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Methanomassiliicoccales; f__Methanomassiliicoccaceae; g__DTU008",7.58437252863283,7.69909460557958,7.35505386760361,6.36552674436258,8.52764646941306,7.07065447948779,7.87948510019983,6.65472621956484,7.7179779115444,6.32089117405795,7.83806729209449,7.7060904272792,8.08325801238838,7.4897119268324,8.58747380775048,8.14004078137404,7.02216628707104,5.98755043566344,7.81983255630921,8.25485150051471,6.51605931539783,7.16876661231518,6.60212527706304,-0.0432281251549753,1.24072546051529,-0.0408248140273929,-4.45055392509134,3.56699738985264,0.481250003820066,0.871360409207546,1,0.921976823486111,1
"d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Methanomassiliicoccales; f__Methanomethylophilaceae; g__Methanomethylophilus",-2.50338791772701,-2.38165833727874,-2.65343976392532,-2.83540681474651,-0.226722914287183,-2.63102684348519,-3.39326844664349,-2.32558908434693,-2.74983008638197,-2.62462232496568,-2.59975451612044,-2.75837882411462,-2.72153517905796,-3.04420901481195,-2.86610083186292,-3.10542790962318,-2.96647644158842,-2.02328944752886,-2.50260121430284,-2.89111219120904,-2.25094339750853,-2.04221800804033,-3.15301859773663,-0.220942023299116,4.37958578720363,-0.0526277882522514,-4.53678319787132,3.78401533385358,0.471875005740203,0.721148247778688,1,0.723932257274459,1
"d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Nitrosocosmicus",-2.63134897130423,-2.42034479852045,-2.81486405506493,-2.90866654546551,-2.62160790811105,0.857928553041146,-2.50264217682259,-2.66901888331491,-2.88938206242085,-1.98711589286099,-3.26239779111882,-3.07188327334802,-2.68848872598738,-2.45382839463015,-2.73895758849747,-2.64103559470635,-3.36882538767328,-3.04198570595886,-2.54598039600475,-2.65350507503238,-2.29220187937926,-2.88164623845394,-3.5505723924992,-0.47824322766089,4.39019335723496,-0.0862379547697749,-4.82421294635595,3.59349542195832,0.453125009621297,0.623131713463103,1,0.638786088137868,0.999291341134942
"d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae; g__Acidobacterium",-2.46154437325664,-2.36881121646261,-2.54561468826569,-2.90845301477786,-2.51733058303777,-2.95278558928488,-2.5816680811411,-2.56276146284122,-2.42227745662144,-2.29582336946089,-0.947762395316587,-2.60684742878616,-2.52991239209143,-2.41495620897546,-2.65695566488244,-2.42732717129132,-2.7163527400414,-2.5309798281185,-2.119665793123,-2.73870457645868,-2.44446207163326,-2.25600012713375,-2.91741643761978,-0.0388800228364214,3.94377698938792,-0.00784873971632656,-4.39281157412874,3.83811176021218,0.494539782698815,0.734876240424264,0.995914130316402,0.731095167409989,0.993671213654766
"d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Holophagales; f__Holophagaceae; g__Holophaga",-2.43431427817843,-2.5953602015408,-2.2139694065869,-2.43811346409235,-2.33144999579755,-2.37836749907276,-2.93065171066388,-2.34634052402639,-2.59295840608045,-2.53000595014301,-2.84451776421853,-2.86460333057266,-3.56235988939071,-1.99634930375389,-0.594853624543399,-2.55747119659831,-3.09851434704507,-1.98556774808846,-2.26988528355638,-2.44412775915918,-2.12605452038052,-2.8629347426364,-3.55243566290573,0.225217173025403,4.25406207249048,0.0610543080630474,-4.45766070175144,4.71136791665245,0.466458665179807,0.687566136251714,1,0.675398904501072,1
"d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__UBA5704; f__UBA5704; g__SZUA-115",-2.2616942058334,-2.24909787208646,-2.29437988861883,-2.62904991409287,-2.34703916389105,-2.29944176376418,-2.29074484889015,-2.47960140569447,-3.02713389208527,-1.8666604544535,-3.24672116722932,-3.29219525155397,0.0925520279102656,-2.38394330484106,0.472441993567855,-3.22011312945881,-3.86509944447915,-2.34571137352863,-2.19023028124101,-2.49558404655767,-1.97806810211867,-2.97094766372581,-2.58136734849763,-0.0213600198602144,4.22906993751722,-0.00547534410133004,-3.52919852132911,3.96865688627235,0.499219968956955,0.788778365344117,1,0.777637380518089,1
"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Fen-336; f__Fen-336; g__WYBL01",-1.35833999619897,-0.084355812400716,-2.46068550492997,1.14765558963341,-2.23849778320866,-2.83730330193999,0.498928673383974,-2.92193521945268,1.11398577105872,0.862603061263398,0.157751105608771,-2.85083999095043,0.206571489123924,-0.840222871589459,-2.59731908842238,-2.54372983440246,-3.24689226612404,-2.52226592528197,-2.76037018265156,-2.64291132070758,-2.34198450820526,-2.56138693854035,-2.65925927815523,-2.09508447205836,3.60528502557687,-0.510423031371968,-6.50254783625905,2.93010872779799,0.246875069245073,0.213864706519539,0.995827958385383,0.142908755331356,0.994042142068458
"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__UBA823; g__UBA11600",-2.0230066851429,-1.77073462917603,-2.27813757656949,-0.505167247094038,-2.3130431080433,-2.82613628000186,-2.78629732813065,-2.02957332751366,-0.115897429908184,-2.38385433895338,-0.723007692964135,-3.37320747793983,-2.85615913860962,-2.43527701040224,0.559998666314751,-2.46899930328796,-3.21561205092229,-2.70672891395053,-2.29900953645232,-3.1338492023301,-1.91554311417187,-2.51632122517821,-3.14131502968146,-0.371945509334489,3.91576599492872,-0.0745759647362418,-4.12929691881063,3.81554482532286,0.450858044385367,0.671314482924168,1,0.66194780210115,1
