"","rab.all","rab.win.BSH- LETROZOLE","rab.win.BSH- VEHICLE","rab.sample.41L","rab.sample.41N","rab.sample.42L","rab.sample.42N","rab.sample.43L","rab.sample.43N","rab.sample.44L","rab.sample.44N","rab.sample.45L","rab.sample.45N","rab.sample.46L","rab.sample.46N","rab.sample.47L","rab.sample.47N","rab.sample.48L","rab.sample.48N","rab.sample.49L","rab.sample.49N","rab.sample.50L","rab.sample.50N","diff.btw","diff.win","effect","effect.low","effect.high","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
"K00073",-3.25508340476035,-3.32093218918425,-3.19243974842164,-1.91538792744965,-4.92092560199828,-5.22241886110148,-0.764024079596256,-5.73946134159978,-0.313852749926729,-2.24367674456206,-5.05923106040917,-5.07567343866476,-4.5498544022472,-3.61586183515785,-1.17995953784753,-4.36750686887137,2.58258613790665,-4.36088222532317,-4.75103310847999,-5.07706872343439,-5.34892990140742,-0.625156336102577,-4.7639935609101,-0.0451221008890315,5.01201679139498,-0.00842874242865671,-3.44925070075915,3.66384921483803,0.494539782698815,0.739740164240647,0.999204000909453,0.774298263655849,0.998766577152751
"K00074",4.78950279877185,5.04313632790329,4.72207530181526,4.65776693618064,5.63937330704573,3.48661879476799,3.00508066798077,4.75735272768437,4.86241351829424,3.7772137744053,5.84715826792266,4.59398656837323,5.82606871598567,4.77643289244673,5.66560470501036,6.06658847171975,1.46885659111969,3.79143309649988,5.89044816484318,5.70147897955236,5.16731206192708,4.66623908574699,4.60632125284888,-0.195787127606118,1.41061037265908,-0.121243138009873,-4.1151266275909,5.09480708949254,0.412500018364311,0.802003306906219,1,0.516953018440538,1
"K00075",6.193986182327,6.056901490983,6.30311901661748,7.26714148150061,6.1485448523035,6.52688776062574,4.96336841621045,7.94057171226319,6.23069707519396,6.82752615498383,6.32768286090773,6.2667613541143,5.55573562821269,5.69799720252287,6.44418394069976,6.14404161321603,2.35721964913021,6.10261647006114,5.43920319701064,6.2356591607982,6.6902580358047,5.4513775905347,6.03584563472422,0.437619487824132,1.1096428558763,0.294278096849352,-2.3604686174331,9.49582058077625,0.290625051655215,0.134937340812558,0.768471351821823,0.127182439271255,0.681481055791735
"K00076",-0.627835081993684,-0.599425237644788,-0.682662754497667,1.19344904904829,1.20381981489645,-4.97826549143203,-0.193849127568219,-5.74449796539645,-1.5622659086958,-2.22741973121575,-0.732723720331917,-0.167766673461225,-0.350320751460915,-1.4537115190567,-1.52073066965532,0.414411900260879,0.404464941858614,-4.46157082624114,0.207687188687196,-0.709755241171196,-5.23395739846641,-0.553626997071822,0.0732370471393171,0.0662654291867142,3.31478746559751,0.0123922425622049,-5.07492461735419,6.09220719562144,0.491419658527015,0.828063951451337,0.998959568587391,0.864492137603109,1
"K00077",3.29192481806523,3.23504818916023,3.59764175194768,3.88015133384566,3.24686805675663,5.10560511338023,2.72772107730682,4.1816330358181,2.24016562764902,3.01775994854256,2.27090407930723,4.40625925422144,3.9661782837919,2.07551158987489,3.13563295010691,3.26249386336756,1.41040084361473,4.77204375047062,3.24493326326172,2.51207460839854,3.67808994690693,4.26682898146748,3.27510814260704,0.316026662811711,1.4324995722306,0.224867580718265,-2.84265380114079,4.057486757669,0.418750016978683,0.453229890336097,1,0.550968321055879,1
"K00078",4.30395067056603,4.23032995863943,4.33476643346187,4.67775634000947,5.15058223349862,0.101302536516945,2.95028386157264,4.83488822630831,3.09613761435356,3.83501153482794,5.04676402742761,4.40127775859347,4.25135487295677,3.92114166224768,4.71893825870707,5.63260646479301,1.65458725611079,-1.13015242839072,4.68783310842181,4.41591004625452,5.31313548743051,0.663492203742258,0.673449976721601,0.241278773325758,3.2245904351084,0.0841241090534946,-3.478615726556,6.19463236478703,0.439062512584682,0.400730640719655,1,0.754350755185217,1
"K00087",2.10060965151508,2.20554516632886,1.77993988922382,2.43083283831532,3.13882779365108,0.624593632353683,1.48744497248469,0.261018897958667,1.11445723797389,0.982972928007612,2.76361026390791,2.36040225173719,2.34279830176841,1.7399451745405,1.9456651526593,2.68592573807932,2.25913852502689,1.34839568427228,4.82385946643799,1.34633126282666,0.78399530333945,4.09593860195277,3.34357088190939,-0.629688591765095,1.78761421356806,-0.356444244924881,-5.73740821405913,1.95745942731737,0.368750028679017,0.238400459139567,1,0.350400409864903,1
"K00088",7.38558001684529,6.97225059539479,7.95181423958677,8.17430427839593,7.71208964308917,8.43792434652539,6.5845315893111,9.40071355628442,8.61153423410253,8.49478486803338,7.58694677927043,7.26785715567054,6.73104866859893,6.5167211493697,7.539341793,7.0804160131754,3.78305498234158,6.9608499142464,6.87894814576134,6.98115047630656,7.52365368342851,6.51364415620022,8.5351559672304,0.948630302692596,1.26783540564736,0.593984531379029,-1.63108392931383,10.0198667319287,0.220312582815416,0.0401750980941257,0.415332371022831,0.0404414301835935,0.385919634946782
"K00090",-4.57308873830598,-4.35746120986856,-4.72860458944438,-5.71349425367636,-4.2358418168594,-4.46179729458581,-0.284152241726317,-5.81374623986621,-5.81785058513521,-4.97837363627571,-5.32486003484888,-4.65981401507303,-4.83880201069356,-4.15768171303315,-5.39103005664992,-4.17912528872846,2.06677352859615,-4.59128090546,-4.34502674008193,-5.47377635158681,-4.98027617709022,-4.93795088754096,-4.47865383204023,-0.430093515483041,5.08165509130906,-0.0805581487470252,-3.94756425084881,3.29272969711953,0.454687509295184,0.642083874043293,0.997232099794958,0.655430253280002,0.996842580057152
"K00094",-4.4779760994216,-4.28511839440655,-4.68025807683664,-5.30854325836038,-4.06406731740908,-5.06464026193998,-1.51528577401408,-5.5374095100245,-5.20095499329024,-5.79611524816832,-5.45856914400497,-4.63026772619349,-4.65244155047796,-3.65952509295159,-5.22618080505064,-4.98332750284645,1.31755581750283,-4.77041607185256,-4.01569721219418,-4.58741773020991,-5.2802933938359,-4.73437098296201,-4.76748367285754,-0.631438494354553,4.71791467782552,-0.105809260350619,-5.36371614046823,3.10664728803682,0.447737920233054,0.633649422476795,0.997080444262176,0.661569600581307,0.992289756805836
"K00096",6.81659049401639,5.99883711521675,7.45230074818182,8.11440148630223,7.2006925375121,7.81588943118392,6.07305240813186,9.09269841907271,7.65753338868549,8.22895676907395,6.93180127223212,6.66654771316537,5.0585951335809,6.07991704079193,6.93235522752617,6.12883648298961,2.50860811802771,5.51286512325476,5.86844601837266,5.8886615082469,7.08724438759634,4.24955832360111,7.61927744454923,1.32084070306135,1.75546850979704,0.687736152697839,-1.31202671250313,8.82444942663303,0.190327714994814,0.023152568049562,0.399004295529524,0.0196073639015783,0.361368764638196
"K00097",-4.39142529400885,-4.42999310212681,-4.35838845507261,-5.36854961425572,-5.23078056104628,-4.71034635199747,-0.727066856957226,-5.68046567978149,-0.0922690344278596,-5.33101481347605,-5.6232059939033,-5.4200542587986,-4.55321885984185,-4.10073629461632,-5.39701446047532,-4.74601806854042,2.00446265026882,-4.85452144463428,-5.28235570848562,-4.90842588154251,-5.1164454444136,-4.62300346832467,-4.52733649166498,0.238824480021362,5.24163460356423,0.0406354954708591,-3.46496652873058,4.06808397184854,0.485179410184784,0.793536140419512,0.993695141983221,0.783432439271255,0.981750061543772
"K00099",6.56543996232488,6.13371235954665,7.00070184963537,7.27661155547473,6.67718261972948,7.48131191458891,5.7299685689508,8.37397228050877,7.39922469861974,7.70846200633278,6.62406072471074,6.50360340415757,5.95358412207184,6.03514717317641,6.7878177960871,6.33005311894983,3.32565921233828,6.12450118108419,5.73275235087212,6.10955772159402,6.7342367206962,5.955177599326,7.40245862364187,0.714573760396664,1.17628198397732,0.578875837009862,-1.58362926423018,9.97331751699396,0.241809743792111,0.0467689516037267,0.435736025900559,0.0750420487020719,0.501469159364142
"K00102",-5.04144579780703,-5.14333505873568,-4.89800927560048,-5.23711787772688,-1.27645345180909,-4.86669522259791,-6.90129160590483,-4.8821169489556,-5.59266697177242,-5.38247269015094,-4.76795640382147,-5.75640265408865,-4.1711690111495,-4.39341572861594,-5.37848411862234,-4.76345874263345,-10.1445030028996,-4.43871960233369,-4.07553261031966,-4.9706575273685,-5.32161850850139,-4.34165161771065,-4.77898069848413,0.275996709814173,4.82466761274257,0.0473863819691596,-3.54942319214706,4.60525593269308,0.478125004459011,0.659319189831261,0.969912684265668,0.720278789998701,0.974680258354327
