"","rab.all","rab.win.BSH- VEHICLE","rab.win.BSH+ VEHICLE","rab.sample.41L","rab.sample.41N","rab.sample.42L","rab.sample.42N","rab.sample.43L","rab.sample.43N","rab.sample.44L","rab.sample.44N","rab.sample.45L","rab.sample.45N","rab.sample.51L","rab.sample.51N","rab.sample.52L","rab.sample.52N","rab.sample.53L","rab.sample.53N","rab.sample.54L","rab.sample.54N","rab.sample.55L","rab.sample.55N","diff.btw","diff.win","effect","effect.low","effect.high","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
"K00068",-0.917216191783099,-1.03595354945154,-0.757184545167251,-0.053226039698627,-4.71937626739039,0.968677051484729,-0.329377134997984,-1.86975882536779,-0.920007208924096,-5.44715760857312,-2.16250947376322,-1.09194028185081,-0.428006963673422,-0.818094475674084,0.409236455769422,0.730797018692607,0.0893467645501991,-5.09463319627437,-1.13012381048535,-5.61640125068497,-1.52946702845236,-2.26389874938587,-0.0931140251701921,0.242775566497228,3.15538721140746,0.0627670032313371,-4.9765391722353,5.89635948713023,0.452418106462437,0.833071420978639,1,0.755248222655827,1
"K00073",-3.27304149304888,-3.38745809902872,-3.18898107787902,-2.14322319126182,-4.92127015761466,-4.90999887933957,-0.847023361207814,-5.89816930804835,-0.44866299874916,-2.31425026408384,-5.585568411945,-4.9152577358903,-4.76154052658009,-4.86345016776163,-4.84718345741065,-5.1893496685101,-0.248717323484827,0.388586438698642,-5.31249348689985,-2.04778397621243,-4.88000400443871,-4.57938892401477,0.619139853006823,0.626715943534938,4.71053899833293,0.122391615835554,-3.47474702234834,3.94638969830216,0.43281251392068,0.709793752161576,1,0.640690457955357,1
"K00074",4.54492697371101,4.61219545713685,4.46526181308672,4.55907604512375,5.53478651156849,3.38649742435974,2.88535226781392,4.64331709481349,4.75261196043059,3.64973885032482,5.71806132933404,4.48132299001045,5.73348590744268,5.25715655570965,5.94522243637405,5.68424493074628,1.37104843343904,4.47284086377812,5.72026371378345,4.45354306526233,2.45919794643307,2.13286092580932,0.69914549260686,-0.292286192397275,2.21522994939163,-0.157841397431176,-6.45654156509011,2.69682071483976,0.429017175379004,0.325657266701216,1,0.577238865043625,1
"K00075",6.13937398726596,6.17671170045014,6.06678845188038,7.14918041081447,6.05672064931187,6.42931701972654,4.80895545176945,7.81241531869894,6.10552774516039,6.70246760138606,6.19585794705993,6.13456298713151,5.45590128403493,6.27023492435414,6.09032938037877,6.03884067267676,5.30371190539463,5.94701976121554,6.29991494259567,5.05219578578092,7.31711866461739,6.37771157092293,4.99380335763459,-0.209292595673962,1.14216645570026,-0.19699182320134,-4.82829477282037,3.48887153266503,0.390015624064837,0.379892720126808,1,0.427081106296954,1
"K00076",-1.02687721079506,-0.701735954845886,-1.23790225074578,1.06758913714838,1.16194023414451,-4.95471147631849,-0.315078640236386,-5.47209179941965,-1.7957949423069,-2.32911911533854,-0.647857579106136,-0.241268898416884,-0.317731148117115,-1.90585063693044,-0.81002003365219,-4.84476722432582,-0.992088361391717,-1.99010456953339,-1.51327796475752,-0.835448972150694,-4.60467611046643,-0.225292065735639,-0.0277016079912027,-0.532864045688329,2.84929383153852,-0.155871737045451,-5.42531383037335,4.71122004644035,0.404687520122571,0.694346051082047,1,0.50200374074455,1
"K00077",3.17171976421097,3.48997720687624,3.10653084552024,3.75476341744194,3.13256746733278,4.99082885028693,2.5676825798802,4.05872064369258,2.13187631258854,2.87122251306904,2.13671664050077,4.30121077624241,3.84199805110684,2.98499466933272,2.71725059700444,3.02173259725549,2.69192808292326,3.06259316492697,2.62545563623905,3.53219896909905,5.43504366952988,5.3921446102903,3.95594858362699,0.108593005544004,1.48372034247525,0.0732501548208729,-3.70430744178352,4.30900392963688,0.467187506704589,0.738149745810474,1,0.798095613268311,1
"K00078",4.22419802454675,4.20849857432945,4.23797551655112,4.5579733534184,5.0653662999283,-0.0426124678603248,2.81858841540399,4.7011027906058,2.92713662562614,3.70480615446305,4.94254097033179,4.26218365190879,4.15173775422259,5.43563040177968,5.16563625882091,5.28416695663443,-0.617333936273759,4.21122712878185,5.25178756977972,4.25271519224928,-0.311816900921064,-1.7124352733307,-1.8431040358282,0.0315609100953758,4.33678712905194,0.00743309472090378,-10.8239768662976,4.92521523288688,0.495312500953757,0.309512576505143,1,0.922010482744809,1
"K00087",1.48580623297132,1.68672516547477,1.36929101875942,2.275177561151,3.04927426292412,0.566051388026493,1.35823474462634,0.0748283649187584,0.994042056564185,0.852072238813706,2.60870835874792,2.25132817472894,2.2022136125021,0.858078940672735,2.85717128865113,2.5469009569874,0.835936237047935,1.58893960937126,1.02021032892287,2.15735475709392,0.406782193005679,1.8117808771493,0.817982752507018,-0.139233474999799,1.43356972087779,-0.0944944743491228,-3.45788056616744,3.43853495654957,0.458658354776321,0.734583640678525,1,0.735880194689212,1
"K00088",7.35770153750103,7.86109613012782,7.07808131430762,8.05417348516031,7.6089226452435,8.34807279284251,6.43694372867476,9.28318633776189,8.48363780597152,8.36204957239223,7.4657170179179,7.14470850673441,6.63675098154456,7.25146817437482,7.11035633331016,7.46034051421712,6.37461981837179,7.04192672302304,7.78327078550856,6.12236858239219,8.29608476056919,7.00170604912354,5.57934999779146,-0.805436114613114,1.21518079932202,-0.613221712123992,-6.1228715878012,1.84887088424849,0.243369805453597,0.054928675519836,1,0.0557865847387906,0.999581340841123
"K00090",-4.12464729875873,-4.8856569383103,-2.96440190388452,-5.47764473356643,-5.27663779907118,-4.95801959527164,-0.413663511315718,-5.21663365780385,-5.80252536272208,-5.38079068577319,-5.53215654891166,-5.48096582681714,-4.25225534667141,-5.14567691106232,-5.36098918553994,-5.13960585039664,-0.63121627233188,0.32460176426572,-4.8408430167746,0.0885388466769648,-5.2260254708577,-4.69342050225911,-0.797222387988843,1.90065671743406,5.02844948697653,0.351959314253099,-3.7063903724016,4.91181696447218,0.332812538296103,0.312863576411351,1,0.25866463741367,1
"K00094",-4.65486250591702,-5.02406798717249,-4.25495735000454,-5.79569265251716,-4.63766672090087,-4.41489748857047,-1.62024338920553,-5.85819277335399,-5.53275433594186,-5.74713557955119,-5.61729283692006,-5.42220185194631,-4.84131690291438,-5.17691074947028,-4.81655302424021,-4.61827091888076,-0.905939450001578,-5.19350396538023,-5.28782589208912,-5.53192963100691,-4.42096028534335,-4.6367193263444,-0.988813657285136,0.932469043987128,4.52758104976228,0.180412598231565,-3.75774295840943,4.35378765666382,0.414976616821549,0.595318415510473,1,0.529820834641365,1
"K00096",6.70150613427287,7.33425342301623,6.22334108261272,7.99475540273985,7.09561276408526,7.71267519967488,5.91830800624626,8.97245214720181,7.53964758152347,8.10456216041207,6.80978743503258,6.55714597178542,4.95393397943754,6.683687664943,5.68243012138155,6.48348200396354,6.11221939527505,6.73064225743104,7.06096168095481,5.42942651703319,7.56770245044002,5.90827578690232,5.14175485853566,-0.988780751512652,1.38941439241384,-0.656303487748849,-4.75948157918226,1.6461464666522,0.254290237306813,0.0629779061100028,1,0.0604718182359436,0.999581340841123
"K00097",-4.04343942928326,-4.42259941779234,-3.64185735074233,-5.46568602239932,-4.79357683176886,-4.45228428945195,-0.992537542018199,-5.89427417392364,-0.26246203506088,-5.99169301644542,-5.88085204262588,-5.34146376945012,-4.08205077895878,-5.15462282132924,-4.70400913010667,-5.1716138705341,-0.494419261942641,-5.36507449395773,-4.5318540290557,0.108520066146889,-4.59026056632348,-4.80204356502372,-0.843280631304981,0.539428543634886,5.09118768761962,0.101353583593899,-2.80875592767547,4.38820840691663,0.438377547792193,0.626918045098182,1,0.603396337602026,1
"K00099",6.61476198686955,6.87902480148402,6.38329500829685,7.16134159042401,6.57284944022889,7.37076400708866,5.58408446081607,8.24955560804162,7.26333730293187,7.58556785032109,6.51212409198332,6.38846820324854,5.85122514910363,6.64491622836841,6.18099559753787,6.80700056471636,5.35331885395305,6.11941260447172,6.79524447925362,5.27436489226948,7.56935617437046,6.74692753323571,5.22380355776988,-0.560622460753239,1.23590696446706,-0.446559463220854,-9.356677533482,2.01153309075811,0.326053082258697,0.121788094624014,1,0.192100831637403,1
"K00102",-5.4099150932466,-5.17902498490069,-5.60323437511315,-5.42606054274881,-1.49117057932802,-4.9063859458049,-6.87443974207305,-5.87558051075507,-5.62406670255945,-5.77336276407185,-5.39891844201099,-5.02424502170344,-4.75064886118622,-5.30461892073849,-4.77559365851376,-4.84589274662701,-7.83662012691289,-5.7195586238053,-5.29193401985781,-6.14850177193898,-4.00366581273798,-4.6383994716824,-7.00624494771032,-0.606009053398733,4.65521739859039,-0.106290355612771,-4.30273705036804,3.73439412787537,0.440625012252645,0.649808461645412,1,0.669523672438243,1
"K00104",0.366463641111523,0.202211786854821,0.434538736025849,-0.666831745749127,-4.51831865261848,-0.0831323226813421,0.358374291221622,2.175553425018,0.752781708959482,1.91376022629048,-3.04523581947239,2.66203864039853,-4.60098826950292,0.58707610589709,-0.160497430357166,-0.405069143542184,0.419959970626217,0.777611039044441,-4.79822789866779,0.276173909460887,5.18256688969196,1.8028613593176,0.487079965892956,0.426683058509553,3.92947341520687,0.118092864372808,-3.58809129050023,6.79144637642059,0.437500012917482,0.485378087210499,1,0.64789835986382,1
