"","rab.all","rab.win.BSH- VEHICLE","rab.win.BSH+ LETROZOLE","rab.sample.41L","rab.sample.41N","rab.sample.42L","rab.sample.42N","rab.sample.43L","rab.sample.43N","rab.sample.44L","rab.sample.44N","rab.sample.45L","rab.sample.45N","rab.sample.56L","rab.sample.56N","rab.sample.57L","rab.sample.57N","rab.sample.58L","rab.sample.58N","rab.sample.59L","rab.sample.59N","rab.sample.60L","rab.sample.60N","diff.btw","diff.win","effect","effect.low","effect.high","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
"K01811: xylS; yicI",7.45343834514281,7.52767945762811,7.38502914600316,7.7383755728295,8.37503107052137,6.54131406431445,6.02769023312047,8.16436881539088,6.56886932831591,6.74520307351127,8.11464426222398,7.59679512097693,7.44338321898225,5.12451618900078,5.02870935530815,7.29117144151949,8.43693153607757,6.3683993209594,6.59051796840623,8.23159841974849,8.68044039082308,7.46020444833445,8.07505626800773,-0.0364432824120469,1.60968723912603,-0.0208903594101586,-6.44641475616668,3.12863472622244,0.489859596441259,0.685296354693501,1,0.903273861877287,1
"K01812: uxaC",6.1899421534068,6.52553148595326,5.9533521302008,6.89967783655228,6.54943760569531,6.77526084585716,5.1335827010398,7.83696102575365,6.50611421539324,7.12059004113887,6.30406257874028,6.06117073111432,5.36709502256184,5.6300788146835,6.2508177870518,5.81643281037462,5.66314637141169,6.15936982627846,5.43503536250946,5.65516997901961,6.08461089705529,6.63561769189575,6.24828102058246,-0.555894408514559,0.887113189409357,-0.550256491385839,-7.90642200717378,2.43701220433386,0.276131102030352,0.103291532759166,0.999501241736502,0.101496957473641,0.974813442815189
"K01813: rhaA",2.19301651608834,2.05133685915949,2.36706093754153,3.48668395095151,1.73886676795058,3.66618689358241,1.73948552124172,3.84219972550153,2.1212518868989,1.60412333458556,0.0922138197369442,3.26087582899807,1.66043166264475,2.35816792413486,1.59746533511407,2.37356467627791,0.836128057833072,3.4519160799996,2.86550188190701,-0.152221281086092,1.26072637661211,4.91604537545306,3.63485525527616,-0.0668984712353291,2.00791028199882,-0.0315142027204609,-3.70357686900614,3.94246240066615,0.485179410184784,0.920678274077555,1,0.911383882661456,1
"K01814: hisA",2.4147795398466,2.35147392414268,2.49413100584504,2.59680358206315,1.05286060849286,2.42748308159316,-0.0571599475662854,2.54817284799043,2.61036091956902,1.30073947232515,2.3958943920609,2.12066770553829,2.68881340674304,2.24222388058874,1.98927793225492,2.89888697886084,3.16327501417225,2.34045271131741,2.40476508002858,2.98571572027509,1.96806588973226,3.48980364393335,2.35338075552595,0.402891407821914,1.05349806110767,0.364384277123622,-1.84252372366694,7.52616430163795,0.335413453973971,0.116471504668687,1,0.226400546531642,1
"K01815: kduI",5.97341113352089,6.52441678993831,5.74221834085247,6.90797635102163,6.22747144205924,7.15153218454988,5.13394686352366,7.94063511648909,6.74168125833621,6.99988189331415,5.88522580201526,6.01472692912673,4.45473734415393,5.12798020656967,5.95647202413081,5.73723810882993,6.03970790966583,6.16077694622897,5.71421696036892,4.77305190475998,5.66600513283401,6.89601459731772,5.60704208691658,-0.679775720037076,1.11066897903155,-0.526128539695894,-7.9918396246125,2.35625517837271,0.28593755332507,0.144626419891381,1,0.104982889594925,0.974960873645118
"K01816: hyi; gip",-1.52571157843939,-1.52417821872192,-1.52721908278524,0.262249720359781,-4.76705236317132,-1.68858441539152,0.303144136636888,-1.68700874312945,-5.99529560995726,-1.58634303333781,-0.430027713037072,-1.10265854959872,-5.05353010709955,-4.46506397022236,-2.25989571466367,-1.87871910296354,0.766852768690301,-0.663629458250764,-4.14933712231441,-2.34393370313033,0.570672496156035,-5.95089312059871,1.80055536383378,0.358610168414931,4.0074087289491,0.0676155361601825,-5.20052542542577,5.19305474897978,0.465625007026818,0.758505972523006,1,0.750459305110524,1
"K01817: trpF",4.92549460660124,4.64093712301138,5.50242075597001,5.0457414154504,5.71097845526682,4.19963718584405,3.37541921104589,5.59155236617495,4.00607159147608,4.50828706327971,5.32411730548736,4.80347471393558,4.28823268334552,3.09086815986034,3.34886717524498,3.5655011398016,5.84693697165975,4.72224573657357,5.83108702123753,5.32776124082862,5.99243589876,5.6579979787911,5.78458989443627,0.378420583238362,1.40723881638031,0.228412999739507,-4.87885146509704,5.92358303025896,0.369734817735309,0.608624804171603,1,0.332199800006495,1
"K01818: fucI",3.91233816038,3.87375942749975,3.96506659013575,4.01599650462131,2.02306304272861,4.21584892276968,1.91948406914021,4.22898105969897,3.91796505644135,3.75588918265718,3.42852467234443,3.83964721190267,5.52652614033776,3.61678215847748,3.35113368990031,5.69084973344065,3.70873991981514,3.90439351489041,5.31648579704832,4.82594058792785,3.28169106353164,5.53850308859271,4.0088442587198,0.512370142090449,1.65275037207034,0.372302021993886,-2.05238741460615,7.51358208029879,0.389062523738901,0.177611360861003,1,0.415056462983611,1
"K01821: praC; xylH",3.25304634710689,3.35912984038108,3.03336843584107,4.00797435076267,3.80381817046504,3.35591892374211,1.36776640403171,4.43296156923109,3.42980738395225,3.31728058219347,3.27224621644476,2.5042940240203,3.17481268728358,2.85595371208768,3.63718367756739,2.84564426157614,2.71180989001554,2.75657765689095,0.938910468434456,3.27855278532088,3.04133519453569,3.46454642681887,4.63441886686054,-0.324508700835056,1.16389375930079,-0.214527567975753,-5.66024238207603,4.22819545542796,0.376562526743331,0.559297207085524,1,0.403914318073567,1
"K01823: idi; IDI",1.95567425817157,1.74665792566925,2.22465185671494,2.25007812503684,1.07584851001671,2.77549594202828,1.44410521420399,3.12317055375119,0.784899512605765,2.13074022923236,0.854942292225969,3.28016119414624,0.413770918111624,1.49117772305422,1.50328954282615,1.39246853866122,0.753600534059769,2.93758203856039,4.44453897254496,1.63440819073029,2.88021805370946,4.28712503362069,2.61192281533974,0.593841374913241,1.70398373339728,0.333865231993171,-2.34579928200256,5.57031451430599,0.382812525227629,0.298561680384906,1,0.367578302599104,1
"K01825: fadB",-4.09825495826129,-4.21323024237066,-4.06980389699051,-5.87323267539278,-5.17256339387858,-4.78656177496338,0.485730751350599,-6.09233249843106,0.128392582655156,0.0778334301778827,-5.88709410498253,-5.2267964680002,-5.04991310378892,-4.26195870269701,-4.40646466358862,-5.0209106433162,-4.23006877615642,-0.554621978321002,1.32415009581304,-5.23538676526332,-4.46950396930279,-5.3868329162672,-5.42672585094638,-0.251008249788129,5.40889427874471,-0.0386886246899556,-3.70938417391656,3.44615314968111,0.48750000254472,0.776423018566616,1,0.799028854272662,0.999703782007665
"K01834: PGAM; gpmA",1.96070088054224,1.3141267779599,2.1380626213739,2.50286165883404,0.360131758366329,1.55007201452328,0.387455788949252,3.03893312798517,1.00283779968278,2.35693655662444,-1.06241173839294,2.94956397439653,-2.51910544911302,2.11818983367965,-1.25356289478547,1.00791092839918,0.179933709493259,3.23598501644325,4.21095818660998,2.25481952781814,2.30860638610786,4.1150135442125,1.87662783468944,0.980981465023683,2.42202631140926,0.333928504283863,-2.37915414116214,6.05178160128906,0.356250031881158,0.282928452055696,1,0.310287199739115,1
"K01835: pgm",6.58911655827341,6.6025760149592,6.58591570370077,7.43138097732119,6.66959089335604,6.76834548481629,5.09303819935039,7.77349830039363,6.38974289189357,6.89335195813838,6.5457207701545,6.26866466684559,6.30732691169894,6.33400216387212,6.50288782597803,6.56804367518331,6.67473704825883,6.62887041732603,5.69240168874913,6.46231986960419,6.64672686251011,7.19412481374783,7.08448209149286,-0.00736645102250577,0.839816517740466,-0.00676206871444828,-4.77319444094064,5.45983753869042,0.496099844784822,0.886754425139397,1,0.899064424836,1
"K01838: pgmB",4.98139861390839,5.16870305318329,4.46565325863563,5.16127384207139,6.05551623980894,1.17529368500444,3.58713374829124,5.34624349485351,4.78233447660591,4.2884758772558,6.00365994001339,5.18298872241168,5.39844433718095,3.15895282661274,1.85897314026153,4.48255520059724,6.37133896312077,3.42711885879613,4.36543057152012,6.13613147668663,6.35992961739909,4.41032025121517,6.02123338712593,0.00908888029081378,1.97973491719518,0.00437278125724429,-7.12878667001521,5.80278522135929,0.499219968956955,0.934501320423305,1,0.9481385245946,1
"K01839: deoB",4.83235874354823,4.83736087229529,4.71806758154164,4.84880789357727,5.58101748554963,2.27729804061386,3.38997225026171,5.0115800021079,4.52963977926261,4.22678831150562,5.48302972290803,4.82500579320978,5.44693508245579,3.14937170676575,3.14329533723057,5.0205830510199,6.26037060606805,3.55552161873232,3.71484238054504,5.56586461182888,5.86199363352348,4.42597453450982,5.85275704926578,0.143906385973706,1.74133140840374,0.0850802148422526,-3.58537490988409,5.01482518562666,0.462500007672546,0.857131055357726,1,0.711991592965858,1
"K01840: manB",-4.51998521552474,-4.67688251520896,-4.36889122604465,-5.43339197756626,-2.36373076647001,-4.92537596298478,-1.79143240435781,-6.35812122861887,-5.54259150509521,-5.44872339422171,-5.95487943295349,-5.12184466854508,-4.20984274133185,-4.38963999948658,-4.5547847157888,-4.62492960842435,-4.38892444393375,-1.23094722168727,-4.36994062567443,-4.85335779761763,-4.65850880470228,-5.18573573495851,-5.31909359659095,0.44173229571115,4.39021053805384,0.0856766289563627,-3.87893727547959,3.77321054708409,0.453125009621297,0.737488820564363,1,0.717271276034337,1
"K01843: kamA",1.50101072444737,1.05390479549452,2.8315517637123,2.13093119379375,1.79389521066997,0.450610682780354,-2.17399701692678,-0.059539092376772,-0.0388197107832315,1.03262862667304,3.69003843201643,1.03727478574189,2.86064581719457,3.09351723177008,3.03011169137956,2.75459123979619,3.55053630557184,-0.0606548986104087,-4.5568193633025,0.940056295976197,3.41285841290762,-5.56056186171769,3.53736744159816,0.977217626747835,3.13738160325485,0.205706506250151,-5.86464217558888,5.90990908742008,0.394695810180191,0.892896780056753,1,0.422134886688389,1
"K01844: kamD",1.97494175322143,1.28584870384301,2.9892286850291,1.78100508892627,2.92115891747268,0.349675932485644,-1.60063213615296,1.19858532772511,0.746071257244044,0.568683290604659,3.52556080237363,1.38026767288957,3.34313143546849,3.63039218635091,3.06269312544884,2.94522885400402,3.76022939435798,-1.18899875968626,-0.209980123917601,2.21920628886699,3.44406218853733,-1.89038522405337,3.30898093983323,0.801418634701385,2.80787994294881,0.277972667328625,-4.28464036172659,7.98637809081385,0.382215313903708,0.578601435505783,1,0.366000799703393,1
"K01845: hemL",4.68896220590929,4.7171398429553,4.60318033229536,4.868630290634,5.62910629263198,2.93591514753694,3.27689986838712,5.47281608561223,4.29225605286481,4.550088088466,5.29465471927398,4.87572846739117,4.48118287205905,2.14762138298603,1.92424965982097,1.55530378366286,6.3728137509746,3.39554160084684,4.83474386339936,5.46690087703054,6.32517500134658,4.41663251016363,5.48840832352321,-0.0595848581436602,2.07824624661563,-0.0281191398800909,-4.55120093399804,2.96975720440517,0.475000005099006,0.567431276148464,1,0.909716311648877,1
"K01846: glmS; mutS; mamA",-5.13982906480192,-5.41163415470633,-4.93615465406894,-5.46029657353096,-4.71113538152894,-4.88917846132401,-7.38691981322901,-5.91163970693688,-5.90833278673474,-3.31609049122125,-5.58854063900037,-5.20183217083155,-5.29878415526355,-4.72251616217426,-4.66443173345115,-4.76337417144538,-4.11491363429158,-6.34367640561006,-4.67644675442674,-4.55133040660884,-5.12896872761969,-4.82282462234241,-5.58332143670771,0.301117588490046,4.2599065856576,0.0609080428882567,-3.66600111865462,4.3564718456778,0.462500007672546,0.655106476662794,1,0.63006605671805,0.998906917880619
"K01847: MUT",5.72060630793105,6.11804816547653,5.51047503868945,7.47988469815592,5.21803696384332,6.77240199852849,4.85712665308705,8.04305807792495,6.27720889064325,6.81796471009849,4.99955698080821,5.93907528635763,3.7277803724672,5.28766439918022,5.74203632456955,5.70695012203413,3.48473715552704,6.95778138365404,6.14466699558265,3.9412527887716,3.98715669746756,7.48475744333998,5.04384516769186,-0.71141843566467,1.87158455782854,-0.361081914490444,-4.58436043846826,2.34289468425979,0.371294879749891,0.29669037901794,1,0.389089106037152,1
"K01854: glf",4.21250509030593,4.21250509030593,4.20245710818562,4.1943721558682,5.09971373746057,2.80993168796173,2.35387356233686,4.60797211679763,3.8078719251052,3.24094166487872,4.97178049154298,4.24779214804853,4.84070009930891,2.9073647941951,2.41451664854912,4.81466797791587,5.37163119516333,2.21897181885518,2.96378918635684,4.99175056581708,5.19729563593986,3.56811460558843,4.96113976392348,0.0784459035785563,1.76303700601841,0.0420670566946115,-5.00704224146454,3.35561981219742,0.478125004459011,0.879596650007409,1,0.844899658197839,1
"K01856: catB",-3.0849925514545,-3.43872483562891,-2.56620333146919,-0.365578538737784,-5.02235818724053,-4.90695582180522,-4.30294227337039,-1.66926828605256,-2.4253615672927,-5.86221144871925,-2.35537746779035,-5.44099267554868,-4.78887401013646,-4.07725722415064,-0.403505370952425,-0.987170598781852,-2.04135152902322,-4.06446037083512,-1.25260476526364,-0.630491623459704,-4.87513245774093,-5.46582748445095,-5.16880996678831,0.827481980351834,4.21963751682268,0.172156011765047,-3.07185345446518,4.40870232125944,0.421216865059233,0.584402466673387,1,0.51063607203555,1
"K01857: pcaB",-4.54655889867131,-5.27269105365369,-3.91553920753977,-5.54192640537105,-5.04467123724008,-4.81982326788349,-7.11708965802162,-5.64173966973446,-6.25817384920015,-5.60788623920402,-5.8527475332586,-2.14433878756186,-4.90169944976461,-4.51237462305973,-5.03212047402536,-5.16981988454942,-5.06114314635523,-2.96753915192319,-4.77380396543696,-4.5743088251924,-5.08891298560449,-2.29921060398222,-2.14954263908754,1.25467368264136,4.23507873244228,0.242725100961395,-2.93206545747821,5.26171854922379,0.36406252986395,0.477361577638864,1,0.405951548934811,1
"K01858: INO1; ISYNA1",6.15519290652856,6.8616962600913,5.66353532871474,7.27150756854465,6.04776903200981,7.55273181633121,5.25593306567882,8.34828761885998,7.08409830725947,7.00143141670044,5.65261928145854,6.67678930772841,3.56122698868999,5.40653310707157,6.25900225516826,5.8728491908282,3.58697002572617,6.9470351671538,6.58393544475927,4.48266282873049,4.86293882960833,7.22366813341368,5.40736337197747,-0.865471812313975,1.7787659535182,-0.444862884992171,-6.00918422948943,2.28882187398056,0.293291782235424,0.183386607922154,1,0.147372412803914,0.992283666965061
"K01866: YARS; tyrS",7.23821921594535,7.72949443815262,6.96583853718452,7.7720703670847,7.7164899698673,7.77578858452809,6.06392193078209,8.87832041814599,7.81238722209132,7.9343250687206,7.34334020935465,7.11844653767192,6.6613502518274,5.87938359628579,7.12687857085297,6.77830110847899,7.7191121614905,6.93101614847209,6.59083024440472,6.89183665108021,7.45656687952732,7.35272216956129,6.98636131193246,-0.571697457970623,0.959375514770158,-0.569676765672517,-12.5983948776673,2.27586439942268,0.239062572958185,0.0852206098874009,0.999501241736502,0.0563636126837559,0.970929678248301
"K01867: WARS; trpS",5.96708050997475,6.14470667112855,5.83392879578003,6.53225008855576,6.18756642716454,6.4852142835449,4.74150032668388,7.35062154158812,6.04851335859066,6.35675417233509,6.10084423764614,5.9084235790934,5.42772695273437,5.03812521860787,5.61272173896787,5.81163883332125,6.22135810137891,5.87545784021911,5.88193629992068,5.59422558578141,6.01979174005241,6.52469492792624,5.74645692118891,-0.320609329620412,0.79196444314517,-0.376180237526412,-5.50104252138399,2.95679958597098,0.318750042454094,0.289578983540787,1,0.167213361812336,0.992911041643302
"K01868: TARS; thrS",7.5268616071975,7.97886029670628,7.34612765837527,8.10616981650441,7.84255538960248,8.28891833828958,6.34807390727518,9.2091605314973,8.3499872346058,8.3800431570231,7.54830819849886,7.20093375343417,7.19009812740816,6.93818588076664,7.73057373036055,7.50421880898591,7.61245901834934,7.17967461394245,7.10218888752772,6.90550998480652,7.2566200729467,7.7015126097112,7.41606581697995,-0.584313767075018,0.824039192654005,-0.555980058945456,-8.69242144417534,2.38210358372959,0.255850299030128,0.0872004507045602,0.999501241736502,0.0738171223126718,0.971193282768812
"K01869: LARS; leuS",7.81390466294084,8.21424735925288,7.66184995519079,8.62376252658344,8.18215135235855,8.89887176836027,6.73028514543262,9.52837879415067,8.24485076578457,8.70307674575741,8.08593316206629,7.77911255285918,7.66696567674109,7.59995269357346,8.36657000781049,7.69284184791353,7.66421532399893,7.83756343469704,7.62921641031104,7.28116897984364,7.53731553409922,8.41632964240116,7.62249611738924,-0.504006278382857,0.805053590984809,-0.588347933575489,-8.80569709054234,3.09894358068013,0.234375075290381,0.0995116115903,0.999501241736502,0.0543233372664487,0.970929678248301
"K01870: IARS; ileS",7.79319078620029,7.85242836461127,7.74215701191565,8.37479830835567,7.85510590370523,7.85346740468324,5.93034610284031,8.78189264508739,7.61699804555498,7.8850626623455,8.00324532816961,7.31947626783974,7.78400925334525,7.43495495173531,7.9828383064025,7.71734622167027,7.78277803293964,7.76905288360888,6.7393504572536,7.56038210810843,7.70459229524085,8.3105188638613,7.92495792969274,-0.0957411751512209,0.675525342214494,-0.11863385451695,-6.83682571644863,4.8188800027442,0.410937518713548,0.859005994942858,1,0.503556548907749,1
"K01872: AARS; alaS",7.46891424576626,7.74648564062012,7.39742704752499,8.03157407024922,7.71464800085977,7.97039414643594,6.07553365429712,8.58840051191982,7.41096267312116,8.03368068539609,7.77794621961069,7.24706110217336,7.45680124218336,7.12279450565566,7.80731113648629,7.34021195808089,8.06487045062398,7.37654111190327,6.99486866302988,7.19616565847716,7.42571819570221,7.92881718305975,7.44067904126989,-0.245159829220132,0.642802432259157,-0.315690140904499,-6.59756375094605,5.48366188169342,0.335413453973971,0.517460478961341,1,0.259223990019269,0.998991476056831
"K01873: VARS; valS",7.75519215114375,7.82881954427067,7.53692292966742,8.05833978371285,7.90973682705024,7.84528849096539,6.16076344955799,8.86283151031511,7.7542683146078,7.8815116121502,7.782258954682,7.38233423774019,7.80431659172247,7.38601381364936,7.33934987054765,7.78134059533458,7.72438179539977,7.31435431002991,6.99366533965022,7.53309077756292,7.5420885361022,7.83296687196732,8.05879962389834,-0.238205794965198,0.54104488279228,-0.344638699012447,-6.45020969238971,5.19802917918942,0.307812545878941,0.431084723750179,1,0.133312145478361,0.983373626529607
"K01874: MARS; metG",7.60040261828106,8.23168301736406,7.45924266613108,8.47213002286459,8.06754243850118,8.55399249512273,6.68167750718647,9.47491596521668,8.39971725827565,8.34307074038397,7.74685092034062,7.63402818000611,7.18370440127232,6.87505668032305,7.77502749995535,7.48917979704818,7.1278982457877,7.57403132047355,7.20779384036121,7.21778403941948,7.45507553432648,8.05218881600497,7.48508739110001,-0.681339838984163,0.817410652208611,-0.786709705895315,-11.7808587741034,1.92785416189561,0.214062586445084,0.0385837502204639,0.999501241736502,0.0346213384139081,0.970929678248301
"K01875: SARS; serS",6.46533727412335,6.54625786383605,6.2971245052713,7.32862723716374,6.54024039465564,7.40996730647621,5.1353826656512,7.95866863311117,6.47740248793653,7.29114649696167,6.53483944298931,6.10717479262345,5.88765525995982,6.24564447883871,7.08153700030843,6.35070707830228,6.08153039479128,6.62207678207147,6.4922539033862,5.768671126687,5.55528964773825,7.17168327676394,5.95164029096685,-0.304269462708404,0.995731274175897,-0.282004007444047,-6.03002143972727,2.21078512068056,0.337500036965111,0.305774092791878,1,0.257971324341293,0.999431291484955
"K01876: DARS2; aspS",7.5063502714643,7.74007085862549,7.21798096857073,7.84482286587346,7.78388472218555,7.94532500640166,6.08113941281369,8.83339120158331,7.70653729908844,7.839189735566,7.61904935306462,7.02835918909483,7.18342889168725,6.94417155568944,7.72880616764161,7.30054712537124,7.37987001999483,7.17246700617909,6.6771878101311,6.92002195684282,7.02354150086523,7.67800310194288,7.61270378433608,-0.370545343469491,0.762861067467655,-0.457455570297835,-7.39291544959397,3.65557579949471,0.265210669513854,0.19988228286819,1,0.0744884469245924,0.971072436027965
"K01878: glyQ",-3.37001987482329,-3.46918939587967,-3.29012013310952,-5.52985509964657,-4.66881110584955,-4.52249477122972,-0.644003839099369,-1.99250984177228,-5.61848657163039,-3.41443084345606,-5.31024014794276,-1.22344534127697,-4.56370556659842,-4.33125179000877,-1.22044015130044,-5.00218592394151,-4.30904541411669,-1.82292417080029,-4.38028856209675,-4.62236797348687,-1.71238563471327,-3.05391581017622,-5.60051166560113,-0.048346322030433,4.0419067199291,-0.011715287424732,-4.14541534509643,4.33391369195647,0.490625001908018,0.781589747984447,1,0.815471909572626,1
"K01879: glyS",-2.71264866525746,-2.24322302394096,-3.2512933590147,-5.86159849141554,-4.93339621762862,-0.624669834474819,0.27962517508009,-2.62503501072147,-1.51376702907471,0.308256343358154,-5.49682712776532,-2.13624212368325,-4.53676808806734,-5.09906542421849,-1.28977838989148,-4.95153495508104,-4.29003883811077,1.10434079011322,0.236400312816633,-2.31978288496577,-4.74991586107871,-5.57830809156199,-5.54277127618207,-0.716859679389518,4.78602641651688,-0.135504529453988,-4.60041333984994,3.25979681437734,0.437500012917482,0.647594804027693,1,0.684917709032454,1
"K01880: GARS; glyS1",6.91925663156974,7.42286158768866,6.73755410509295,7.62128444253324,7.3173425447166,7.83101355377412,5.63011929831434,8.62218579353197,7.49829095614708,7.85795814153916,7.09035917124363,6.71589409623891,6.70852538062972,6.73400752571872,7.51880736956468,6.57913565899889,7.00490984547458,6.86450722117033,6.47157978288607,6.42336372017694,6.74156256420881,7.34792153978834,6.63518314230398,-0.535325493262974,0.836306216183117,-0.579902747584988,-9.52848724370529,2.75283597093677,0.252730175590705,0.12995383561221,0.999790051781282,0.0701056393297105,0.971681785768796
"K01881: PARS; proS",6.32985716936785,6.33700059627368,6.32572116521558,6.92171040788177,6.68475531920285,6.34732544420405,4.61882974890896,7.3518252455851,5.95026507506211,6.31555575775106,6.70370098036025,6.07250190893469,6.25529921535395,5.80037085371992,5.79418081839172,6.32854703485034,6.87618784309386,6.31172692667273,5.59406552982425,6.23109855532228,6.72603088218781,6.96887857789271,6.8202007652205,-0.00481712418078306,0.796389924905811,-0.00319644800240973,-4.40208697785878,4.56330433604369,0.498437500317894,0.921422194051838,1,0.915213088478859,1
"K01883: CARS; cysS",6.67557745478397,6.90493566178913,6.45829768053531,7.60908556591264,6.87966816089475,7.43180446660948,5.56258615956743,8.34788535025923,6.91890222450696,7.3914876204574,6.58797460104948,6.52081899250702,6.06980201129896,5.97181718816699,6.74913152815181,6.61685528684709,5.6511547148501,6.78410099241262,6.25554437532486,6.00764005290536,6.03222242721309,7.33689410793217,6.89284163901826,-0.517861822209954,0.943616231027106,-0.474942433834205,-6.46692279244214,1.82279147850527,0.292187551108132,0.119513487155583,0.999721734872196,0.13680315185975,0.982482901016002
"K01885: EARS; gltX",6.52641759536373,6.76678334394142,6.3882569906989,7.43576349762565,6.91763444683162,7.26333982719175,5.38493333517608,8.13683927087138,6.56032212179555,7.17040748862097,6.67033658505531,6.43819326516572,6.00207867322949,5.47342183823405,6.38802695417263,6.549598745158,6.1890088857948,6.84324216225736,6.13035509735837,6.04413061643671,6.3882569906989,7.29852209762773,6.52765765854405,-0.458155665866329,0.884502644742241,-0.460563265309502,-6.78908230945568,2.7527807892763,0.308892401084976,0.176131126849517,0.999959984427791,0.157201677482734,0.990907050567901
"K01886: QARS; glnS",6.55475398665096,6.56239396109014,6.54962528141708,7.35960035140093,6.74674284479471,6.5765548960761,4.96279659409932,8.05693442447794,6.43935581622608,6.73041641490291,6.54060191470002,6.36031158863011,6.35449242649242,5.7070499151236,6.1815960468787,6.5066070392229,6.97659975664255,6.66729126787601,6.0397204867465,6.37858594657424,6.73173111152373,7.17498541190714,6.58935814011823,-0.101232255748884,0.834244817660867,-0.106896826237364,-5.74967803039251,4.8285239226505,0.437500012917482,0.693930928152689,1,0.698154593084934,1
"K01887: RARS; argS",6.99867436565726,7.35579631666266,6.840114630751,7.84940887505467,7.08254968300816,7.80888734991716,5.91613505727429,8.86672301807071,7.60512656150218,7.84543592348624,7.00276555822229,6.96146224121266,6.13680455705567,6.20511964290799,6.92000897918539,6.76781023531033,6.93106990124177,7.08304389212845,6.74142778627303,6.64459406290661,6.66183347085204,7.59662153273883,7.08190556633578,-0.463364250065183,0.902416781863052,-0.459355911118517,-11.4359116187917,3.36295487768049,0.293291782235424,0.16825720311728,1,0.129041986457815,0.982514794645096
"K01889: FARSA; pheS",6.27165205582592,6.5295086856831,6.1025167575418,7.04220600231593,6.65964956811362,6.54453252676543,4.85007736928894,7.70022021733305,6.34874862134225,6.5168757361904,6.65132975468427,5.99893526165236,6.17020680491345,5.78226618624075,6.52678551736639,5.91858160684764,5.98359628583327,6.19940501847844,5.90026800446589,6.08118371913751,6.1079634339871,6.61373012061199,6.38291917610677,-0.346360744350218,0.60465156379099,-0.452048072162509,-7.38119284808589,4.4174510557464,0.280811287479737,0.256688519814872,1,0.0917557312076469,0.973679285960595
"K01890: FARSB; pheT",7.84454750678654,8.35478702461273,7.37952437286557,8.6790937447156,8.15566635524249,8.60826218546497,6.81523456897149,9.66162730605382,8.54398148918686,8.51227073225988,8.08794492913943,7.66012976826689,7.07965820021167,6.99940055896879,8.07185771932021,7.42719480182623,7.31191096870331,7.7362754209366,7.25107951492857,6.88677568105334,7.12738958923126,8.27556226429483,7.99036473333874,-0.716185475970547,0.996906487442938,-0.641941566613548,-8.17559045593132,1.71201998015792,0.241809743792111,0.0441706552789112,0.999501241736502,0.0562880907791898,0.970929678248301
"K01892: HARS; hisS",6.07794203347492,6.16149041997032,6.04018519741948,6.96513844691378,6.30145554556475,6.48823045423134,4.5871487581078,7.40462699198528,5.89846496088991,6.37168498585158,6.02212847824518,5.93039243773473,5.55048303274587,5.51080160084509,5.56455243058262,5.66655885908533,6.36652026467119,6.47015864678351,5.73935633877879,5.95953011358012,6.13659836616831,7.03943858032244,6.30690462870511,-0.121481548745904,0.902015095432756,-0.121052951304071,-5.36442828337885,3.06273442864571,0.430577237445748,0.799751115402882,1,0.683366000292277,1
"K01893: NARS; asnS",6.79875311699241,7.10102167634128,6.49343884434179,7.49723241878101,7.13187883544473,7.54159919368504,5.5622931720693,8.43823341396585,7.05898966827315,7.55264312625477,6.95412825918971,6.53986373960932,6.36620871107976,6.18410001565054,7.02393386804174,6.68834894447558,6.32945938373708,6.88435963782384,6.41095938773119,6.24479768984959,6.44205363617172,7.23884693351406,6.51688859473248,-0.540263133705169,0.845587896877274,-0.547111248959948,-8.08938855594041,2.69857052545873,0.257410360760513,0.112163850862386,0.999544607691331,0.0734518601560978,0.971312067607984
"K01894: gluQ",0.677820704202917,0.333789342288156,1.14403240388159,0.655691234248422,-2.48125285654338,-4.71431029815216,-0.650474868232847,0.9369938056885,0.687087434161795,0.547906133334788,-1.1290749633936,1.53751249955228,0.457834642227589,-4.64420976358189,0.958094674368635,-0.327850102290146,1.12786490891959,0.845990047081422,3.33328601455066,0.548887430376858,1.80716369167941,1.71158352473612,2.42857963169093,1.1192881469763,2.44477539737202,0.368855453590818,-3.93868907832776,6.04237075047186,0.274571040224829,0.292241253201386,1,0.0991170449132911,1
"K01895: ACSS1_2; acs",-3.25961137185899,-2.33915547627383,-4.04144865842919,-5.55429820689107,-4.98808870955981,-5.45674648716335,0.326823836741215,-2.66394350970333,-0.00117497428800206,-0.24094827305923,0.0572134846670327,-3.07209891232548,-5.02873030379285,-3.86217516287256,-4.29721927829265,-5.28762682995137,-4.78128433641583,-0.131613145244476,-1.27507906076623,-4.95658959469064,-5.07445163191532,-5.5360912794292,-5.68265519790984,-1.61367481957832,4.71647164492393,-0.304779046223175,-4.58870359166001,3.0668587315292,0.344773825791928,0.383650114433724,1,0.322078427087618,0.993962449010943
