"","rab.all","rab.win.BSH- VEHICLE","rab.win.BSH+ LETROZOLE","rab.sample.41L","rab.sample.41N","rab.sample.42L","rab.sample.42N","rab.sample.43L","rab.sample.43N","rab.sample.44L","rab.sample.44N","rab.sample.45L","rab.sample.45N","rab.sample.56L","rab.sample.56N","rab.sample.57L","rab.sample.57N","rab.sample.58L","rab.sample.58N","rab.sample.59L","rab.sample.59N","rab.sample.60L","rab.sample.60N","diff.btw","diff.win","effect","effect.low","effect.high","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
"K00027: ME2; sfcA; maeA",4.60601473382978,4.60601473382978,4.52810888766516,4.45275177768341,5.60254795062746,2.53425626796007,2.68518349752102,4.8984354023718,4.45914541160129,4.2982894496233,5.6761153335586,4.70357946638072,5.4222425839063,3.4928307473228,3.51258638415287,5.13958635670732,6.35416049044992,3.03691493259725,3.22512484200958,5.84267130275441,6.07131844709702,3.80039095505655,5.20735909572897,0.189293603823949,1.93594072265824,0.0856055543903712,-4.61406845629227,5.56916906254875,0.483619348099621,0.857765719162852,1,0.745168627811817,1
"K00029: E1.1.1.40; maeB",5.05202654369443,5.57435974365449,4.68929296833227,6.72580900514504,5.22118152833505,6.7581806262821,4.25316478985368,6.95878584504703,5.57460886772991,6.24982948243107,4.13151696431845,5.57402752607635,3.07804866380589,4.65505278092222,4.76051975181491,4.8412809452846,3.72429783986646,6.02333915014695,5.35020412322444,2.80044345766626,3.60278721066382,6.95725931750125,4.50442991368707,-0.835691980785411,1.87151529040541,-0.436909492541817,-5.99581627595804,2.36451704831271,0.336973515936782,0.212435274276288,1,0.23407891692286,1
"K00030: IDH3",-1.91143691300122,-1.63801278063139,-2.19790784877189,-0.414398502802145,0.369271744718526,0.0929141801037527,-4.27623606793452,-2.21015047611099,-1.998052325755,-2.10286445217202,-2.34920187900263,-5.4913268782988,1.22520052535482,-0.976017611857063,-1.17809768824777,-4.62741493195692,-2.11954920730122,-5.81727322484,-4.65819915140859,-0.845197746297112,0.0219118347658025,-5.20068718601397,-2.1433466753098,-0.981618432734628,3.68154959444679,-0.229585990997663,-5.9784837357367,2.77397943823704,0.37909518985085,0.371956678956394,1,0.412846876420793,0.998641323296972
"K00031: IDH1; IDH2; icd",5.03530834790019,4.89693274658263,5.17791661738384,5.08268331646114,4.68987342913327,5.00497009651954,3.18856025539541,5.16696754412017,4.00538982200522,4.23392189296344,5.12313521981549,4.83928965146181,5.04142880561971,4.03734025923792,3.36876507009422,5.08537700067276,5.38826070065128,4.1304827997342,5.11780246379884,5.22895438684069,5.31372678595317,5.3991945917493,5.3181088004744,0.225087091894192,1.05641933405393,0.208546057411788,-6.18785263988694,8.08103134745603,0.312012524902867,0.528557365834161,1,0.165160316173764,1
"K00033: PGD; gnd; gntZ",2.4372878025221,2.26124925055431,2.76518274019726,3.66683630826535,1.8776705040559,4.80872448911013,2.23908621817216,4.18807793036964,1.76123846303277,2.28973421027467,-0.627560881807241,2.69910410790091,1.49275432924795,2.74540626201174,1.75418114067104,2.90762225478848,0.780012735668995,2.88825964483066,4.04422730483895,1.13530021717819,1.64604135870948,4.25391450869667,3.10822557925863,0.0802262172856318,2.03454278358815,0.0348946716969611,-3.29743421795342,4.32509898906183,0.479687504139417,0.886199297077648,1,0.885690366618676,1
"K00036: G6PD; zwf",2.14871397201071,2.29121997015454,1.96913326354212,3.43462594004177,-0.0307282707933645,4.50370984185993,2.12570435219893,3.87962812569946,1.08044567742117,2.53683669014617,0.257973598012162,2.84923402356326,0.248267629922998,2.3557330513779,-0.694443812718449,2.2524164553867,1.52095370450006,2.90167071886511,3.86824192058074,1.18910803525758,0.696049835919688,4.22847273549542,1.16707754720541,-0.0597148198222879,2.32948375291023,-0.027984970875384,-3.9928633078319,3.53979633842792,0.490625001908018,0.829234290107904,1,0.883347157873087,1
"K00040: uxuB",-3.85449327792656,-3.38115728038135,-4.31865252383556,-5.31432416516904,-4.75242240098496,-4.90805887717216,0.959663345088169,-5.77674017503035,-0.444227184431819,-1.49676417067892,-2.37268986597759,-5.52936144023116,-4.66728033462291,-4.04071749621682,-4.24436576630666,-5.0238373900311,-3.73397506265183,0.0438640230133824,-4.74798830871455,-4.96273843391276,-4.58399885103963,-5.29069456635358,-5.37452244541727,-0.931299428638305,4.82910238716788,-0.175399688287892,-4.89610184486421,3.33617726915143,0.416536678879364,0.56602870727844,1,0.561522190077724,0.997253924394412
"K00041: uxaB",4.8922889302675,4.89720967050437,4.88968354140063,5.25998369220124,5.54588378841237,3.1267597621705,3.15725604235274,5.23345701686929,4.19207609145962,3.92195837135444,5.1081241046683,4.88544458217108,4.91684306046032,4.19378540215075,3.61585286787136,4.85695982095678,5.55052189125321,3.89815626148519,3.24527290424087,5.75662914356653,5.85724017226425,4.93519697056044,5.3170303348967,0.198133755440138,1.42811780318979,0.137529033808128,-3.23273660868934,4.63614908587381,0.429687514593698,0.650072075263939,1,0.563835291546689,1
"K00042: garR; glxR",0.331632441947223,0.196448736291698,0.955436414440523,-0.947637264145337,0.631821125963731,-0.137703474956897,0.0249913358812233,-0.733681253488776,0.190074274736258,-0.0220456772578412,1.50710543980201,0.652948799494434,3.2480070748971,2.94556079385318,1.86357716431153,3.25934012817365,2.22318501156435,0.245608034649347,-0.106007118145135,1.66266769330133,-1.12453395989022,-3.26411663717611,-1.60990724134859,0.399185073079141,2.66583461231629,0.141951756170839,-4.22057655674128,4.8948647591227,0.432137299513371,0.811101007306829,1,0.656491703923012,1
"K00046: idnO",5.92041769565467,6.56248838604729,5.33572404236836,6.77982976019942,6.24678031050389,7.11538943806264,5.18893919032672,8.0228766393301,7.06949919551909,7.02422087250077,6.00260048523355,5.85709773239922,4.66055928422141,4.47022678617766,6.12256863999735,5.4723489722244,5.14455353112113,6.00741872282651,5.26075398939109,4.78813472274311,5.18186135401543,6.45517997978761,5.37821553600479,-0.986094382393248,1.14882402538378,-0.814447671822401,-8.79088494355914,1.60496604636988,0.216848758486102,0.0206338403364228,0.999501241736502,0.0355706479085929,0.970929678248301
"K00048: fucO",2.2041714465771,2.06681481813333,2.43380483269799,2.2299247920972,1.99373374397224,3.23111102307445,1.14423115712722,2.76225707359836,0.762391106629108,0.725960456754324,2.2269362275312,2.43262464125419,1.55761872322284,2.51388397470772,1.80214021153333,2.29798712808479,0.636173402878327,3.51800026638634,3.42633260026187,1.24011202932323,0.916523306534819,4.76340101634951,3.79813308652378,0.566119034682391,1.6653735438552,0.337883031681539,-2.83464506834982,5.44253917039607,0.367187529071964,0.315107993168206,1,0.337256215630345,1
"K00052: leuB; IMDH",5.03223164860122,5.07762336364654,4.99976789615322,4.99175444908606,5.3841680835887,3.93928872344138,3.30881559797749,5.23827118682463,4.54704103751305,4.87381603170173,5.40888274796311,5.13919765624365,5.43778727178772,3.17321504694252,3.55382262911684,4.82321042571618,6.20278544624605,4.15447771990831,5.08976167655754,5.81544382996244,5.93948461541243,4.86748166980913,5.39002766189509,0.129188641061526,1.3120613561238,0.0971420161642094,-3.82106942262843,4.71531202781043,0.457812508644603,0.839386358346489,1,0.752453320189872,1
"K00053: ilvC",5.69861931309997,5.45139100778297,5.9558028820042,5.40499072079629,6.15909492648295,5.44303712593272,3.93676349965499,5.67914217866932,5.41334908630853,5.11584852615208,6.18708156600733,5.10621695625281,6.37172098096568,5.86321255884195,6.53094245957765,6.02879336959963,6.62992160368357,3.64579828520309,5.04324737539179,6.17058561013874,6.56407800371267,4.94717209139766,5.72807663685905,0.359658895671007,1.1140236099029,0.272159196994517,-3.56303528158523,6.37744093328868,0.389062523738901,0.533993127177703,1,0.369805564501288,1
"K00057: gpsA",5.01741486822676,5.00120839173643,5.03589541769956,5.08750982509858,5.25913333494,4.21943083787905,3.17949823460513,5.27226813378427,4.14066738796983,4.03824234464202,5.30634808060087,4.92573562637723,5.22074429129337,4.23479917109351,3.3366008383962,4.8590166607656,5.24530567589188,3.982803218591,4.86087028253027,5.15294076672635,5.35822107158548,5.29017639324989,6.23854783500978,0.0848813632079866,1.12788283437812,0.0773175774412739,-4.03668557374231,6.20704324870167,0.440625012252645,0.592256767893046,1,0.668302720885925,1
"K00058: serA; PHGDH",4.00307360604274,3.42205159704527,4.35835587159429,3.42791009735192,3.3420769428803,3.88835004732308,1.6596332815615,3.16356407395166,3.19771587494526,3.29114241601755,3.54681908240728,4.3141051192846,5.11794400991118,4.79238549982154,4.43473348497057,5.66774410058779,4.20836542548259,2.81037687329393,4.42830995924108,4.28799936586582,4.20137841063476,3.79137633010589,4.7771959119775,0.903193172782125,1.19929944462181,0.691437092163599,-1.92723205670954,9.87248279552706,0.221875081937016,0.0367789647095727,1,0.0265350820812315,1
"K00059: fabG; OAR1",6.67245398840916,7.02834868198467,6.38466830508818,7.31749765300359,7.01666658041926,7.0405951347969,5.3868823015682,8.17763821376588,7.19003368783322,7.19257237417598,6.74850487562292,6.5380344449493,6.07935343062439,5.85853977919899,6.08496706752276,6.00836189720564,7.16401989020749,6.30407823592585,5.94171681541513,6.50323511183231,6.98399211254153,6.78563958092548,6.60270877558308,-0.507022690327767,0.861403743233623,-0.582841754906013,-6.14855390033373,2.56526458251724,0.263650607750088,0.135060804638211,0.999923288347062,0.0958645287568469,0.973971579494065
"K00060: tdh",1.50017132887116,1.07256176032293,1.79153915496143,-0.245371134038596,-0.310882619606357,1.21633401409797,0.337467866459268,1.23848049817273,0.953766734414121,1.70362661940644,1.92686643143466,2.17799071323525,0.730837572138498,-0.111034002575469,1.91992912493746,1.35899035188181,1.77365627922437,1.54950734016867,3.23940969496279,1.30079356937803,2.41621623142981,1.86635973689337,2.88157640689917,0.833890244816725,1.33735511324356,0.569644969055035,-1.7936044934561,6.32066834456474,0.249610052180681,0.0898049274404837,1,0.0708790411407478,1
"K00065: kduD",-2.50391587213052,-2.45550551492443,-2.53877660820002,-2.38536578230175,0.330786302839735,-4.95463223468454,-0.865720336245468,-5.58879357056792,-1.79205024868823,-2.67369030585869,-5.3440107121914,-5.24010744616382,0.256073409268643,0.386451749437233,-4.16094409080492,-1.72652913870824,-4.37400204529663,-6.38887821910874,-4.47101059595943,-2.59023755667568,-1.02710666234869,-2.05954989561296,-3.02333299010399,-0.258374008377963,4.07638552460761,-0.0587570658010338,-4.0140243733048,4.452514493485,0.463338541017067,0.749376441305591,1,0.769554591596484,0.999424827211504
"K00067: rfbD; rmlD",5.77564838702801,5.95657736249483,5.44707395966918,6.44077075456123,6.02588431583571,6.62213780860984,4.77790631757153,7.54820438433253,5.90865776222934,6.66478129859174,5.67368700361417,5.6967059160904,4.90058492208548,5.16110332557604,5.89421809320682,5.4437296672104,5.88247197782808,6.12877479137101,5.09710776943427,5.31256949373314,5.39857462302809,6.70866586373837,5.39057657835976,-0.407480991276175,0.948108852220117,-0.368145527069975,-5.12092589095921,3.3789444847275,0.356250031881158,0.24121296795945,1,0.29808157448202,1
"K00068: srlD",-1.27570343086366,-1.09993140722558,-1.42465424973773,-0.290776781602554,-4.7969647545162,0.855002825453679,-0.474312907043924,-2.16340071835677,-0.960633031234524,-5.41648798902113,-2.40116559333742,-1.24985597107819,-0.420087080510248,-0.432659835171323,-5.28257005825693,0.2917921699575,-4.61465255810675,-1.1893025070706,-0.263959291882299,-1.5438936772342,-1.54821751390946,-2.15024751607823,-1.62463698710369,-0.122231875130799,2.76570735418538,-0.0286188920758839,-4.94168864536705,5.15494264396961,0.48281250350094,0.803955372750595,1,0.780705785603715,1
"K00073: allD",-3.53269540769725,-3.53269540769725,-3.53168119765831,-2.35088490191445,-4.85424008455731,-5.70196341765244,-1.04144528312298,-6.0526875787942,-0.523074378071142,-2.35847911908933,-6.03972702404838,-5.52725952473257,-4.76874866656266,-4.07190560710776,-1.02766192304325,-5.04491122792425,-4.59048027578736,-0.372983137917975,-5.40721256334316,-5.04253773332624,-1.49306002367197,-5.09673063823112,-5.26078973219684,0.136744388051527,4.66753959734007,0.027234916708326,-3.74972717906025,4.84892194627842,0.48750000254472,0.753902842145923,1,0.775342038959493,0.999578221530336
"K00074: paaH; hbd; fadB; mmgB",4.52380244279338,4.43931379462101,4.88925376024684,4.40728538273207,5.38943243108465,3.20494027996441,2.65288911444141,4.45226003024164,4.57390060745857,3.46472639739124,5.54130793990578,4.3020197596254,5.56487788444715,4.21918885021957,4.99650643386249,4.77737453106871,5.90035435861391,2.63047974060617,3.22805391759385,5.48462815934632,5.59497890912736,3.11959412210928,5.28238803748833,0.247428823389135,1.6538553087372,0.144343469883485,-3.82506842887625,5.07179800491428,0.45000001027527,0.73743748109596,1,0.653578063770595,1
"K00075: murB",6.00964968807883,6.00817918732154,6.01177077627767,6.97688387976436,5.9052107878396,6.24270323429271,4.58753651504686,7.62416472592659,5.92640990880012,6.52522194149405,6.01819774671298,5.96485772583207,5.31098415955698,4.9639777288426,5.2811870340674,6.03472311029917,6.12200742579688,6.79788275128453,6.29000753113333,5.63218157344642,5.93940079492991,7.07882969648854,5.96580200407615,-0.0642622909873891,1.065587938238,-0.0630216806889946,-4.37483228397709,4.30648814874416,0.463338541017067,0.780244650216452,1,0.84163580952716,1
"K00076: hdhA",-0.829402511807816,-0.929477831159481,-0.676723335606901,0.911261522770774,0.927383138362483,-4.59501455089912,-0.557876364613504,-5.46193377105436,-1.95447778500172,-2.58178312841555,-0.937153419900611,-0.432615765053431,-0.547808495633866,2.05741485586655,1.5270656278489,-1.60850554882627,-4.63023033041425,-3.90010170409811,-4.18884075011887,-1.03054477806781,-0.526699782811892,1.49013013274488,2.53537433769558,0.727287131415661,3.97360869392385,0.169978620132499,-3.77593352156592,5.28543717485929,0.427457113313159,0.618844397652061,1,0.514481261772283,1
"K00077: panE; apbA",3.47186399342181,3.36285522942166,3.62473367477245,3.60553188884044,2.96529085689014,4.85033217448992,2.33790664545017,3.8907431747176,1.92859034428893,2.71418306246407,2.02085096710475,4.10022478896927,3.73149041240583,3.06970135378108,2.87811484773194,5.01821017811065,2.09602945335893,3.81553024550211,3.98267171278395,2.54343316355439,3.31326126520384,5.15490756278737,4.17617408718503,0.369803622743588,1.54134493200029,0.239869640585987,-2.70310536364311,4.14425340000953,0.394695810180191,0.411907592445994,1,0.390405791963455,1
"K00078: DHDH",3.83598986756757,4.03560838331235,3.41397634448331,4.38879681038144,4.90977588018763,-0.10771414007684,2.59382827539056,4.54339973467183,2.7475007599093,3.53441889042753,4.76761901293098,4.07686480063221,3.97971508339405,-1.26193665433635,-0.364326923014231,3.70378248551829,5.72373715266928,2.81540662155784,2.84946990042416,5.01363446595194,5.63572537765043,3.13917970550949,4.95142740988131,0.0761351197530118,2.62484739128937,0.0197894864091831,-7.14807855737033,4.2209170499569,0.489859596441259,0.722765809513558,1,0.873123623184092,1
"K00087: ygeS; xdhA",2.09332367984956,1.48284412807984,2.32181689597137,2.16036721669946,2.92679848431557,0.435006984193908,1.10695327573379,-0.0163409498433111,0.80653808093162,0.608558379245528,2.44421421449948,2.09861506126745,2.01509431465882,2.72806423606256,2.51072870612485,2.42487188211808,2.55279140487912,-0.133948828744609,-4.30170680831174,1.87178648622104,2.40429163038334,2.17167127659483,4.79747360964908,0.573640913220993,2.15889065094364,0.238582160050775,-6.87909899096506,5.6071989943809,0.346875034377566,0.756872698963106,1,0.280568273154864,1
"K00088: IMPDH; guaB",7.10951098069477,7.69523045757354,6.76522389663962,7.88299657483492,7.44814076080216,8.18205359580938,6.21180815736329,9.09375314278609,8.31285144135041,8.18456502560076,7.29919645872414,6.97728433751119,6.48387037581341,6.54300513299529,7.53530843099706,6.71507568283956,7.38613405136296,6.97605713555477,6.34934661689017,6.2746361996868,6.76608803371997,7.33380938150229,6.73955484420463,-0.756608443074828,0.9580339922673,-0.714051163791503,-8.56749890790461,1.59105249628759,0.253125066418979,0.033868455645908,0.999501241736502,0.061363619449436,0.970929678248301
"K00090: ghrB",-5.15228745720129,-5.09489140782941,-5.22410143083642,-5.22021742422963,-4.80531806738275,-4.95302699012144,-0.712149058886925,-5.95564734250747,-5.83935097308811,-5.78193708013165,-5.68379936925263,-5.72248270758103,-5.12743152953708,-4.80221316846957,-5.35832270778882,-5.91838651708931,-4.54197297184425,-6.37157040409398,-4.442125508317,-4.71368621128086,-4.87485306573216,-5.4730610541698,-5.82931380293393,-0.348751741940509,4.52042061302861,-0.0718943800581865,-4.06763323377845,4.31775080472687,0.457098292697049,0.681186858780692,1,0.705324776326615,0.997287520158778
"K00094: E1.1.1.251; gatD",-4.77735181612076,-5.05238404494392,-4.49188838644647,-5.80781449283525,-4.97925009709192,-4.69575537425468,-1.89839756338695,-5.87890401095658,-5.4161727421195,-5.793017366024,-5.58937875406447,-5.19987289838012,-4.68127052708824,-4.03248864186148,-4.9075884195893,-4.88590941614439,-4.4606347301636,-0.756636180901822,-4.42365727029642,-5.10094264996911,-4.67230837590676,-5.79746265332904,-5.17546906886235,0.472927588099433,4.231785458231,0.0942608442959727,-3.30802310895708,4.40744031072073,0.458658354776321,0.623410330841781,1,0.618297578969019,0.998913216180087
"K00096: araM; egsA",6.49086507443058,7.17972828030186,5.99724792622231,7.8257398902057,6.9471550097965,7.55776851740304,5.6983715196018,8.78260807719942,7.36593737020787,7.92222991627269,6.63199141133168,6.3814535859646,4.79603423541123,5.3004239388681,6.91287383894416,5.8524788974091,6.12689203929309,7.04999034060202,5.90321882649504,5.03799963775262,5.80336545061029,7.33717472716504,6.13734230341257,-0.91020453761788,1.29063899185699,-0.616317334658762,-6.49818306231957,2.29588590303762,0.279687555621576,0.0746820248748946,0.999501241736502,0.0815949482019528,0.971202554992264
"K00097: pdxA",-4.80917966822992,-4.53717926130247,-5.00586826375019,-5.89935873733477,-4.46804178252567,-4.73392178333476,-1.16889469866695,-5.72328295774262,-0.394022970437341,-5.68094098422398,-5.32690786959387,-5.48359382844245,-5.28757779450529,-4.44496151169451,-4.70563076787344,-5.3421316165882,-4.13951460525115,-6.70465159669223,-4.33560061861075,-5.50815510036896,-4.67699409068321,-5.71622617914321,-5.50808798589721,-0.69536539821722,4.57043593267806,-0.130326391049993,-4.23492395838016,3.38452527710741,0.435937513251067,0.61667441260459,1,0.62187645462123,0.996696969085343
"K00099: dxr",6.26834623953853,6.72006928670975,6.06184870767395,6.98612711185922,6.42853004321602,7.21295664580647,5.36283974349549,8.06554818842299,7.08968249814923,7.40613461685262,6.33575714115948,6.22626322208394,5.70638126886789,5.26699871875545,6.21397974659141,5.89599681084269,6.68926235246961,6.08786244090862,5.92141408644991,5.78322008306947,6.29188746469516,6.73908591362893,6.01881255961583,-0.540608716970748,0.908524211948841,-0.592468954103573,-7.28466968268502,2.31401703497853,0.251170113881945,0.0663181830776745,0.999501241736502,0.0744418483026262,0.971223336041477
"K00101: lldD",-5.1615699905041,-5.63030069387847,-4.64424824259862,-5.94730601672045,-4.74944173387513,-5.07316210284675,-8.70237372278599,-5.63613892242535,-5.91015683946606,-5.64243405486946,-5.31330239838823,-5.09737008014533,-4.79448164240982,-4.53136521338796,-4.45852892659125,-5.05882239246135,-4.83618206518112,-5.99046869400874,-4.19032287527103,-2.72437840483936,-4.64422052260113,-5.53139131005002,-5.13636463329813,0.840109400962961,4.58699416391585,0.15359280019966,-3.28409616596605,5.65774460014771,0.401562520834689,0.538455336140594,1,0.49324988092403,0.999530813174852
"K00102: LDHD; dld",-5.18337454559314,-5.33579130653597,-5.07868511900788,-5.33579130653597,-1.5871116696316,-5.08554127162429,-7.24481718106388,-6.09357142862105,-6.03943538692662,-5.756782321061,-5.27654590834864,-5.46873671275255,-5.07633903964682,-4.94827236372221,-4.47982354199705,-4.98336157212277,-4.88795363411644,-6.44384807665423,-4.45887655326849,-5.09322311201179,-5.05255632900469,-4.92685221198295,-5.2145807718969,0.213097054975119,4.66091924788031,0.0367922768143066,-4.44874832166968,3.70782542237228,0.477379099761099,0.720619346521068,1,0.71367861530884,0.999519644413114
"K00104: glcD",0.651279487756051,0.0294366867558349,1.15619034609958,-0.791015441698461,-4.02770729941098,-0.144362094176557,0.111635554438555,2.01006391976444,0.620260403695193,1.72508001992441,-3.20001626809409,2.50087829583269,-4.92361351243534,-4.72418200468807,1.21112543707906,-5.26871823571284,-4.22784282537723,2.43943523738898,4.35974528726924,0.925380063391454,2.88902437059464,2.33369259729495,0.901144074229732,1.00008432934509,4.85265775707211,0.185646499070434,-4.1499960493413,5.99251013042023,0.374415003784766,0.639644458868991,1,0.338899768478426,1
