"","rab.all","rab.win.BSH- LETROZOLE","rab.win.BSH+ LETROZOLE","rab.sample.46L","rab.sample.46N","rab.sample.47L","rab.sample.47N","rab.sample.48L","rab.sample.48N","rab.sample.49L","rab.sample.49N","rab.sample.50L","rab.sample.50N","rab.sample.56L","rab.sample.56N","rab.sample.57L","rab.sample.57N","rab.sample.58L","rab.sample.58N","rab.sample.59L","rab.sample.59N","rab.sample.60L","rab.sample.60N","diff.btw","diff.win","effect","effect.low","effect.high","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
"K00024: mdh",4.13655390753863,3.70537259053363,4.35382094813348,3.28456811881506,4.45833971115645,2.56766044313485,0.49152316545562,5.15935279729335,3.49260068982109,3.79163803927324,5.2092087266645,3.4916807101749,5.56081952233321,4.21481704510793,5.20612064981032,4.4696444745054,2.31016433035939,5.94361971927573,5.47530560889564,3.18118909370656,3.0874537107682,6.47338857850974,4.07767388821597,0.626074057116227,2.04901686735614,0.294825844403938,-2.11040129788673,4.83094175445166,0.385335437963313,0.297031506183442,1,0.359566637889974,1
"K00027: ME2; sfcA; maeA",5.25290630610902,5.29846753921952,4.78953772336945,4.88208366949354,6.09972365228927,6.50003675260744,1.7971379990429,2.41829497680972,5.57516787770274,5.44596914446161,5.54505993414514,5.10658995661549,3.8614392320441,3.63614067886824,3.66946207248756,5.37723559631722,6.52720035229231,3.3007587891938,3.43896097018315,6.03713810629633,6.27205980200277,4.04016430668217,5.43512846982586,0.0567273645841935,2.19523249445487,0.0258833358203346,-4.16268323100699,4.9553965329943,0.489062502226303,0.929499830760245,1,0.953199845336552,1
"K00029: E1.1.1.40; maeB",4.94738202723069,4.98591530467333,4.9013247366658,5.10127171043104,5.10124120690929,3.85757411791269,3.62728913654965,5.98425702441343,4.94172642055107,4.43297963310338,5.47597312486458,4.79732348178512,5.48253378354762,4.88505406842152,4.94282628001051,5.04011228396412,3.86423367157219,6.28511861341653,5.54869236286843,3.07396279208022,3.77979440000063,7.18929077716994,4.71271286619202,-0.03215591236685,1.43544258966675,-0.0217056335375194,-4.10396538219887,3.81121960072528,0.492979720612874,0.897080151191472,1,0.910026856367317,1
"K00030: IDH3",-2.1744491253834,-2.29213214935206,-2.09431370339617,1.03458281678287,-1.52621009430303,-1.46720827180135,-6.59422621336375,-4.97574323201263,-0.394236011586504,-0.538691844572654,-5.36192582558908,-4.48676655905805,-4.66562278488066,-0.84784043526124,-1.15811070782501,-4.75773325397111,-1.85794176174649,-6.60166993422738,-4.33449474509715,-0.486500898195432,0.120860869097347,-5.46456282795982,-2.05152916779041,0.0814515450427029,4.75522184667816,0.0173855969016037,-4.05354378174758,3.73127047507649,0.492979720612874,0.790709072958204,1,0.794755227841044,1
"K00031: IDH1; IDH2; icd",5.41973878782433,5.49747008802002,5.3862808713686,4.8475114211397,5.6589034281996,6.06702637860492,2.3262124187824,5.41005983953777,5.03521656342199,5.69726314408785,5.58900535135464,5.72374865610213,4.12025722035013,4.27225753501477,3.54737775445622,5.30198413790136,5.56119049760318,4.40424166547507,5.32681156223127,5.4296122989838,5.5185417668063,5.59015258847371,5.55529026728669,-0.136495668155612,1.15785196273766,-0.111346902083012,-6.83364870746221,5.99740079537842,0.407176306549622,0.962590326167902,1,0.534069512627465,1
"K00033: PGD; gnd; gntZ",2.98403786111648,2.9755727604196,2.99569559419124,3.07805745077255,2.01249030228544,0.456088397624338,1.26433128011692,4.42640295227122,3.56600846750205,2.06277649107523,3.15360946215371,3.68643829903553,2.95855695633288,2.89922782281755,1.93102598791664,3.12247119613894,1.00442753283003,3.14487665337828,4.25875529812072,1.25184819123803,1.9156726045309,4.47024565866544,3.33202258619369,-0.0100931456599405,1.78646837493168,-0.00371763890820845,-4.03541266030311,3.70869315831318,0.498437500317894,0.875994146935377,1,0.900286729524346,1
"K00036: G6PD; zwf",1.86616998493237,1.72184449964221,2.13893424019036,2.35807823297078,1.08016968500885,0.745313192490608,1.59182598452893,3.96816300389824,1.05862607930689,1.86247300216257,2.58842703441375,2.43924456338563,1.45982369837796,2.5203683045784,-0.490166638974225,2.47340648685359,1.80564967657314,3.17702936106872,4.07438688764381,1.37114144862814,0.852605333926142,4.44718962841847,1.480203621492,0.313608528174992,1.84125866415604,0.156216777897004,-3.40955817032554,4.70882481301884,0.421216865059233,0.669955944471067,1,0.582858269826149,1
"K00040: uxuB",-4.22544939956478,-4.00578913718809,-4.40585965025749,-4.13310989562198,-1.94413546594425,-5.4108899037294,3.89778346799671,-4.68298422146737,-4.7922769871476,-4.58692652954804,-5.56948784667279,-4.47283503121912,-4.89206623872857,-4.28737772116716,-4.78270678782542,-4.89064907256582,-4.25178522961047,0.314242518519139,-4.36757706279898,-4.93391802465125,-4.51580830412103,-5.66254686500396,-5.31223910605705,-0.518558105766799,5.16774254652404,-0.0855978746861969,-4.34251584197918,3.61821684346904,0.46177847893635,0.630751719662301,1,0.679354374824092,1
"K00041: uxaB",5.02743661040723,4.58272055207839,5.14011724511051,3.94512050141474,5.32623775471049,6.28681037414395,2.74093908083973,3.35731314272296,5.10436020259831,5.02754349936143,5.72415584564904,3.47734383751774,3.26297389555273,4.39000203156183,3.82601653452527,5.0858581076458,5.74893910154688,4.16838087319266,3.44406820197074,5.93940159584585,6.06055250604856,5.18808227005089,5.54804414980365,0.520596811142746,1.71264541196826,0.331551405948006,-2.78741270210635,5.11338514585572,0.357812531473309,0.311839622761733,1,0.283364359614843,1
"K00042: garR; glxR",1.21301916967996,1.2121559202982,1.25721638020087,-0.148443381686004,1.15090647205921,3.03538602868108,3.08605595222989,1.05234109209542,1.03939696735052,0.479211777443505,-0.123424806429338,1.82358933611863,1.49439194642861,3.10278268694881,2.02457800120918,3.48529358897322,2.42815426081809,0.474659894313307,-0.0421187923280968,1.92041861950962,-0.932994469046012,-2.70318525955439,-1.4672729070564,-0.174012188011735,2.51467308030409,-0.0531814391712697,-5.50704928694589,2.84840774322356,0.481250003820066,0.566917980074672,1,0.824924664151638,1
"K00046: idnO",5.47353625533218,5.38247182451961,5.53171822525233,5.64463249536215,6.34805866412227,5.4679556854526,2.07571716883559,5.16346838169186,5.16268591591523,5.26452351760896,6.15775248363453,3.99891774197404,7.21687978606537,4.65249202929587,6.31363721201337,5.67951622201141,5.319839453839,6.26622259328076,5.44095838206653,5.00778415002388,5.40799299077744,6.68401835085163,5.56747213212391,0.198456183183376,1.26545452487919,0.116170677415057,-3.57878439745986,6.04129825653594,0.426562515270299,0.44858154114011,1,0.566396439763797,1
"K00048: fucO",2.29713111770042,2.00027588342278,2.60043783272611,2.9072983021598,4.12072937574411,0.988487128322774,2.03581999675816,2.90221391122373,1.67887906177045,2.92040715221131,0.252248470709768,1.08282716049452,1.51430403739773,2.70307778468135,2.0012958772024,2.53262794697458,0.872145954607674,3.77646422143258,3.62571289694113,1.327162098935,1.07927801944967,5.01043388719587,4.0105086000543,0.69611945690547,1.95712350223779,0.335112642019971,-2.59799308561907,4.88227966696054,0.385335437963313,0.285336395410503,1,0.331903547787352,1
"K00052: leuB; IMDH",5.32370311637264,5.46068803145577,5.20449092827665,5.24210042415914,5.61341392432477,6.29726635014254,2.87388029006326,5.18040429756987,5.66682331655745,5.64385663868266,6.19241286750035,5.23139572705794,4.51112483202484,3.39209336282972,3.7470589539575,5.05910589192639,6.39005318259144,4.41735510743074,5.29528929715077,6.03325979731859,6.1518123124943,5.10025432182281,5.61928479879902,-0.123122514154733,1.3186431031061,-0.0894832901017572,-3.92832434544481,5.38781327160953,0.450858044385367,0.788975282850385,1,0.746401503875382,1
"K00053: ilvC",6.0820694059008,6.05540476894453,6.15121400245975,5.43128878178401,6.02181944424313,6.50684512947884,2.98926008248429,6.12743194874829,6.59415764406713,5.7573473067752,6.10585149527141,5.91960324327909,6.37043118472058,6.06107102984742,6.71985945766044,6.25344249713533,6.82332189606865,3.92945326164307,5.26384255586728,6.38278080818017,6.7770059012123,5.16328837886511,5.95900083334754,0.151270371314188,1.00764146761698,0.104183781601022,-5.38591601500967,6.81632734110897,0.443750011590777,0.743294748178196,1,0.601964719684341,1
"K00055: E1.1.1.90",-4.7745855714091,-4.90797052196377,-4.66581942906461,-4.13811561318367,-2.30744518295167,-4.45956787202485,-10.3233349716398,-4.94872489683135,-4.14633288106959,-5.42121167029346,-5.7757705923936,-4.57874174006702,-5.22888034635206,-4.33570573868797,-4.15805709736884,-4.83271213484608,-3.60890078561741,-5.78720735047445,-3.45637688444376,-4.17122793991289,-4.81058613042718,-5.12219951950894,-5.64810364569733,0.164639280034374,4.67900787906529,0.0382540294614081,-3.24268390379626,4.49512456364401,0.482059286014651,0.696518149833348,1,0.714497854602828,1
"K00057: gpsA",5.20826740742955,5.19472752124115,5.22769966696057,5.0684444616526,5.95616382830713,5.81472643264784,2.87605322983591,5.16863471435769,5.17501272588781,5.6413942919495,5.44803376544156,4.72066359994117,3.69570882362784,4.42600879997652,3.52415078376096,5.09573931137832,5.4587583892044,4.25303879017305,5.07774651542193,5.34838307146121,5.57919742891904,5.51537813036011,6.46675254708513,0.00101285904037507,1.23586487390853,0.000967330839075319,-4.17154780450407,4.74797281800499,0.499219968956955,0.779070329699502,1,0.930752248912079,1
"K00058: serA; PHGDH",4.5418267474615,4.49394948561485,4.54852582864881,4.117076297048,3.94095881139957,4.94279716690719,1.64042991661552,4.9180160863677,5.60490175814951,3.92967427908343,4.65586328932058,5.53408881565102,4.25397387075429,4.96157523217161,4.64525868268674,5.89061375977605,4.41524358933158,3.06535791106429,4.60105228463377,4.48844552793342,4.42261722176622,4.03852359718673,5.00629494774517,0.101868472073194,1.18277123484064,0.0737268863934301,-3.88739712868875,6.26335782153473,0.465625007026818,0.65845879469063,1,0.747474033319622,1
"K00059: fabG; OAR1",6.51391107398503,6.40245044256289,6.62726821468894,6.28969336530934,7.0635559050395,7.11547883837078,4.00038125404232,5.68883392482634,6.33260446413955,6.44345158257245,7.16215272685205,5.70631429554357,7.13122189491767,6.0580745708155,6.27307930985582,6.23655974055352,7.34288316365607,6.57822249692827,6.13769594632265,6.71719832727671,7.181332977392,7.01654114656176,6.83601360268813,0.19248208189797,0.858622370698111,0.162082029756096,-3.40157118641933,7.27944888258749,0.435937513251067,0.336219555903477,1,0.578366111926,1
"K00060: tdh",2.3591275403058,2.56427608417983,2.04365557818251,-3.75150526501989,1.90941286469035,2.60370035951595,2.37475003039368,3.7755531763916,3.7293985576022,2.39279040001537,3.47294202362212,3.99742633184872,2.33398333784738,-0.0114257261198638,2.15308825498827,1.5584141823978,1.99612890696647,1.87512938995596,3.46026260202553,1.50631754168878,2.62634219253316,2.11745021473035,3.09141067194179,-0.653148811685176,1.5638465975779,-0.308008013875434,-6.64390500242336,7.29186809785565,0.306250046383216,0.738582395556209,1,0.164656357574314,1
"K00065: kduD",-1.71793087779272,-0.90739756437776,-2.53113135342554,-3.40937745775076,-1.33990722203863,0.489627031547919,1.68657945276692,0.615075904490837,-4.3838517813753,-1.96150485705907,-0.945790822131446,0.0925886648674332,-4.89015279312278,0.538101527232593,-4.64938364326345,-1.62706245405725,-4.84864546484233,-6.14963426060686,-4.82352347164633,-2.26243075618215,-0.95551483689106,-1.83357217582922,-3.07754850538611,-1.74700221840741,4.02887141345542,-0.375796753347922,-6.63962312489783,3.0970169426325,0.307332339181718,0.298635389428342,1,0.210970651832687,1
"K00067: rfbD; rmlD",5.60499190876487,5.38216460052306,5.66652352646376,5.22103369060482,6.01009269649014,5.71115991105122,2.44197964150838,5.00762390299077,4.85145322928684,5.50781015468167,6.03870079033159,4.28081415955863,5.80582485776191,5.3338501408038,6.08055460657839,5.65640865130321,6.07465900688625,6.39850303143856,5.2918571501694,5.51554513286486,5.60864625187196,6.94561641335229,5.63117102845035,0.521124271111808,0.899879012384813,0.477632388579515,-1.16320773362724,8.20522947821634,0.278125056208823,0.0680625619476273,1,0.0891669282729655,1
"K00068: srlD",-1.86174752942673,-3.18186945529853,-1.20318891949114,-4.9758721962051,-5.24158283427128,-4.37078085312386,2.22765137341912,-4.49720564299129,-1.12158213304947,0.140966147426125,-5.16984066891923,-4.6188379163857,-2.56465921084224,-0.321001341663512,-3.99364387891049,0.484147129222393,-4.16061798147429,-0.968749494748396,-0.0736788269532926,-1.2830462382143,-1.37214255481765,-1.97703715624425,-1.45546066087463,1.73491750913651,3.84203217960402,0.371850862168795,-2.93119528954132,5.81820029381548,0.322932958378304,0.296810914866031,1,0.232325929198511,1
"K00073: allD",-3.24480632097041,-3.26516316129111,-3.22119033736869,-3.95804024038343,-1.19766810530581,-4.95982717556435,2.4906683710059,-4.20040820797072,-4.5056801001535,-4.77413960716382,-4.8683475102972,-1.0090851131567,-5.09420429181554,-3.86541436389669,-0.942888406829459,-4.43678424217721,-4.03349353866457,-0.069417255477445,-4.25327683539184,-4.75686755087976,-1.21935868479121,-4.84499185028941,-5.00761212927697,-0.0470386550276221,4.92260161988453,-0.00952216903183857,-3.81243675694331,3.87434965113224,0.493750001271763,0.740742760231928,1,0.794210336876746,1
"K00074: paaH; hbd; fadB; mmgB",5.04377312970656,4.9705017389428,5.0788694238705,4.69398241899401,5.62956378311438,6.0180040965273,1.35843852757121,3.71506168950662,5.85937449371463,5.65930887048644,5.1351870712309,4.6425116075514,4.5429370131492,4.42218002330875,5.19415297610089,4.98645992556459,6.10477523940439,2.90757780428095,3.35251718012638,5.68809611863313,5.77508653335253,3.3449648899763,5.49230737356812,-0.0740926539223814,1.7844454735174,-0.034662557023418,-3.92205686849041,4.22221898090341,0.481250003820066,0.968373727302983,1,0.888066727196952,1
"K00075: murB",6.11789148864518,6.00654630456755,6.22156388559608,5.67879384646764,6.3828253519113,6.08744892753061,2.26223754867347,6.04122360896886,5.39860525659691,6.18153421299346,6.63262948935356,5.42897040190118,5.98907271940848,5.18732738151492,5.47118352884122,6.2320505696927,6.32468387742141,7.07183810107914,6.49156456155886,5.84505338276589,6.15693767917768,7.32612848266603,6.19808887928018,0.296110371343749,0.924560048262467,0.24477783526866,-2.06452428106269,10.3747092266151,0.340625036091881,0.188705680034639,1,0.222761794610189,1
"K00076: hdhA",-0.597403577116275,-0.646159614265878,-0.513022893838684,-1.83834700401696,-1.57948681824552,0.456126194539124,0.29172431466186,-4.43588253641654,0.194589376827048,-0.835966482467828,-5.68068712598849,-0.518990333914838,-0.100953791208644,2.26153783706775,1.61375801338787,-1.59681798272637,-4.47626012284179,-3.85337672723299,-4.45258741522568,-0.755936212004139,-0.529365374368917,1.7363660753063,2.72633333716338,1.1227864264617,3.8519815534803,0.222936861406601,-4.09478268039214,6.21511449576498,0.405616244498843,0.622074639285384,1,0.535265854018273,1
"K00077: panE; apbA",3.36049394929147,3.17553316110258,3.86937841663364,1.97876208707137,3.07832391922665,3.23206612903364,1.31349751122107,4.70378410316791,3.1037718358942,2.44696362617452,3.6165347059805,4.16919363406396,3.27245548826431,3.20609741014378,3.08807987783092,5.20289535334961,2.29267630802528,4.08483748072809,4.19412069857034,2.79468076444889,3.55900103549957,5.38615878297876,4.40100533997372,0.710796787098069,1.48758658353741,0.433125189270365,-1.98441260513397,6.20254510878488,0.319812834510979,0.138951349926529,1,0.176457226017017,1
"K00078: DHDH",3.89592941092614,4.15410233484999,3.64363218159775,3.84734642335106,4.6644946840506,5.5549720227389,1.55267175093426,-1.32661574462267,4.66800083471604,4.33461433083607,5.25099518178074,0.504570269692291,0.492779543038253,-0.814390892716489,0.00874400889924765,3.92937268311576,5.91520126356779,3.05790312175851,2.99879076679114,5.23731570869116,5.80562769007056,3.34018036212517,5.14796401737835,0.478489956700215,3.58704659904174,0.137801931114213,-4.75428775554231,6.87935347720432,0.445312511260904,0.662128180196443,1,0.658126715099916,1
"K00087: ygeS; xdhA",2.37298434604698,2.12317578600181,2.51755472486383,1.63179754801119,1.83697179098125,2.60834852481837,2.16597978971966,1.28991866480786,4.75611142073804,1.21478288035906,0.713958571072446,4.0432098700912,3.2727122566059,2.92660665892641,2.68255102678131,2.56861859612988,2.76850261152178,0.150526987246977,-4.17014373694664,2.01804878853723,2.55578771353275,2.44397542223909,5.00680233253024,0.28127940807324,2.35877518409012,0.0755132406220005,-11.0017231066851,4.14471876560594,0.457812508644603,0.623735099151979,1,0.743933468331205,1
"K00088: IMPDH; guaB",6.95991646814215,6.9282656083828,6.97964199451951,6.46247292452678,7.4906342667382,7.03675080274155,3.68225373761021,6.92190501605772,6.82074377618659,6.93934092927424,7.46914778702428,6.46754496268985,8.48513841139558,6.7412376233772,7.71813609348036,6.94558721137003,7.57450683034962,7.24042550901706,6.54476322542874,6.47699787506527,6.95681917099735,7.56853533781978,6.96392454806395,0.0935453870637479,0.883444819174624,0.0796123184301077,-3.9485791551123,7.33005522811846,0.421216865059233,0.488602326077894,1,0.541746276169651,1
"K00090: ghrB",-4.51282055652798,-4.30474295304994,-4.69690820328861,-3.86325297090993,-5.20773698502392,-4.59209011912511,1.96570301364535,-4.70763899774768,-4.30238565977623,-4.94835227095529,-5.1351942383637,-4.35201835329755,-4.64112360334826,-3.81130224096331,-4.68180971546735,-5.21111838226802,-4.49630256159073,-5.64197729402625,-4.5689844013816,-4.4574935066863,-4.44480026803062,-4.61960803620311,-4.76270616888129,-0.744847118952759,4.90019497236145,-0.11024376234516,-4.08641359668049,3.45694172129875,0.440625012252645,0.607285429523716,1,0.661141248457425,1
"K00094: E1.1.1.251; gatD",-4.33391227741386,-4.50759297581617,-4.2194300201444,-4.41623008872656,-5.08547980831696,-5.1113294018271,1.20591914289633,-4.57319249130311,-4.2357879868308,-5.27703182299389,-4.96728116320832,-4.91100675602825,-4.59716548727965,-4.36516183739387,-4.17832423779904,-4.77846418492725,-4.45338549366022,-0.543288181502573,-4.43950453384045,-4.60527009354502,-4.20322221726658,-5.23401845970074,-4.68498828808279,0.173051815353027,4.67161928595111,0.0246405148693993,-3.91796984178826,3.90387723468153,0.483619348099621,0.768055540598949,1,0.739444016703111,1
"K00096: araM; egsA",6.08323730197608,5.94238649285333,6.21578949028773,6.06007191884635,6.88549515129283,6.07240612463595,2.40937160769052,5.49041020613168,5.80044159389128,5.82740603681954,7.04414783078609,4.20127091539114,7.56004637546634,5.48981959080056,7.10695664406309,6.0688823459664,6.32301225902928,7.31236650375559,6.09674375673027,5.22691651897592,6.01347818376904,7.57144807393797,6.36857638409383,0.321100837891685,1.45945640474229,0.206684715917931,-2.97553648477842,6.94426466779794,0.365054631703392,0.264118731682088,1,0.300370319502479,1
"K00097: pdxA",-4.57765043639433,-4.2013742440201,-4.85136924188387,-4.34470879683515,-6.07860196334537,-4.41546633100912,1.90026436443405,-4.06988428856302,-4.24626892171827,-4.11512063446824,-5.55967970583194,-4.20075599498567,-4.6054505319862,-3.98902263376554,-4.26160739782389,-5.01733430619627,-3.81564932430896,-5.88599806609134,-4.26100377832037,-4.78702759878489,-4.67346646547364,-4.96293914898598,-5.84385432996838,-0.723330661964022,4.83247946596549,-0.142372533973843,-5.18577728328501,3.68192350630429,0.432137299513371,0.574460272718724,1,0.619330444613436,1
"K00099: dxr",6.2094541269652,6.09481876724282,6.30160767237293,6.0103062247173,6.73509145289698,6.28037453963311,3.22885810505569,6.09595702171184,5.69873303922371,6.05137963051174,6.68764685128111,5.90043245724263,7.35349402303424,5.45999831324944,6.39839402314,6.12200316146282,6.88448863288525,6.35651222862648,6.11909163853677,5.96715839922648,6.50155297471184,6.9790612300984,6.25072792676251,0.159878249972897,0.814655684957246,0.153851959197937,-3.01312022456042,6.25814705808897,0.401562520834689,0.438570551445306,1,0.449697252727922,1
"K00101: lldD",-4.72281882981103,-5.10137975774068,-4.38918015810744,-4.2283238469997,-5.43547990772987,-4.7067819415862,-9.64784850258453,-4.37800905465738,-5.01385865852068,-4.63924326642973,-4.73361370687161,-4.36497768041774,-4.71620702798237,-3.98820970899419,-4.15412289067213,-5.12328503295492,-4.29974250741534,-6.25204075403323,-3.96840591742763,-2.40537535185693,-4.40146681344915,-4.54654138132103,-4.94696147557239,0.690511422888212,4.65241577155074,0.140070977244033,-3.91506894048972,4.71281414962372,0.434375013585459,0.611817677678513,1,0.601769022386282,1
"K00104: glcD",2.14732279005384,2.50234849864527,1.38116686992389,0.810144875539214,1.91863799127901,-4.45270860733851,2.55957048555581,3.98587025834355,-4.13863133885649,2.38025134339112,4.19658865327843,2.73940164420485,3.02547888536481,-4.25373169718561,1.39042607413539,-4.27367690959225,-4.5119773021624,2.68125769338206,4.53564299768842,1.06633240760435,3.11513809543091,2.59001599612421,1.06287080706944,-0.859953518985746,5.36811018141967,-0.130789932023826,-5.56890167399573,4.44630735370006,0.409375019063967,0.586008277293643,1,0.521981525633809,1
