"","rab.all","rab.win.BSH- VEHICLE","rab.win.BSH+ LETROZOLE","rab.sample.41L","rab.sample.41N","rab.sample.42L","rab.sample.42N","rab.sample.43L","rab.sample.43N","rab.sample.44L","rab.sample.44N","rab.sample.45L","rab.sample.45N","rab.sample.56L","rab.sample.56N","rab.sample.57L","rab.sample.57N","rab.sample.58L","rab.sample.58N","rab.sample.59L","rab.sample.59N","rab.sample.60L","rab.sample.60N","diff.btw","diff.win","effect","effect.low","effect.high","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Comamonas; s__Comamonas acidovorans",0.953030962869384,2.11265816429928,-0.0267384800211392,1.41223334078649,2.45403698063257,1.1819372071341,4.06665893448191,-2.70662662889474,3.97191228710237,2.83315054825854,2.27445371761346,2.07750796771498,-3.20752453513368,0.505090509035785,-3.1813976780639,0.644145450136298,0.413977107393475,1.53858850845322,0.685254211350527,-2.65538960937774,-3.49337424344525,-2.47197067261327,1.01799375279774,-2.26600319974616,3.41566505284422,-0.589033345961597,-7.53267833446629,3.39210600693591,0.212500087382835,0.172506403045082,1,0.0426015427103856,0.994711662499008
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Comamonas; s__Comamonas aquatica",-2.50595735061023,-2.79964684039475,-2.25510538726759,-3.24951014802756,-2.39667588876738,-2.6468308783734,-2.53173933262724,-2.99871472890518,-3.21660129172858,-2.53021416971232,-3.50375780980847,-2.25854620736881,-3.07227645283223,-0.330113054353189,-2.5589468630018,-2.41018020412585,-1.79475688034845,-3.06059643566619,-1.68039435879267,-2.47086845090131,-2.9762008070848,-2.90068628764048,-3.03915135544431,0.660163151946556,4.34986641934221,0.113350941034361,-3.61398616984138,3.99482741564589,0.439937609863873,0.642630215955981,1,0.606711182586763,1
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Comamonas; s__Comamonas testosteroni_B",-1.61396129943776,-0.659516754199679,-2.56058400228753,-2.55298707089903,-2.24577976935726,-2.46992173607164,0.459403245840598,-2.61407157894722,0.707413979200625,-2.5625640333098,0.183746474923293,-0.347575469367056,0.463941899831584,-2.61777578819561,-2.81826064393609,-3.2276108096098,-1.96021272008109,-2.80564429885671,-1.71838462743614,-2.91534222762624,-2.6396354800697,-2.35572867705488,-2.32649765232743,-1.5110417309077,3.91824994951024,-0.335003863460825,-5.47924842713416,3.09067725391198,0.315625043414496,0.368750855134969,1,0.299094904225032,0.998698254950674
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Comamonas_E; s__Comamonas_E serinivorans",-2.41908350303329,-2.27143200784854,-2.54872848558954,-2.78038283837996,-1.99834584238694,-2.20663466469904,-2.71879326817713,-2.47837815976549,-2.86125943992162,-2.17392556310084,-3.4982377028537,-0.30183402656832,-2.56890594185276,-2.27026223445078,-2.12927199098311,-2.99310884043987,-2.12115790146128,-2.61980628072116,-1.86348966921934,-2.68977701830069,-3.08141119272909,-2.53636253055244,-2.74748166670441,-0.107506952444099,4.31138804444469,-0.0331288784759018,-4.30366876728014,3.35658295254945,0.483619348099621,0.703779253341749,1,0.733183056301284,1
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Cupriavidus; s__Cupriavidus basilensis",-2.31443208734566,-2.45763661286016,-2.19448961410485,-2.94288015418181,-2.58418386576115,-2.49281930278999,-2.67525156161148,-2.52401591397656,-2.66993736279246,-2.59456900921478,-3.05337892125684,-3.11054591039072,-0.39166950517018,-3.00947148764,-2.33784836320506,-2.50239091960633,-1.99054119115683,-2.34622276326271,-1.44466756462007,-2.80309030415019,-2.71783999483517,-0.323169992603191,-2.55963438767029,0.186702222729819,4.199596631229,0.0352998819320298,-4.0696864064812,3.90289313551949,0.475819037677096,0.696455222879643,1,0.700172964612787,1
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Cupriavidus; s__Cupriavidus gilardii",-2.21445399596356,-1.908474009251,-2.52359431586017,-2.52525364377965,-0.0506654538088949,-2.23777090113117,-2.81854674136212,-2.19990760636902,0.500212964785858,-2.25482897421835,-3.38707217938732,-2.65248568173996,-2.72991603480632,-2.56232530058201,-2.67267690348543,-3.0268617939908,-1.8226676092495,-3.10687610329345,-2.17610612896198,-2.34079467075669,-2.30828673206633,-2.48699225903464,-2.99899295400704,-0.629999373928822,4.20989833205532,-0.131476864211801,-4.91517628614947,2.77639953469466,0.432137299513371,0.623647758672727,1,0.593408502294919,1
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Cupriavidus; s__Cupriavidus metallidurans",-2.5143777277376,-2.55488638554957,-2.44102224019602,-2.52506886544199,-0.00255064825922879,-2.6466051377696,-2.86409954776804,-2.87638298924205,-3.12325152520771,-2.71554517875313,-3.21936096062929,-2.62326608453519,-3.15754954595325,-2.28695118113881,-2.24159065822838,-2.42510165085548,-1.86526595159646,-2.88707355679471,-2.23279534415838,-3.37455231341635,-2.52888562503152,-2.428818086276,-2.7307649251125,-0.0456512623608987,4.22989969333124,-0.00911580906241645,-4.19735143123466,3.70454983369489,0.494539782698815,0.771369287087721,1,0.756393314019572,1
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Diaphorobacter; s__Diaphorobacter nitroreducens",-2.36294026286052,-2.31401882772199,-2.39811878285511,-2.64085519062234,-1.90966930026559,-2.4505650920622,0.387050170728672,-2.63582186177946,-2.42314457182744,-2.61708618438532,-2.90997072854171,-2.95485718504658,-2.84001070184186,-2.30072670048946,-2.20591126027124,-3.0029254619917,-1.57190659572728,-2.30941841199888,-1.34310865316219,-2.92891920853617,-2.85981056604074,-2.69641353594402,-2.74450176815291,-0.260706460856158,4.24886222526908,-0.0587293006889281,-4.63536306150195,3.64970999334708,0.471875005740203,0.725884598722915,1,0.747560718596419,1
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Extensimonas; s__Extensimonas perlucida",-2.24394048986313,-2.23789808254356,-2.26528144623329,-2.56997789861929,0.230538901698758,-2.310368950344,-2.57286779962365,-2.38743337352526,-2.64422558975149,-2.34833645175449,-2.84256761141587,-2.65130405870469,-2.51153161762639,-2.94413999483651,-2.16387766477618,-3.05595126191952,-1.8620633196338,-2.94983375643333,-1.90018015007445,-2.53827651630249,-0.371828762853164,-3.15265888254373,-2.6388927335566,-0.0454747302296479,4.17844068290387,-0.00913834791527202,-3.73803632601071,4.29588526309881,0.493750001271763,0.744129541197678,1,0.745646369400723,1
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Giesbergeria; s__Giesbergeria sp010020825",-2.12396543191731,-2.53722683873366,-1.63438253813205,-2.07484563510725,-2.40888801758328,-2.56232953426165,-3.0626690386625,0.748946505372375,-3.5094535961693,-2.5228065320239,-3.12453820436228,-3.19203389329361,-2.94979256237794,-2.97457088077423,1.01881574171847,-2.97184070217785,-2.3377818485428,-2.83296255795007,-1.33639659561169,2.0599973211324,-2.80630890250893,-2.3083536323646,-2.77523230322799,1.027481261243,4.53924092044361,0.198266871634785,-2.75369525261303,4.61535072957258,0.400936058354178,0.563488331208754,1,0.533901554617983,1
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Herbaspirillum; s__Herbaspirillum seropedicae",-2.52574038128035,-2.81573857322059,-2.2265718955101,-2.56065591155453,-2.76711041049484,-2.39365425972432,-2.71862985461675,-2.7755811569086,-2.81195724340323,-2.48909997135187,-3.28637637815344,-3.24429642998376,-3.06551783201082,-2.68242426659087,-2.47653022548437,-3.09613351654674,-1.63702476227255,-2.76652284955365,-1.66121611342293,-2.71685178105506,-2.74762951645346,-0.081393481834267,-3.45408445039171,0.398437076325921,4.39466349059541,0.0861584798561613,-3.21330938237845,4.39578678215963,0.454687509295184,0.637335583531693,1,0.613789183436533,1
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Hydrogenophaga; s__Hydrogenophaga pseudoflava",-1.65072926819019,-1.76480825764819,-1.5563226767715,-2.43151136605576,-2.4110663699196,-2.91509482311087,-0.271883566305689,-2.62606787890422,-2.61259072376163,-2.77128917394853,-0.646597183486062,-0.103209188240452,-2.93003506944571,-0.342710888344673,-2.30265149034226,-2.69269910006564,-1.83977098777577,-3.0859615753251,-1.79421083627988,-2.52410987984821,-2.29603844902769,-0.110941927520672,-0.339205251502197,0.176562550931473,3.89175363255484,0.0414505606476435,-4.18063120923889,3.95861394082814,0.466458665179807,0.716767250747443,1,0.697331040669857,1
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__LMUX01; s__LMUX01 sp009765705",-2.48905180222228,-2.68342113793165,-2.24105587956215,-3.10118489397582,-2.61709764943371,-2.13289569812914,-2.89295031604177,-2.37873257841615,-2.60087819499945,-2.3920988556057,-2.77878560422571,-3.12583131505946,-2.88359566782272,-3.19578230928424,-2.61838465211622,-2.52975371069435,-1.81041074275346,-0.351781712255805,-1.5741509206324,-2.89455798208435,-2.68216226862969,-2.75264891386574,-3.10227235097484,0.372016112166969,4.24995259410984,0.0842168476685655,-3.454688195179,4.97471935527786,0.457098292697049,0.691758817684972,1,0.64434510922514,1
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Massilia; s__Massilia niastensis",-2.40372743424778,-2.30427476198957,-2.47831369892311,-2.70139396372654,-2.02853093790841,-2.90754247553922,-3.20334990420964,-2.20542361283552,-2.41778456131666,-0.443082363788539,-3.00725778380461,-2.73719641966148,-2.8770734731388,-2.8967258815801,-1.98555585965076,-2.34025135394003,-1.81005772912972,-3.02974938674081,-1.85824897064535,-2.52608726462759,-2.51724499788599,-2.84309187625834,-2.76153111308927,-0.0901435462395934,4.11824143850687,-0.0187161592873076,-4.03074279371228,4.17306190555201,0.492187501589844,0.732022006907005,1,0.744558786318171,1
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Massilia; s__Massilia timonae",-2.46937198441887,-2.44682432827803,-2.48027268711142,-2.80791437043717,-2.29093635796126,-2.41656586175274,-2.85491613041029,-2.86495621227871,-3.49498622339338,-2.61709476880543,-3.32263200036214,-2.55508415635253,0.52116398033281,-2.82049355743067,-2.47434087740396,-2.52668806727672,-1.52837084279287,-2.70699358800432,-1.487625575301,-2.42975388272115,-2.90359893600818,-2.76550496489811,-2.76227768991909,-0.126399931976612,4.17216711730376,-0.025202660221553,-3.52620932217103,3.92739495483554,0.48750000254472,0.732825846456377,1,0.75550058252506,1
