"","rab.all","rab.win.BSH+ LETROZOLE","rab.win.BSH+ VEHICLE","rab.sample.51L","rab.sample.51N","rab.sample.52L","rab.sample.52N","rab.sample.53L","rab.sample.53N","rab.sample.54L","rab.sample.54N","rab.sample.55L","rab.sample.55N","rab.sample.56L","rab.sample.56N","rab.sample.57L","rab.sample.57N","rab.sample.58L","rab.sample.58N","rab.sample.59L","rab.sample.59N","rab.sample.60L","rab.sample.60N","diff.btw","diff.win","effect","effect.low","effect.high","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
"K02902: RP-L28; MRPL28; rpmB",3.13787293585146,3.25992335310624,2.96891888575831,3.05755196357438,2.89210977348383,2.14024069352278,1.86751160099741,3.33436930226783,3.35491191508184,1.37970789150508,4.42017246863886,4.14008857463026,2.27943284202319,2.98298216295401,2.73404626583501,3.50789052153812,1.30029322597875,3.83906896226517,3.74937572204525,3.19841428740094,3.30806369680015,3.97745639375492,2.63749973939524,-0.313102655830932,1.22974763860732,-0.215007931570524,-4.30824526550533,3.45307136386246,0.419656802998231,0.572639936481568,1,0.515958294317911,1
"K02904: RP-L29; rpmC",2.6170472593557,3.19918688730484,2.42226627986025,3.26927479639921,3.21642584005583,3.59716766020843,0.0440069511981438,2.43773208255757,2.51665964401273,2.3588117914036,2.39136559011345,1.54597038101746,-0.210231248589113,3.57434442632246,3.64996309133277,2.47944509219946,4.00926669349458,1.03931439654782,2.05905361293007,3.13643447979913,3.29687024820934,1.45347305917867,3.7317356585616,-0.669414006898028,1.78957325734558,-0.379675046019687,-5.92516044462982,2.6710190974494,0.32187504150746,0.202575203152512,1,0.186374021682652,1
"K02906: RP-L3; MRPL3; rplC",6.04305156632357,6.04568996063063,5.93291957284789,6.1533145777394,6.27240938505802,6.3317200832441,4.67863200405473,5.65065564312442,6.54929716623549,5.09624669576072,6.99141096327593,5.671438452687,4.11668550208248,6.03761616061389,6.80654594539471,5.87304544650245,6.48614551810793,5.65691008747802,5.62392006683577,5.43675396143239,6.21796526974811,6.30216731390641,6.05260685991167,-0.17574902011169,0.899750377900289,-0.169518737988569,-5.00938289210798,2.45770611997466,0.435257423651159,0.36263832182676,1,0.612439007393535,1
"K02907: RP-L30; MRPL30; rpmD",3.52641588773237,3.66273675211763,3.2934134971154,3.94341194949187,4.01352554348751,3.96454080508796,2.30154604835813,3.19020166784695,4.29698291079343,2.60281293821274,3.42702798238573,2.70520592359448,0.851792192140358,4.33902321568303,5.15468276743991,3.21556212799313,4.70570706835657,3.05337339888548,2.45712409469064,3.848928171415,3.70180524466919,3.68159383035278,3.07303527695611,-0.473330761338782,1.37411750470769,-0.307114352362915,-6.05822697697458,2.19793994460546,0.371875027899035,0.192532654300476,1,0.294311060939834,1
"K02909: RP-L31; rpmE",3.6929111734059,3.74872004769075,3.54952715548702,3.69890203685179,4.50870938908405,4.5373373483072,1.94779415960084,3.20677693649609,3.77074579988588,2.85809414054437,4.0136248241864,3.45263108381202,2.27176085174685,3.73992237367148,4.82630929873362,3.94096574910301,3.93722968579706,3.53289755797964,3.59001265905435,3.74585397170703,3.55325274179154,3.94797620834478,3.53983148921602,-0.29937073220545,0.934957123690132,-0.296443166243909,-7.98656962140005,2.88453572100352,0.362500030263061,0.223026736077964,1,0.33208283831107,1
"K02911: RP-L32; MRPL32; rpmF",3.07098006032496,3.16552312123867,2.95327352706921,2.81994445220636,3.30758578463032,2.95559203483966,2.1549312824173,3.1106432655974,3.0998670839151,2.71513841119397,3.94085697135042,2.97875222883016,1.93628095558169,3.18857302678894,3.08545982208854,3.18827270768513,3.21974541177758,3.04092072844209,2.28166215128228,3.13829689790266,3.05805089449904,3.48638636453743,3.49667720351491,-0.212849560237549,0.668719685708829,-0.304197516412154,-5.76882719219594,3.44784068413301,0.359375031067703,0.366349060767821,1,0.287928994863496,1
"K02913: RP-L33; MRPL33; rpmG",2.70595470062273,2.72002724060425,2.6735481817735,3.01639491287918,3.06602996421451,3.03426051834579,1.46070192982486,2.6432800172392,3.19859388607906,2.01721461166476,2.65126647142742,2.42310909560168,0.707716525641739,2.61554006690868,3.097876232166,3.02462867255081,3.18541789815671,2.60996886545586,0.925517055178717,2.60927876206342,3.07014531881502,2.62361319859914,2.33900575538438,-0.0982773156262153,0.98193977243211,-0.0844686568617152,-5.64815810641143,3.95741750947342,0.452418106462437,0.603549352381937,1,0.681331137419083,1
"K02914: RP-L34; MRPL34; rpmH",2.08054496628197,2.20824999411377,1.96450707196498,2.06177037118801,2.13275161108188,1.55855342434353,1.13760412691844,1.9330998176137,2.75438060983992,1.42485091224358,3.29653327227539,2.88069803056499,1.35268214155234,2.41132346206001,3.37372417403468,1.87221883653268,2.46627774442452,2.58048656482839,2.04475670613861,1.41486902764928,1.54183172138888,2.63030790112321,1.739021197391,-0.184199029720367,1.04843093411016,-0.163909271187814,-3.46384405981123,3.31700708095307,0.428125014931539,0.651248682763741,1,0.596367218791271,1
"K02916: RP-L35; MRPL35; rpmI",3.09316439989615,3.14348262527274,3.05794030469762,2.96347197144189,3.26801947799258,3.37410910446547,2.05813346482446,3.12247019740047,3.83117842348721,2.06839282068192,4.24481167378937,2.82171730913963,1.51574347117501,2.57287547765168,3.70714566216079,3.27016157784893,2.53395808752867,3.19812605700707,2.59887234278071,2.98181421077182,3.00894511015647,3.85141722689164,3.45370130687636,-0.165437622175219,1.02551874448021,-0.143630188106652,-4.34272835953147,3.5259933594697,0.433697361581848,0.576798899653395,1,0.642514992747191,1
"K02919: RP-L36; MRPL36; rpmJ",0.909156624282859,1.26808501565939,0.47959782315184,0.920931996724642,0.718513097119978,1.0186364794214,-1.28119593250407,-0.119056575732438,1.37069811009258,-1.20523517003501,2.07135902207936,0.374022374890259,-1.9730860244436,1.34523951132319,2.00328891381313,0.830650000608699,1.06127391425378,0.71094836362796,2.11904573866671,-0.179339383721794,1.64311327335912,0.844408268623829,2.65680958033188,-1.02688558597149,1.6929608782635,-0.561441234023483,-5.57328959868366,1.58233028501767,0.254290237306813,0.0592963625663836,1,0.082048417913356,1
"K02926: RP-L4; MRPL4; rplD",5.64874452023087,5.64889928376481,5.64310731106629,5.83166677462815,5.80534411871,6.21796706881976,4.63792846900567,5.48113807623908,6.35373095636232,4.97066908265688,6.71636747983475,5.34273821649399,3.68932097796163,5.58518148780607,6.49295444177536,5.75136721073896,6.3935217215121,5.5899617357844,5.33271107973676,4.97701664812495,5.60596595565957,6.02394986641815,5.64285167755316,-0.133775899053266,0.940662845795324,-0.114389895170795,-4.87184737798905,2.87497247528559,0.443750011590777,0.482111060009363,1,0.643255242725541,1
"K02931: RP-L5; MRPL5; rplE",5.26649323306815,5.33285686494445,5.21170572797173,5.31916979580432,5.14979084560167,5.59276051706103,4.28946498473326,5.01220245920296,5.88775761910904,4.39936314757091,6.37649257333214,5.29740343578579,3.42159613014818,5.18953874565499,6.02323328633871,5.38800458217965,4.99164935022026,5.46248805840279,5.07644945250296,4.81459899049486,5.20845477003324,6.05828076135099,5.50177019418198,-0.216643120098804,0.933888339297478,-0.224449796124635,-5.23598294715163,2.72665526814427,0.403125020477975,0.347798006356057,1,0.479864913047479,1
"K02933: RP-L6; MRPL6; rplF",5.05962055351237,5.12366069357981,4.94186335899088,5.25793034050604,4.75394910663683,5.16241274204579,4.17668198681786,5.06272274698962,5.2288993952071,4.37125132822982,6.10967862504303,4.78815242620632,3.91137207896551,4.81935758385918,5.56562821727346,5.13746149562835,4.59207912793746,5.38028709758656,4.98980019021456,4.79971048765168,5.07821595249684,5.83410318480018,5.65507925974719,-0.337447375922882,0.812481725604859,-0.371043254859675,-4.80354555279978,2.49642469957055,0.344773825791928,0.241340429027934,1,0.257230566936933,1
"K02935: RP-L7; MRPL12; rplL",4.49279222632695,4.49224342092188,4.49813835159417,4.94772971892987,4.78442690435455,4.85951341830142,3.40708915097077,4.24838111624942,4.75444448460973,3.70420137654354,5.26721863251112,4.19658272572215,2.81508071254918,3.79387066968755,4.8438791402821,4.67080471408211,4.98524730499603,4.45988409298427,3.85334348838749,3.66875217513474,4.3676549390111,4.86866607393715,4.49820579753326,-0.0518696892738628,0.918427392228168,-0.0384560965348625,-4.1767025474544,3.15829781531577,0.476562504778868,0.731843855743186,1,0.899089373281517,1
"K02939: RP-L9; MRPL9; rplI",4.48890804440294,4.53528219651244,4.43161399503523,4.89688061911629,4.39261031607469,4.73346702852497,3.5214414763618,4.19378301932518,5.16917038572263,3.42802766129638,5.46605570584201,4.46912122518419,2.89956758624795,3.90588909437808,4.66379194480117,4.6415409524673,4.79025806347058,4.78345431426621,4.29055983220202,4.2828706427072,4.35044955391967,5.21465341825736,4.40675014711394,-0.120161433264419,0.866838575540567,-0.118936184677749,-5.1602472869612,2.92049219238651,0.445312511260904,0.476734311917001,1,0.68407842641105,1
"K02945: RP-S1; rpsA",6.87260726591338,7.04816774815719,6.7922019348805,6.85416693896243,6.43236652966323,6.71427450830541,6.05044271913602,6.97612967586084,7.14800593345331,5.85049828566944,8.37138796973197,7.30996285089954,5.75500632080898,6.48430217916883,7.44002226506251,6.89153313327872,6.03857052402719,7.17797550185283,7.19237750929991,6.15919113009537,6.40816476779955,7.69769570606786,7.29873978664669,-0.212433095431217,1.04147407599654,-0.19368371838434,-4.5354721875036,3.73174928694842,0.406250019768453,0.671719747876725,1,0.43542919445106,1
"K02946: RP-S10; MRPS10; rpsJ",4.51425887780742,4.59473598244402,4.23854091332984,4.58064169512539,4.70763267803404,4.83282382386656,3.20076410047592,3.96468775222917,4.60211944178896,3.40436725433125,4.98743263072804,3.77629006616167,2.3770358356618,4.8240217246154,5.21132363920051,4.08481671414109,5.09622961746942,4.30588512726292,3.79710315775141,4.05439340767206,4.61939960624423,4.59359826579598,4.87309550475795,-0.403008102808077,0.968087453806752,-0.41033048666063,-6.225341216469,2.12174547546685,0.31406254390001,0.132494810877467,1,0.194486072170863,1
"K02948: RP-S11; MRPS11; rpsK",4.95108792398701,5.0481078855658,4.81478027899788,5.18781869213283,4.89786031880018,5.03584511929726,3.63681758184855,4.75404068642925,5.29266930522877,4.16704619306642,5.37814314707888,4.55529274833976,2.93527144397421,5.13523737955875,5.6501176923054,4.85650759814832,5.19566204181309,4.81227229800529,3.99029018617038,4.72452124345403,5.028025249136,5.24022294501374,5.25827413704829,-0.261574396187332,0.806754054513866,-0.267472766656557,-7.61844500839448,2.99380443337732,0.352574135711421,0.192318014526846,1,0.283469565941025,1
"K02950: RP-S12; MRPS12; rpsL",5.49827639725601,5.70592491674112,5.13421281285405,5.69166513808613,5.81586096334147,6.08681422930475,4.00351841685209,4.92412553860457,5.90236089062171,4.78097324763372,5.3393028117853,4.89604361026625,3.24381716152852,6.13670121698341,6.78854981880615,5.22056768966909,6.11946186980658,4.94108372232425,4.25792944965281,5.66033987952271,5.94789737393641,5.2193915691279,5.74518927220132,-0.399829331304248,1.11094788397365,-0.367892711446452,-6.469145251419,2.33892971029703,0.334375037849555,0.167397462132527,1,0.18054496538678,1
"K02952: RP-S13; rpsM",4.4292382388822,4.48461107440549,4.30324052842815,4.85745885063889,4.28459221342537,4.59346901147988,3.16520227609071,4.3146996726865,5.11830084131874,3.66810528699828,5.08888004591493,3.8604444832714,2.64995290908902,4.15508295714606,4.95313408074508,4.49674233824383,4.56962816262219,4.54556383713757,4.24250589990205,4.30696516460843,4.58869922109317,5.02953570086867,4.04172216610675,-0.219285879192341,0.799935536214169,-0.21612003455948,-6.27204653335717,2.39857973743177,0.400000021192742,0.264105068192312,1,0.448172860421312,1
"K02954: RP-S14; MRPS14; rpsN",3.61930342582966,3.51571599830161,3.68874557040964,3.81628341363839,3.29191877609902,3.74900690756015,2.7846909746048,3.8579686840983,3.99193811894662,2.833271296595,4.99340430306795,3.7399976740286,2.20290355297606,3.00815925133171,4.16760162672022,3.55823044505807,3.234242079064,4.10481495400055,3.32752781735731,3.19138023487655,3.28801306224132,4.62618243832384,3.9413100267007,-0.115608437581472,1.04352838645589,-0.103629860524942,-4.39830918539746,3.86616975081111,0.46177847893635,0.7257890859041,1,0.709084972206586,1
"K02956: RP-S15; MRPS15; rpsO",4.51506385884861,4.45636842841172,4.57213542023373,4.5726970535076,4.811402317867,4.99363857534897,3.33511616692769,4.31997314275926,5.20228250001245,3.58478009684703,5.0701348984652,4.57213542023373,2.94119578069284,4.7781841516374,6.01204889402902,4.04171477248374,5.11401597359969,4.21768296746615,4.17317431204943,4.4364616680315,4.46702966842096,4.75083861788054,4.24456302483538,-0.0134748192073904,0.9635097886792,-0.0151364804804747,-5.60535483524349,2.93361539575391,0.496099844784822,0.392671190680252,1,0.830496540031176,1
"K02959: RP-S16; MRPS16; rpsP",4.31469575010701,4.41420881279437,4.24842472573769,4.21193215059695,3.65350796024525,4.34305486338176,3.56612367477589,4.33425268529481,4.67876325337108,3.12452325797777,6.17906224444324,5.42434409491548,3.60993081300862,3.97756706863094,4.76554121108432,4.49059403988249,3.29687344154622,5.22874567997337,4.95785997496731,3.40052654601151,3.99397465392232,5.66163043987329,4.35858618208921,-0.172050682902408,1.18448685073189,-0.125260021246191,-3.94853786530467,3.1737951912515,0.4414976719363,0.803681770427143,1,0.654824894049449,1
"K02961: RP-S17; MRPS17; rpsQ",4.45888610841441,4.45719355581008,4.49502451778128,4.73132838121991,5.04717190541081,5.07042575521324,3.1991102472714,3.91354796772533,4.90537714944369,3.58060616640615,4.77933997360032,4.10440511103423,1.89593907063005,5.23722073616144,5.88596931444609,4.30307867236482,5.34378789143876,3.93645106590757,3.10094534977826,4.52692068978398,4.73521700488575,4.38084039553468,4.30546452112657,-0.337751650826785,1.34430421926217,-0.254637436213898,-5.6970358659365,2.24033498344844,0.393750022638884,0.287188400431551,1,0.411019127930893,1
"K02963: RP-S18; MRPS18; rpsR",4.44792094738037,4.46205455212858,4.4267380986941,4.62559029926871,4.57841492095645,4.42690195608963,3.14684517177173,3.97092836821083,5.01102372522662,3.42211298959237,5.08523274481302,4.45053718161656,2.86595088066755,4.54508241023987,5.6472011084223,4.21246563884837,4.88499089884175,4.26466745999937,3.87360531698682,4.42958628098383,4.55297130307912,4.91328241641349,4.25521928535269,-0.283423974612021,1.0009063431101,-0.28050703996603,-5.80371309244349,2.20542416207025,0.395312522275204,0.205495324612909,1,0.445203234265734,1
"K02965: RP-S19; rpsS",4.96043123433227,5.01568699742051,4.85048372718181,5.04751707355891,5.4536627972621,5.71419343742719,3.502456497892,4.63691402018147,5.36160135146469,4.19501168596508,5.09626066037162,4.61973660976521,2.77487327988174,5.58104145300248,6.1764540081347,4.47491508739697,5.7135826497892,3.98120802528253,3.90145645654258,5.0993265287981,5.47856314692263,4.60102680236166,4.94800494800549,-0.292258598794784,1.1946395863597,-0.22260357548464,-5.68793609627233,3.11214119916645,0.389062523738901,0.369941685951247,1,0.465282842641105,1
"K02967: RP-S2; MRPS2; rpsB",5.91450815637372,5.88218712311706,5.9580665732802,6.0564590613549,5.99543367026058,6.315588177162,4.95138650704556,5.93518110772344,6.61248709790039,5.1917353356226,6.97963617536521,5.79009215775115,4.41704452807776,5.78034632151064,6.70084034302145,5.81339664588271,5.77075548824465,5.95176682043022,5.37401601894654,5.89679810490386,6.0816734294867,6.31099746979999,5.76507768329043,0.0175699830998761,0.853459177405948,0.0213101779324508,-5.27364263473787,3.083487110866,0.486739472270124,0.669565267954888,1,0.925355350435169,1
"K02968: RP-S20; rpsT",3.89336447008411,3.83450689591516,3.97793303453815,4.08931884064197,3.99846580910353,4.22003632563089,2.70999750921422,4.0553614061889,4.13722949200087,2.44807679413215,4.7174588817216,3.50186723174763,2.56219440694634,3.50780210776581,4.03775005958652,3.99199353912448,4.13213265134432,3.77012954452476,2.85250088562202,3.60219104972712,3.99690961038127,4.24009983041829,3.62125051034196,-0.0153879557923498,0.897401059638291,-0.0148104761804171,-5.94208150999308,4.07293792107976,0.490625001908018,0.657642276273831,1,0.889214947687761,1
"K02970: RP-S21; MRPS21; rpsU",3.0878089863071,3.16644521238236,2.99179276464596,2.95708007117682,3.31083191426876,3.06960721838113,2.21986114515273,2.61486676434123,3.48645169562704,2.62048714299625,4.21356956631308,3.28391861753179,2.38972684420489,3.3854204081103,3.51519388238785,2.77342979300898,3.30575458551242,3.16888992559093,2.55067203990599,2.56510370339339,2.18474606926364,3.54994539805941,3.36225824899739,-0.0846466017071013,0.839968355766047,-0.0913441762853934,-3.54264086684116,3.74282383318855,0.453125009621297,0.863682662803053,1,0.700165268651627,1
"K02982: RP-S3; rpsC",6.43505887948282,6.46609987275802,6.39587191198954,6.43414711194095,6.79622390894276,6.95438068407076,4.90164972607967,6.0595744558887,7.07307697151768,5.40240950696091,7.11214384910463,6.3610200182924,4.35858378579882,6.76002727895456,7.18243714211949,6.10476334253045,6.92381201978553,6.02528111992605,6.03186908556701,6.13796845238936,6.47921358973444,6.57756280517832,6.44224875582653,-0.0645896847752025,0.997413147607998,-0.0607976367353232,-5.86440417299432,2.50261815117158,0.459375008320096,0.350246267617555,1,0.715020926248674,1
"K02983: RP-S30e; RPS30",-5.06045147499657,-4.92346495743155,-5.23063129421078,-5.40251533165149,-5.21390245051298,-5.08331619929924,-7.50892678408922,-5.6381445659174,-4.87266969747826,-2.68686057568893,-4.78176919985016,-4.69169700182082,-7.30604906036601,-3.91032080300793,-4.30670399786845,-5.55040207871226,-4.36918690397515,-6.28061847822709,-4.20648969222329,-4.60293426395119,-4.98041502669752,-5.86715356564054,-5.9817590820217,-0.217674386743372,4.39643134471084,-0.0579964090839622,-4.45434652067063,4.13376430138904,0.476562504778868,0.678113038126068,1,0.683198465137803,1
"K02986: RP-S4; rpsD",5.63049631050725,5.64015544514446,5.51996127421893,5.88097805092113,5.74855701484925,5.89828738347526,4.51140677831669,5.35797935312339,6.01970750052334,4.77345118151846,6.07703302440788,5.25749230173377,3.65892337450706,5.96866020940321,6.62178975968063,5.39683565612434,6.20006206162427,5.42364968959868,5.14661420363728,5.68408186172434,5.59380123191549,5.77199390408803,5.40713073147509,-0.261408742422714,0.841584801741226,-0.295132186978611,-7.51100019698998,2.40844343928133,0.386895499995569,0.182975776773144,1,0.38778358348308,1
"K02988: RP-S5; MRPS5; rpsE",5.29655744218219,5.33821516287833,5.1382650064616,5.4009011466295,5.24776930368216,5.38928443193327,4.23923327479241,5.03752293852787,5.76498645788527,4.58586583327799,6.20714265011477,4.98359661441711,3.47230624928111,5.16093246856908,6.09875923255617,5.33740937748014,5.59035619586126,5.33459821144413,4.83700502885202,5.20385144575804,5.2916832816601,5.49263175313051,5.34988143260623,-0.212502271112721,0.795471613584838,-0.258569518018275,-7.29807918090971,2.36458212341913,0.369734817735309,0.237057990616083,1,0.300459372767326,1
"K02990: RP-S6; MRPS6; rpsF",4.3220351853844,4.34904424727096,4.30136514464232,4.41658740125043,4.43009048094788,4.44704893699317,3.34522215706878,4.15902473545868,4.53430334756833,3.13641826944756,5.17096469261269,4.21680416050895,2.96994975326469,3.57959540472339,4.53090252004775,4.35577062492608,4.32286800358922,4.72233478115965,3.92949445329905,3.77833867708134,4.20263990752977,5.15734251678828,5.10234627383921,-0.214728257550384,0.984770696640454,-0.255218833771128,-5.59872570619238,3.05915020433077,0.397815934264394,0.333843819324902,1,0.469725949360237,1
"K02992: RP-S7; MRPS7; rpsG",5.29826524951154,5.35112695845699,5.08424710377791,5.11461246847924,5.60355950098925,5.53327823965325,4.21458197412722,4.84167469237399,5.75793453915538,4.20880829768111,5.59947507253863,5.0034736626636,3.18829930488483,5.31377659129173,5.95409270991494,5.27066832940451,5.50891118705821,5.23373143342428,4.61477039927048,5.2316347711199,5.32360298481066,5.58577528156717,5.69154355151158,-0.310590854749578,0.812727711969168,-0.358262733397862,-6.94663293448655,1.91989264663268,0.335937537405907,0.136242036954543,1,0.237424207468228,1
"K02994: RP-S8; rpsH",4.79509578823425,4.83709532918676,4.74646310979167,4.901812535956,4.7539959438144,5.02544882016549,3.67890679868565,4.67836998482117,5.22979142662388,4.2207597874077,5.45481577508562,4.67996459756833,3.29963346343085,4.94698252630626,5.50607878893334,4.91981640438909,4.68032330848351,4.7699939225188,4.27126162416284,4.63300760574305,4.65274049377824,5.33975101210275,5.04064195723052,-0.176274347802194,0.710711063935617,-0.224605643903675,-6.38346572323025,2.3471473519531,0.393135748140252,0.276046747768112,1,0.452651571532183,1
"K02996: RP-S9; MRPS9; rpsI",4.71476651102468,4.70730590695713,4.73565535820615,5.0203370635222,4.81831549327291,5.21280210704046,3.71734872930505,4.63915874609898,4.89540903808083,3.48111115199659,5.78745364480588,4.55288061508501,3.33374824307196,4.27630535733703,5.11771322500808,4.73141002674284,4.90102151250625,4.66960202281602,4.55603916314944,4.31974539094347,4.89419340665958,5.26565508055336,4.55381104555898,-0.0288093153184823,0.89639200620493,-0.0250408623944336,-5.89172583445969,3.67215532577106,0.481250003820066,0.53661113502491,1,0.808669018191561,1
"K03040: rpoA",5.87571081846286,5.93102565127682,5.81130412701249,5.90269166092423,5.69985535681905,6.04370203399107,4.97518057364605,6.03710911400151,5.99129567353521,5.14141198830596,6.76352917991109,5.6242983499628,4.51213859590948,5.72281296078998,5.84369115321117,6.11846212063294,5.48666347960391,6.18634715528033,6.31226899411426,5.35395646608559,5.779867877674,6.72798026651235,5.97433295722811,-0.243966171287818,0.767184551407254,-0.297335118844623,-5.22892590872176,2.50747165176605,0.372854941766389,0.269014481816631,1,0.315794632515318,1
"K03043: rpoB",8.36372823068343,8.36641916969594,8.31558948133036,8.44779828908397,8.71105128775668,8.79078312600905,7.1499392580778,8.15503701565563,8.99698357750169,7.49455062313975,9.11594304689494,8.21990001869827,6.52551236127394,8.15870646799486,9.1410177596213,8.31712641436937,8.68649424423367,8.21641449147673,7.81375414695759,8.30207739439262,8.50168000079196,8.69613703678699,8.3992433732397,-0.0706752355687046,0.858056826289892,-0.0781759044161962,-6.05112963988495,3.21616805537637,0.459375008320096,0.389583098035395,1,0.71786555646366,1
"K03046: rpoC",8.20225749371741,8.24405191133748,8.16892838518673,8.15529237483124,8.46484214815792,8.51552410091536,7.15598098175769,8.08191557431797,8.46802557834169,7.25603762946282,8.91143902391687,8.18578721616102,6.47632592277577,8.002207907842,8.80171440242342,8.27435385006308,8.11370237744287,8.36253126015554,7.80683304182593,7.98133531508261,8.1972192259234,8.822492706423,8.30123535485474,-0.0844578932812015,0.808887297768754,-0.0894957728213842,-9.60544667361988,2.98319214264572,0.468018727261793,0.273013620350525,1,0.697588221086189,1
"K03060: rpoZ",2.37363953807057,2.34659581341639,2.60808905788509,3.66791886787153,3.34680154717328,3.71705282068597,-1.47968475500122,2.98080028427023,3.52249992577352,2.1842675059526,1.55693245577064,-0.742683792514956,-1.38754024623088,1.62159823687669,0.431508482741979,2.45364386434072,3.80270174902543,0.620299103612355,2.1747344486766,3.5608316603243,3.66423000500293,1.6773185363393,3.22577516721821,-0.176056105888837,2.5428450011983,-0.0735403310727792,-6.82158690108383,3.39312333336964,0.454687509295184,0.483772533148301,1,0.729941872659075,1
"K03070: secA",8.06631837645698,8.00261180351558,8.12291520512285,8.22191932174922,7.96568271315822,8.29532654163061,7.1200254608941,8.09835859140757,8.52384296288365,7.10472253360017,9.04242914101088,8.15441444528803,6.69750398325458,7.78723148684912,8.69060197468422,7.97498268911777,8.04381481633617,8.11016463067427,7.83776214722584,7.58583930380702,7.70417274280065,8.54891844547805,8.20408640763187,0.0467262551092791,0.850079721014325,0.0494130038752357,-5.46304914633223,4.23570564698421,0.472698913509976,0.632697733462216,1,0.923606083834896,1
"K03071: secB",-0.169184347337172,-0.640242203739074,0.0547685861279721,0.29481124658666,-1.31195452691787,0.170790359985958,-0.157919239976846,-0.549592565002216,-1.88954345126602,-0.0435408409275695,1.56327364926191,2.40659689839878,0.975269965747475,-0.54786318344822,-4.56148864356983,-2.62596246126409,-2.10239239899911,0.901110162378809,1.97445212199549,-0.902305821693041,-0.153038294838723,1.86250094560423,-1.21901561294266,0.840373974114271,2.60550525238839,0.278364440009803,-2.81422323856286,4.74559785672688,0.384375024852996,0.32848378770261,1,0.416354035863517,1
"K03072: secD",-3.11876244962493,-3.44356531469385,-2.81007069088982,-5.00595231770513,-5.48102015126142,-5.06982933160802,-0.381544664735236,-3.2141673877737,-4.98985339336931,-0.431654915453631,-4.76910880408068,0.705507857020701,-0.0891955692740325,-4.55913451905166,-4.47864688691068,-4.81199519954328,-3.98828328422282,-0.521834689532239,-0.083809069393519,-4.94082407293704,-4.87984339506526,0.190929732855013,-5.52296863167211,0.493869083328585,4.91350368094189,0.085769035957523,-3.49398002896914,4.70913955282086,0.440625012252645,0.656216511998561,1,0.67260611631016,1
"K03073: secE",3.281361161933,3.32494327519834,3.25615225861181,3.50086103360027,2.98176489472489,3.90923738653078,1.45084553146028,3.22962639665201,3.44847847562481,2.7262679756164,3.35834326594252,3.50610614321037,1.54271965276933,2.14579417621429,2.88804235088507,2.87127517063813,3.65235058747643,3.21211254979947,3.4321618246127,3.16056125771552,3.94469501605243,3.78768064329162,3.69934350252159,-0.210986726950128,0.924571357403622,-0.183625994364356,-6.43161054229008,3.22298429629631,0.410296430654863,0.368683314946392,1,0.475287592148564,1
"K03074: secF",-3.78766210884203,-4.28741059525849,-2.99796361440124,-5.12187140192689,-4.5616964255548,-1.4510936989723,-1.71403914139034,-5.57769055847756,-5.17502936503769,-0.760759245898376,-4.88959469803004,-4.70712132667112,-1.33687842780161,-4.25096479766867,-0.218898890822381,-4.73898313678147,-4.20735693105348,-6.71623748166336,-1.80831595123681,-4.68882236640744,-4.91179294312873,-5.02330447722795,-5.96885276373435,1.05315135672242,4.5912035507207,0.174037485005569,-3.90324490511667,4.32403939178624,0.406250019768453,0.565911744657214,1,0.548382731819264,1
"K03075: secG",3.89748482319549,3.80530700685217,4.02581562045357,4.22999431539506,3.60196252197018,4.08517797507277,3.24255791702463,3.99682011303398,4.49926115956334,2.7071482520746,5.54576905498691,4.22364097491056,2.58834553067289,3.61172979620844,4.34660010635651,3.89931471357591,4.09173845948891,3.95018421050242,3.66628747801822,3.29233162396378,3.22736018716061,4.88991641294753,3.53268281044731,0.0627990239325253,1.04830633579826,0.0565569001299733,-4.2687895022388,4.60711001087443,0.480499223929895,0.912207365891485,1,0.847409471816883,1
"K03076: secY",6.54459493769094,6.55825044714276,6.51160071878705,6.75230408427924,6.26642455701755,6.42318899945091,5.51746916201372,6.58791817022006,6.81330042032873,5.66814422905477,8.04071533529719,6.94239188395045,5.24138307421445,6.21888643690121,6.80331409937079,6.66390520005548,6.0886912134423,6.90343845405133,6.72534042879025,6.26400352920593,6.46798389012681,7.45915595129446,6.46721390572024,-0.121425831256608,0.955335635525561,-0.120647521018408,-5.58370289772374,3.4608299349365,0.439062512584682,0.548531130411474,1,0.623959015539414,1
"K03077: araD; ulaF; sgaE; sgbE",5.27919634283255,5.27919634283255,5.271335041236,5.49971727326834,5.65236841265331,5.58200186407369,3.96909963142228,4.85596177580773,5.4838438350138,4.63193010273925,5.56276157125415,5.00986935441279,3.83987053776307,3.79750081019813,4.62813108872042,5.07225063546522,5.62786344895137,5.36319149365446,4.7478476841426,5.1829211470883,5.47184743562805,5.85926735487253,5.39189640976447,-0.00861641538880331,0.900238910691711,-0.0119305828968277,-5.58693546610158,3.49585282781942,0.493750001271763,0.707558763724054,1,0.86030282846024,1
