"","rab.all","rab.win.BSH- LETROZOLE","rab.win.BSH- VEHICLE","rab.sample.41L","rab.sample.41N","rab.sample.42L","rab.sample.42N","rab.sample.43L","rab.sample.43N","rab.sample.44L","rab.sample.44N","rab.sample.45L","rab.sample.45N","rab.sample.46L","rab.sample.46N","rab.sample.47L","rab.sample.47N","rab.sample.48L","rab.sample.48N","rab.sample.49L","rab.sample.49N","rab.sample.50L","rab.sample.50N","diff.btw","diff.win","effect","effect.low","effect.high","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
"d__Archaea; p__Halobacteriota; c__Halobacteria; o__Halobacteriales; f__Natrialbaceae; g__Halobiforma",13.6262470625928,11.729172208143,15.4063834280917,14.7067251272372,14.1895237739926,15.8213206449386,15.6349240474095,9.27645594598147,16.2611998647808,15.8808470252521,15.1365357557146,12.8482995712175,15.666078154609,3.03721310369689,9.30337035349054,15.6002698371781,13.5031017645426,7.89534338546182,12.3980609106293,13.7910517699645,11.5789564665781,11.8597837465736,7.29082037924021,3.43257445129769,4.22873440112581,0.83785213701995,-1.53462665822486,14.4512118524461,0.131250164487989,0.0122160506790159,0.99771140663304,0.00414558593496287,0.83551274573373
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__Anaerophaga",0.197060994889554,1.67626869931549,-0.450786971722211,-2.59987470933033,-2.23848832997647,3.67422320802042,2.77726891763155,-1.99689501504916,1.25949383427327,-2.45686253315061,-3.0080232196722,4.77942993278111,-2.50186551259864,-1.7162816704496,3.73137891156776,-2.38221438458352,-3.54467733343126,5.28495780357647,-2.34629891247053,2.46015411069124,5.282359777849,3.39534848163165,-2.00910586474205,-1.13644630015299,6.24355861405525,-0.174464424999438,-4.58365502891753,3.43111000722593,0.410937518713548,0.572678174773922,1,0.494342115411678,1
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__Carboxylicivirga",-1.86743314821958,-1.46462900873388,-2.28327908274417,-2.43544230774147,-2.23483727674696,-2.69376053370057,-2.7501040316926,-2.28699102121838,-2.36637854784268,-2.50142145314739,-2.67085227373508,-0.144335688816533,-2.88262854833041,-1.76465993923449,-0.494826933602281,-1.91349596011534,-3.0533418328269,0.518012573867946,-2.28955240568481,-2.5082049350446,-0.081844831599728,-2.76952214294023,-2.404849428602,-0.723574318152112,4.13383173310745,-0.139537955658681,-4.71196178455574,3.5134829210675,0.42433698918426,0.582973303168064,1,0.560330584663015,1
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__Geofilum",-1.17780669564128,-1.69616197352778,-0.65685161220377,-0.30258349179884,-2.23037339669944,-0.100876437060494,-0.202269082886534,0.788372507312291,0.0536030259614222,0.168796195867658,-3.10299336578935,-2.65682094264175,-2.72734680961965,-1.69485361719641,-2.63913180517646,-2.42866807152985,-3.86208731426594,-0.259907106200274,-2.0998705385855,-2.54353069668174,0.188315941581887,-2.56083744598912,0.0795603794445974,0.83543178980541,3.83486405097977,0.182958236315385,-2.88847612232757,5.71579169686979,0.392187523004041,0.55237187203089,1,0.531507349558336,0.989364121224771
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017",-0.9668952007365,-0.854705205787385,-1.11337071349695,-2.72319921533981,-2.49679482605415,-1.85345325390012,1.29385544183841,-2.64679170046156,-0.134645864102106,-2.55442320518486,-3.22708337452599,-0.413629016806231,1.44221598521074,-1.76564502328898,-0.405796175052945,-2.48582735706106,5.37233084685027,0.494455651728259,-2.12397282081168,-2.78370979212812,0.79025244173835,-2.9421135350563,-2.0571350189024,-0.332070775533564,4.80055415407849,-0.0649426445755347,-4.98076003926793,3.55627984395434,0.4492979823089,0.674177534455558,1,0.720063133944229,1
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__Marinilabilia",-2.35022429920824,-2.09830537977875,-2.59921880962044,-2.69018949478202,-1.70330408865168,-2.60006690671775,-2.65747580153405,-2.45038498269645,-2.22377117587884,-2.31842390874148,-2.93937359451817,-2.57150260816746,-3.2608109605932,-1.35397831597726,-3.26919087882063,-2.17544634667964,-3.15010074279645,-0.296664169977408,-1.41900788484102,-3.09832453385408,-1.90845399125747,-2.32757972855821,-2.03066170687166,-0.406510028371464,4.37870199115976,-0.0998166963322771,-4.35038733889019,3.83257792795686,0.464898603098226,0.661440525675999,1,0.623151193330663,1
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__Saccharicrinis",-1.596722465724,-0.783054420239228,-2.21172649905754,-2.75172385241518,-2.2178839454875,-2.27204312297776,-2.33412708922113,-2.30312060362328,-2.25936915788204,-2.96148503855203,-3.13390825030395,0.499904319977171,-2.99240232812594,-1.21465539883787,0.785993046538746,-2.68897733929053,-3.82028772200061,1.09051523572892,-2.34824528222471,-0.374056452600941,0.773292806344667,-2.72121607835243,-2.23576041850962,-1.24577609725721,4.35076539502665,-0.249185718445876,-4.54282813202818,3.19557469922615,0.372854941766389,0.486557655857856,1,0.402973888534067,0.9965760161375
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Amulumruptor",6.65168870011939,5.71715784316123,7.2321445979406,6.51809393165992,5.22609777305236,7.43633716443814,7.17713079721589,8.30074779193338,7.29893446902177,7.70298798958999,4.80347835599044,7.63134746734935,1.61424891227358,3.92502681176595,6.91189526531218,2.81968232473919,4.52385176155817,7.76809032430166,3.27445697099927,5.41725032291724,8.08131455910701,6.10304050781892,6.77467235927032,0.841172227615957,2.71400306584722,0.330430062638303,-4.1853746813625,5.41736743769336,0.356250031881158,0.365629320763682,1,0.293595928549005,1
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__CAG-1031",5.62039949896047,4.91582939755645,6.41210124923609,6.36703082653403,4.15486417495354,6.67358966723891,6.5580853217592,7.62577546734118,6.49243400658134,6.23976881924041,4.08477688536522,6.97729913358902,1.72807224408509,2.82438403862558,5.94268791820551,2.49342567584225,2.9964897297192,6.96638599382591,2.70505020121109,4.80199096135083,7.35831909926039,5.18830223191672,5.12003173251661,1.25400172262006,2.6331076604651,0.452268046204225,-3.54747936946167,8.47355938190813,0.338533577902395,0.224275291883821,1,0.22310185460824,1
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__CAG-485",19.0962247390037,17.6270683213925,20.5685438281236,20.832438513471,19.1775453471402,20.4976636187138,20.6371290698675,22.441690290449,20.7148142420782,21.4733390357517,18.9616287384589,19.139709988054,16.102702978435,17.648025088015,19.097609358849,16.8348848931107,18.2131781025551,17.5991959545934,16.9908367645852,17.4711873447912,19.1523440066344,16.634226984641,20.3239819432491,2.19800193128503,1.89277963408851,1.03094726686983,-2.05872503981603,17.232097905371,0.162246615853437,0.00892615220794451,0.997413739917796,0.0101720309489272,0.892745947617227
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__CAG-873",12.7860128351169,12.141706374226,13.6557994575044,13.1255202753831,11.5640202313539,14.0310815154678,13.7589389901474,14.6952227862957,13.6009438564168,13.753908481798,11.5173176326772,14.1512055520028,8.70609711893643,9.7615726761109,12.9896188490175,9.21972861827671,10.5626265957585,14.362638741334,9.77922411629891,11.8507343237018,14.4457919538967,12.4020314280938,12.5531022166129,1.29059263320607,2.65011760658172,0.445830483820544,-3.3618611164647,7.67688146424898,0.34531253480224,0.200950532540864,1,0.24896992519864,1
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella",14.317868609565,13.1087611013903,15.8403097742219,15.8701188786127,14.2198363954539,15.8252260033491,15.9539376656582,17.6437168814836,15.9482293453209,16.5823947961725,14.1261513621167,14.8683412242213,11.1897628008408,12.5763744682637,14.3736131805018,11.8439776409911,13.324902385629,14.2173232000395,12.0221587943112,12.8840791576522,14.9367048910352,12.8049653461953,15.2531065183364,1.89085162404061,1.98917025847831,0.861203047615617,-1.79393217806973,11.1685762634948,0.191887776253927,0.0174354447541066,0.999745155964973,0.0190767654365758,0.949711911390192
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Limisoma",4.95256263874507,4.67379606862993,6.12100107799058,6.25089034720088,3.57748015465152,7.08389840691817,7.0384652191337,7.60066473400588,4.85815426456569,6.07814098022128,2.68087575983324,6.281202796261,2.79606801467598,4.37981676615633,4.63185690362963,3.30595728984419,6.29788515262083,6.22212901168668,4.42708700277527,3.93469250420866,5.63387970002094,4.51755835561123,4.94354354639439,0.901535606876722,2.11659490438366,0.370930867584506,-3.02433019961938,4.99662783006678,0.368750028679017,0.396565669364129,1,0.34245564081816,1
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculum",13.8945322806627,12.6786545333462,15.2756796105953,15.3535470118176,13.769079293888,15.2869452619168,15.3088852593547,16.9789290179834,15.3255658268012,16.0334709101453,13.5459338989329,14.3180981288962,10.6616923101592,12.1541689694031,13.9614571517866,11.3231317757551,12.8415789874182,13.7767274799024,11.6678176648556,12.4899623206551,14.4855333480031,12.256490361942,14.7718025043823,1.93078344790278,1.87182090813097,0.885775414660131,-2.33250810366474,9.21267619538544,0.200000095367178,0.0228494481394053,1,0.0207730905897508,0.957580284884322
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Paramuribaculum",14.4031193888299,13.1261729587805,15.7326467020955,15.7326467020955,14.1715896110827,15.8195882971489,15.8761784038063,17.4398794989292,15.7447411401753,16.3891053406207,14.0482256300546,15.0249147235276,11.0575061443246,12.5018614681897,14.3301123529211,11.7606125426444,13.3093069233243,14.4633058162751,11.8876257925404,12.9113818114568,14.9647821746619,12.959089974232,15.1172975842677,1.9890236506074,1.85585365893527,0.885844429307705,-2.09179659748218,17.6933214630047,0.191887776253927,0.0222379382555022,1,0.0187897314566239,0.950400102288207
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__SFTJ01",7.35837001866256,6.22653138492618,8.6751254981157,8.85879371131972,7.41725209215608,8.65107590933173,8.71542135382053,10.5728189316294,9.15367938759976,9.29142423886183,7.08519934658647,7.53777226882894,5.00095341665018,5.63815247283721,7.31625694256214,5.43125421160676,6.32678712866086,6.43938471430043,4.96676804508462,6.09676054273744,7.55100790479591,4.97358092520532,8.3861822887306,2.11519876834741,1.90553674790127,0.969374942040698,-1.37349128973665,12.7870341860156,0.146875143339106,0.00594869181746332,0.995400767434131,0.00783634902249453,0.867115369861575
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Sodaliphilus",8.15269984998968,7.2407938064139,8.89536431922603,8.95532251271911,7.09681961716238,9.40299530617488,9.23215623091649,10.2984103972424,8.66548822032225,9.52901950872749,6.94721158873614,8.8269361403803,4.85968317344177,6.2132915558687,7.82316546550961,5.07319319681524,7.34250691498666,8.62839314447039,5.8105501857657,6.55505231848703,8.84788439655771,7.09348968703541,8.47490471301107,1.26835340247973,2.09716909367757,0.575691341413155,-2.09376118207264,9.11559847517207,0.232449374006753,0.0879122176327002,1,0.0463175079564398,0.999696172507011
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__UBA3263",10.8844981427158,9.57037732501754,12.2682566057086,12.804397455358,10.8580264457532,12.3581157429036,12.4320846505348,14.3009833520069,12.1984592712999,13.1569136632915,10.8790860526647,11.3614057570145,8.03910177466997,9.04931328828156,10.8266399378955,8.49918670659565,9.73746536030954,10.3902273969123,8.74714272730957,9.2874424306159,11.287163786325,8.9117334863737,11.5812814248026,2.14572598297652,1.95119333542759,1.02147816420289,-1.96943609488446,9.84769693433665,0.159126494224551,0.00705353762425566,0.9965893349245,0.0087506461224534,0.882714253984167
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__UBA7173",14.2162429018968,12.6991391724824,15.3716662147051,15.456876243599,13.7221975709801,15.4084162633129,15.3886937688201,17.0747654041069,15.4000642023712,16.0398617208648,13.5681102116064,14.6438131642209,10.76043125834,12.066815831935,14.0232505978592,11.27182703385,12.7475653482214,14.3817092014747,11.4348848537893,12.6013347030854,14.9569700361761,12.6049059666659,14.5657163812422,1.97215015689987,2.17873516785402,0.779092737025291,-2.10291567970525,14.0447534164178,0.193447837530273,0.0270109391303552,1,0.0193489994912209,0.954154365342205
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__P3; g__Onthomorpha",-1.57614638436451,-1.74284335723335,-1.39301418055593,-2.92357437311375,1.92189460858121,-2.07236226667956,-2.65065415885184,-2.02796172356365,-2.73795172810978,0.190373315279626,-3.26007953623706,-2.09418563865064,0.432354864607085,-1.6220063955643,0.867253591348538,-2.55725449523259,-3.54167430042571,-2.66686245113256,-1.55742963962163,1.20330934937289,-2.67037885803958,-2.50851869374744,-2.64664427737272,0.190358860958106,4.3231861342948,0.0389145906247546,-3.74128688955339,4.32793325402436,0.484375003182019,0.699152503594191,1,0.739663055597653,1
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__P3; g__UBA1217",-2.39527866056504,-2.33949028965788,-2.44483847572614,-2.50358644569964,-1.895549294633,-1.8383784097145,-2.85447498478731,-2.38607434950545,-2.66723500947788,-1.90009317862967,-3.03536678182991,-2.33828641468482,-2.37275393464844,-1.94733276455037,-2.59237742415788,-2.77541415406095,-4.0620041350093,-3.07127969573821,-2.31085718100518,-2.92459730419803,-0.21735698881767,-2.07826772106404,-2.25673145751301,-0.265297566814425,4.31465619377498,-0.0396853950444962,-4.12410937227243,3.87598538918269,0.477379099761099,0.704482800942432,1,0.683225105003356,0.993759505780598
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__P3; g__UBA1711",-1.39819255876743,-0.917863190447392,-1.94078838764134,-0.231770238465014,-2.54901141172104,-2.22299150092365,-2.65543540126377,-2.32475791332618,-2.33872645056718,-2.58863388940905,-3.05762968249815,-0.0956949981660404,-2.56726391023467,-1.86884470335476,-0.458912772465522,-2.32581784061764,-3.91288567966856,-0.394828186499991,0.301382929751757,-0.608275123121738,0.764128664878809,-2.61884143756931,-2.30925139221989,-0.780270536452509,3.97427237737077,-0.175549823775194,-5.22028874906828,3.55284124399895,0.405616244498843,0.549357388912437,1,0.49833285184243,1
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae; g__Aphodosoma",6.61258330026885,6.41168833571371,6.94356122861927,6.74895265974672,5.73017639928264,7.39783186867024,7.06866605876237,8.05210356462906,6.73336449679347,7.36047494027526,5.45515388727287,7.45271103010877,5.52328640924482,5.28909005898867,6.38378241353573,5.16538262898948,5.34910764917263,7.34000138311662,6.68109911818866,6.27757600085356,7.52239959038035,6.58931228719641,6.37980847299653,0.495528687145665,1.30292159624533,0.372481859503478,-2.81048836072863,4.823475172654,0.325000040574129,0.270943356349867,1,0.232176153954405,1
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae; g__F0058",1.85500672616726,1.62089212810967,2.00925039883225,1.33751103429981,0.260274442167432,2.38956322542741,2.50556452998414,3.17386280975424,1.89066744380185,2.46400456031477,0.253894996992846,2.59136669438169,1.35468769445375,1.47483430579227,2.1449191865966,-0.03540203344091,0.229132477362594,2.67006265207712,-2.46020850932569,-0.467131719794436,2.84723550800354,2.37952642908356,2.00143845467117,0.416864671821061,2.1284717021956,0.157669537625894,-2.70295046080087,5.87005308403055,0.404056182449325,0.391953442180201,1,0.555503018169911,0.998087333031839
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae; g__H1",2.2868232223399,1.83807851099824,3.1235846176792,4.20693023719143,0.165975334225614,4.52919140825903,3.4508580675815,4.32094170508282,2.31470510500053,2.89082298024285,-0.676892780367442,3.47532070311874,-2.57782831585532,2.018136666435,1.89825966663175,-0.0196754636494969,2.44898620479655,4.00634801182948,-1.86757127624646,1.10354313022299,3.41195538017663,1.86732760254251,1.18331799250258,0.934854091364654,3.02574939678076,0.266452795957589,-4.87129093529945,5.74108652490108,0.363494569696814,0.581743947870687,1,0.330659423780554,1
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae; g__Microbacter",2.52194851525219,1.72707596338604,3.33864461665515,2.56975923491184,1.58721109598007,3.63699121623844,3.55792596978208,4.58931923395333,3.42658915170369,4.10638353881887,0.917181846779258,3.70919924300943,-2.77470490553828,0.878245874719729,2.71826112218346,-2.45251043595405,1.14371888342621,4.11907480786683,-2.27332311705933,1.30785145504646,4.3042692470768,1.72232636671838,2.61247265946916,1.12873169351605,3.02340634099741,0.283704429634845,-3.12183747656136,7.24670994947822,0.346333887770854,0.376389867248755,1,0.271508604592002,1
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae; g__Paludibacter",0.14531554197203,0.300445151270933,-0.0714081890819305,-0.385673891030926,-2.09291121993411,1.78939461278928,1.55126828830166,-2.31121755743528,1.10160288455734,-1.93119095659833,-2.73433896085655,2.70750544253924,-2.98017040507972,-1.72495106643978,1.94795011661338,-2.34600534149016,-3.31827000443328,3.29842167044452,-2.63245286449196,0.223595337159484,3.61426214555187,0.925872123957454,0.269333165073688,-0.578718509085592,4.62376706391551,-0.114470707018523,-3.91529196103184,3.45513424988546,0.439937609863873,0.657891811077577,1,0.630710572322414,1
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae; g__QVMH01",-0.675253185175434,-0.361115334341813,-0.937229785831585,-3.28683236295466,-2.28317896440115,0.935251208421255,1.08940574650802,-2.44908276302549,-0.0571775618918515,-2.51022362498922,-3.10804781213601,1.99068108451933,-2.68473290580872,-1.41137922127396,1.02463996731351,-2.56596354800072,-3.60108156156453,2.45910554036926,-2.0098410627091,-0.308383379906598,2.65386499210627,0.0103215789930005,-2.899138746441,-0.671044682194808,4.62859842398113,-0.133285619651546,-4.12775147001487,3.79077138076124,0.423437515950666,0.629635505945863,1,0.608094679604451,1
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae; g__RF16",-0.115827242975927,0.263682011071781,-0.483969376951169,-2.64635523279053,-1.98209223348468,1.52959980732483,1.15152405169213,-2.37065223912378,-0.104873314395279,0.105316594338245,-2.95010935628171,2.42446752303671,-3.03314723013827,-1.75027429567297,2.19499806290667,-2.87839045849363,-3.73940155654822,3.22615563374981,-2.16129244466297,0.351740737561757,3.30583840882106,1.54951111807124,-1.98650280175637,-0.734963068908582,4.79777070755261,-0.14955909122254,-4.54930018799378,3.79419773076722,0.418096740938267,0.63147298539423,1,0.549418219164736,1
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae; g__UPXZ01",-0.762461161840479,-0.838640061193965,-0.693688447741136,-2.30479347052147,-2.19011635831247,0.208532339738591,0.627559785822731,0.0649470184738163,-0.311159027980954,-2.26037884710796,-2.98678003953632,1.0665098238126,-2.51511274755219,-1.95501634820308,0.581142745003323,-1.94144218153485,-3.42807451417276,2.00577642822931,-3.12947263627852,-2.84255700763962,2.11513595739719,-0.31829839919814,-2.25599467022652,-0.198273019969486,4.26642156646391,-0.0479327398772674,-4.16725884062643,4.4680746663965,0.476562504778868,0.786029033246564,1,0.774457172568144,1
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas",3.82149158151587,3.19531677605523,4.39911175739951,4.62422727316529,1.0240262338449,5.43594362001022,4.60118542983644,5.05246211929045,4.1518807685637,4.14661477291971,0.384963754492061,5.20813737447986,-3.05125383992238,2.48740105994475,3.82818166675982,-0.346057479334142,2.49902615925634,5.32585937794365,-2.03458657367573,3.16112527461562,5.43070381304897,3.85907918417954,3.11993250202324,0.867713096063753,3.54601043250985,0.181980130132866,-6.2971344142392,5.1300204395197,0.389062523738901,0.724773960936059,1,0.454297746081318,1
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas_A",3.77489884016353,3.11457837526265,4.56384138933651,4.34747319231627,3.42440556082483,4.88785872455597,4.99413871604494,6.19168084683924,4.77186781363044,5.32580212486846,2.93787953355769,4.23224426673217,1.10518485933766,3.01825816770361,3.56901335759447,1.00674490842434,3.23499799172854,3.85092784998945,1.62077466840944,2.49583796858191,4.27493770674066,2.05007848979975,4.7389067428802,1.29246139779359,1.97693096462806,0.61116297331216,-2.00880278892564,6.89331972048965,0.228125078532119,0.0742875701701418,1,0.0536641908787807,0.9830238200777
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prolixibacteraceae; g__Mangrovibacterium",-1.65673243511737,-1.12824843520059,-2.17710676157216,-2.21216051896237,-2.0113289771402,-2.42532543852373,-2.44040728192507,-2.63451788039977,-2.5450204791518,-1.80388227072901,-2.74349864261853,-0.291554364138364,-3.11451263264176,-2.25534115078451,-0.183821063195658,-3.00674684363831,-3.50090235685592,0.559767022188973,-2.2611211571496,-0.470109617756194,0.874700236195498,-1.94959812487272,-1.92323308335033,-0.820756233302616,4.06936699335972,-0.174318317310285,-5.25181622598508,4.00673003001666,0.400000021192742,0.553034970048637,1,0.463904673596527,1
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prolixibacteraceae; g__Prolixibacter",-0.472575192465282,-0.171339944285728,-0.777004875640641,-2.61413723154206,-2.04715426108416,1.11719537925914,0.605473912763461,-2.21466067399171,0.197597532228245,-2.28000499142695,-2.84798496440171,1.92743601163033,-2.32558055078647,-1.37672848632033,0.971142813070534,-2.38514026675079,-3.82584125761673,2.05494279468694,-1.65804877846145,-0.455382394199617,2.14698009927587,1.02109049306786,-2.30637054766274,-0.639106623432555,4.13637677748525,-0.13987071327927,-4.39667882089663,3.93869356403585,0.428125014931539,0.649589088845041,1,0.606669996508909,1
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prolixibacteraceae; g__Puteibacter",2.05593878004783,1.20279600752451,2.66937219560813,1.11551838520459,-2.46206509294346,2.15963222366494,2.90472383798702,0.155296760744157,3.05433136497994,2.59618516192919,3.32121612206339,4.38382960514725,3.00274026473507,-2.02921214332924,-2.43529314995867,4.38960755898847,2.99797552390225,0.897926380701396,0.946878998282038,0.529268057599767,3.43746587962636,1.27738538240655,1.03702378771409,0.976311068110435,3.0654088222751,0.247381570164833,-4.06712790964988,5.83603221890064,0.360937530664299,0.436280174626294,1,0.356151999123168,1
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prolixibacteraceae; g__UBA1413",0.586314837252971,0.163311433265152,0.826721780930495,-0.260521898894789,-2.40725715792863,1.89649662764064,1.61874670784396,0.202244723083723,2.22449266946558,1.51072585933043,-3.21045612481103,3.17415926992539,-2.69569078854045,-2.55683156011781,1.78175678398204,-2.82124385489836,-3.22302464061526,3.47116314910912,-2.39830810183431,0.458691166985426,3.52974815628182,1.8472634957779,-1.69694358203148,0.324487607900489,4.51396605166533,0.0638545360322804,-4.05922084611984,4.1054150418478,0.465625007026818,0.717538610678844,1,0.809874916105566,1
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prolixibacteraceae; g__UBA6024",-1.02835843643265,-0.883829543814574,-1.19362598213394,-2.6588627404907,-2.08630366375643,0.0798885241271758,-0.16390385481608,-2.38914208808296,-0.265783113211752,-2.55953518191186,-3.83547684312131,0.731229546879154,-3.08818397319455,-1.55746158185244,-0.427353684376406,-2.5287882610139,-3.34272835768405,0.508767644403539,-2.29606129809332,-0.516293945248913,0.122655704668032,-0.142498082698021,-1.9613642701677,-0.361759696272726,3.76448300379908,-0.0696794924544423,-4.30363823375218,4.36630973996082,0.458658354776321,0.665595034540981,1,0.666910259342051,0.998556138803445
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes",8.43886004832663,7.74806494966875,9.57896626267361,9.86455908812156,6.95229154925337,10.4723814721042,10.2891092372843,11.2149480156241,8.3678914339755,9.6468084865857,6.75925263627253,9.50446895571601,6.22710907522451,7.72399757802511,7.51036140605555,6.60097631555656,9.26847014839076,9.25300189985617,7.52490790035976,6.97498614562893,8.67626516563864,7.74875733422455,8.51252477272394,1.13891881438902,1.91562152277812,0.508140304401699,-3.12387343218533,6.80122805422389,0.324493020316895,0.15338404452469,1,0.177892226774773,1
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes_A",-1.31391884027238,-0.792149677296672,-1.69814912954394,-2.76603698163819,-2.30332186142303,-2.79373272188199,0.623511465904304,-2.19320684707305,-2.23009921620155,-2.45645089065765,-2.66127302934598,0.711481326926771,-3.31749180390131,-1.78777698094502,-2.64972007084162,-2.59562043127873,-3.40014853078853,0.607531570511275,1.03939215417752,0.653752415195402,0.912741657554157,-1.92618718235771,-2.2372885755579,-0.923427365745805,4.30957012180938,-0.170820547436606,-5.11090680070868,3.40950030466703,0.407176306549622,0.577750589738754,1,0.516162871571153,1
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Rikenella",2.18165304999318,2.14709079884178,2.20440548282322,-2.60494286169014,-2.0676290646232,3.00058650262573,2.43492455141431,4.20617409293649,2.11944413694788,4.23037236837117,-0.574797279193989,3.38943396303948,-2.9805058475603,-1.75284348284311,2.21153719733036,-2.57739118367132,1.41457289899612,4.64738257172766,1.02633091676875,1.9625471887013,5.76671389242086,4.6203869021559,3.07907192020113,-0.881610871665212,4.48074796949658,-0.171912417319987,-6.0006802396544,3.24523667891677,0.404687520122571,0.519038133040351,1,0.531202048242006,1
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Tidjanibacter",-1.33473837388051,-1.09690996705984,-1.60381249524606,-2.49553798773512,-2.98970420602772,-0.275744293054549,-0.199504827741535,-2.63455598082158,-2.65355308483914,-2.98432664431243,-2.7126238533138,1.05752821037279,-2.72663382809531,-1.73710825051499,-0.54655502498831,-2.16639623901041,-3.08656530140405,0.396768588605406,-2.21293688129259,-0.480627851008631,0.78950576651796,-2.68753329102828,-2.26217973157665,-0.427155449633645,4.12853713185753,-0.0883801295538474,-4.49167067422244,3.92222401013724,0.447737920233054,0.63938666580075,1,0.620307831680703,0.998508273242817
"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Salinivirgaceae; g__Salinivirga",-1.89917929771522,-1.48649078096925,-2.28431127429883,-2.92604968062415,-1.97809886834425,-2.75076228727094,-2.64755918970926,-2.45320902565602,-2.40073602517092,-2.49031957640493,-2.70397846405242,-0.24663194717081,-2.64124304320579,-1.97902871099529,-0.0859894689172442,-2.67013439500575,-3.26919347510613,0.317244596149131,-2.31587902272422,-2.76976711933894,1.41786501815186,-1.93270982233329,-2.15370817502258,-0.867105400018737,4.17360889581073,-0.184495842919716,-4.44232823564586,2.89945845154123,0.410296430654863,0.576008641765612,1,0.538137800666825,1
