"","rab.all","rab.win.BSH- LETROZOLE","rab.win.BSH- VEHICLE","rab.sample.41L","rab.sample.41N","rab.sample.42L","rab.sample.42N","rab.sample.43L","rab.sample.43N","rab.sample.44L","rab.sample.44N","rab.sample.45L","rab.sample.45N","rab.sample.46L","rab.sample.46N","rab.sample.47L","rab.sample.47N","rab.sample.48L","rab.sample.48N","rab.sample.49L","rab.sample.49N","rab.sample.50L","rab.sample.50N","diff.btw","diff.win","effect","effect.low","effect.high","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
"d__Archaea; p__Halobacteriota; c__Halobacteria; o__Halobacteriales; f__Natrialbaceae; g__Halobiforma",13.6262470625928,11.729172208143,15.4063834280917,14.7067251272372,14.1895237739926,15.8213206449386,15.6349240474095,9.27645594598147,16.2611998647808,15.8808470252521,15.1365357557146,12.8482995712175,15.666078154609,3.03721310369689,9.30337035349054,15.6002698371781,13.5031017645426,7.89534338546182,12.3980609106293,13.7910517699645,11.5789564665781,11.8597837465736,7.29082037924021,3.43257445129769,4.22873440112581,0.83785213701995,-1.53462665822486,14.4512118524461,0.131250164487989,0.0122160506790159,0.99771140663304,0.00414558593496287,0.83551274573373
"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__UBA8438; g__UBA8438",-2.22515236237884,-2.4215595027443,-2.01627632512229,-0.316337785786926,-2.56172803493139,-2.48532060162094,-2.03638114959181,-1.94807909268677,-2.8013162441351,-2.52629542478133,-0.574561488747374,-2.7487213203899,-2.84238108650922,-1.85722006135859,-3.14145124818161,-2.26679013659193,-3.22255696538358,-3.00462531667197,-1.86950926304983,-3.13872651763636,-2.39000190299925,-2.0691643346236,-1.78423168978181,0.393988085872136,4.01585772214208,0.0714952450521757,-3.76868236069547,4.57277219067539,0.455538230618297,0.61812534611245,1,0.645596590909091,0.998788915064554
"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__AC-14; g__AC-14",-1.98224435309384,-1.63364308032911,-2.26839929854379,-2.53453025469727,-2.75077415974442,-2.51912277325378,-2.63294585882022,-1.85761660880392,-3.05984138356365,-2.76827695103237,-0.620828358913601,-2.38565264149227,-2.96325817384601,-2.14738731788166,-0.390612129593823,-2.80007427933694,-3.44826308573783,-2.72151212877737,-2.19440900494843,-0.511151577244247,-2.04982195601259,-0.0496364511844387,-1.79857106506871,-0.545417421412095,4.11163014453911,-0.106808178984189,-4.25295665927405,3.58161122823175,0.435257423651159,0.619465686113325,1,0.588511503009375,0.9965760161375
"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__CAIXPF01; g__WHTX01",-2.4263923754353,-2.59644908817434,-2.23286452000681,-2.68022973225012,-2.42863719968413,-2.73739998196423,-2.73756772114081,-2.4624057278202,-2.37443414992939,-2.46779676513247,-0.663215169774643,-2.18020234929993,-2.68631578982208,-1.62686902031735,-2.5842414517564,-2.56525094285476,-3.27825319525606,-2.95680263839721,-2.66577968086925,-2.94154959233328,-2.38378708128493,-2.34356525993477,-2.23794711500458,0.252848784221968,4.09197827842352,0.0420700403059331,-3.9223021699983,4.70030473497197,0.476562504778868,0.698648963702848,0.999197818002829,0.715319461884864,0.997528191380987
"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__RAAP-2; g__Bog-756",-2.07885939445497,-1.93174569649592,-2.22675646112517,-2.14722599177703,-2.61499954691195,-2.55981376116912,-3.086701909115,-2.03584078606659,-2.35392512220324,-2.3299661935681,-0.625367574818478,-2.72310240381517,-2.5539343125851,-1.76377321212274,-2.47333222839229,-2.48994084587006,-3.16353442385519,-3.03310484313646,-1.69016407313531,-0.674399018258535,-2.59814689106009,-0.0835793807249736,-2.31068007166153,-0.375195786132691,4.00861128613172,-0.0817913555700563,-3.89379905665075,4.00939293946299,0.466458665179807,0.711954044476138,1,0.681327754579012,0.997875678811371
"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__UBA8592; g__UBA8592",-0.584405800360097,-0.479630242505008,-0.653646723498509,-3.33923190724546,0.372887529852767,0.10410355357704,-2.53565231878926,-1.98442698994533,-0.0804738541342687,-2.52164762326256,0.218954620317755,-0.256517227020952,-0.523372946407013,-1.86563497838874,-0.336586597228015,0.0327720232794988,-1.02809863894807,-2.48454777400563,0.212863774259683,0.442021697635017,-0.192787151491272,0.127686977857284,-2.4529280081226,-0.229573249831336,3.12985515736053,-0.0684378679075075,-4.83686115139078,3.82702106997973,0.473437505419445,0.687536683349914,1,0.677052352156358,0.998987615914553
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces",0.64173389628926,0.86804716132732,0.454801046965331,-0.507941305374107,-2.42742493050458,-0.0659955977408515,0.64173389628926,0.131996209339993,1.58971387339072,0.0641262483762226,1.26095755379336,-0.454262625144892,1.65964486381577,0.601112765403053,-0.525907631156533,0.920780781426412,2.97489710894465,-2.55676867562373,0.111437446655449,-0.532529434129922,1.63361151900711,1.28174567981581,2.235058669094,-0.532044127722266,2.59103253696675,-0.159191828749312,-4.49973463047066,3.48406328176138,0.407812519415594,0.598503240211852,1,0.524523391662517,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinotignum",-2.53077040769272,-2.35392100059418,-2.67084280914951,-2.38325820752446,-2.49165801332571,-3.12142828733789,-2.53074285360494,-2.12716072468842,-2.96598408349464,-2.23369219449945,-3.28224556615633,-2.95754568073222,-2.97935937959238,-1.87420000145388,-3.2705981079092,-2.20366308872982,-5.02014512000942,-3.37478426723778,-2.12043229904926,-2.964546875593,0.00245526143697106,-2.19110587207753,-2.05640172858381,-0.436693187011141,4.30662462364791,-0.0892469959524898,-4.2984649616991,3.93496436811363,0.451562509947986,0.685461025312253,1,0.679978170533027,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Arcanobacterium_A",0.520665012706056,0.0944055709075027,0.789606557527433,2.41268393234435,-2.54158238179452,1.76918301565996,0.476616052339812,-2.50693622405499,-2.66635134209346,0.95819084299232,-0.582394133585142,2.51219497170555,1.81126426769274,0.672287392021364,2.55103808948959,-2.57878286872836,-1.2464297964086,2.25549709520089,0.141038740969092,3.69881612131161,-0.19778635757576,-2.36662466476387,-2.58435169682585,0.225929264745286,4.04209581407539,0.0435650604780911,-5.04180153233993,3.79144799144485,0.478125004459011,0.797344194201415,1,0.832516349266059,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Gleimia",-1.8861849718806,-1.68452806780329,-2.17851950956862,-2.64333669991051,-2.48723137470837,-2.14140329406895,-0.193255112578196,-2.42770326148949,-3.10794439696891,-1.7687443944155,-2.60655219245214,-2.59992366175411,-2.36831874488906,-1.32063365220528,-3.90364294736623,-2.78996882081041,3.96670154307989,-2.26697291426308,-2.53675154271485,-3.05846402213563,1.45682548549562,-2.17979120106889,-2.59978561564492,-0.653070775432163,4.76411052072992,-0.121876920547268,-4.73399443369585,3.42175956553302,0.436817485721281,0.57456042936984,1,0.573848498154322,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Mobiluncus",5.17925741975907,5.96688422646093,4.83590863964636,4.34251551602524,4.70151695196544,4.86974611727897,4.25119784521899,4.56267008745076,4.47723550643187,5.52695740877909,5.25795571681411,5.54474834837463,6.22287302731059,6.05615065766483,4.59200409752673,6.34601412605582,4.91383452049581,5.92741284599011,7.07391816180307,6.62088503362511,5.09324218658032,6.41609942128066,3.70685519277185,-0.821300204133563,1.25246215833726,-0.567274821440093,-5.73979861656854,2.39603648320089,0.276562556801513,0.106980799925578,1,0.0936875866007058,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Oceanitalea",-2.44048661262321,-2.34000186360814,-2.51223891021057,-2.80861552326302,-1.67713698301824,-2.89854058667668,-2.90913565286771,-1.82099012315901,-2.18247596489207,-2.66179918044645,-2.44446624017528,-2.46111959716136,-2.75834008177881,-1.57204166676638,-2.8504164438033,-2.66172581722518,-3.76777539621539,-0.445526105137983,-2.08650533154185,-2.92664860815829,-2.53639058450328,-2.36240361923348,-2.71725536017494,0.0437404686991787,4.05722489934142,0.00905170587218685,-4.03276114338426,3.43710623414433,0.498437500317894,0.748265070165305,1,0.735838839469354,0.9965760161375
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Pauljensenia",-0.0874705047442461,-0.857174915690406,0.405154239477069,0.692303490105378,0.131908805053996,1.53463520377862,0.0519244603196682,0.102857047362505,-0.125702008783932,0.221790462982487,0.444163750898706,-0.226452061677442,1.03952986934524,-1.63365440487627,-0.633397578562004,-0.188827906916204,-1.17705763066511,-2.84906301111496,0.289997720800065,-0.493917861068994,1.99794436221555,-3.04734635693028,-2.33663182706814,1.23378861555276,2.64727751926923,0.382587032124912,-2.45649726306303,7.00755569643283,0.298437548965275,0.211966860399951,1,0.258736353623157,0.984244920037522
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Scrofimicrobium",-2.12754322830355,-2.25896783884595,-1.98338064988864,-2.42316452310576,-1.93985696051783,0.155120965614975,-2.90218414415612,0.228090939862781,-2.63564685943708,-2.99480788026099,-2.84009508936869,-2.8908842216203,-2.38244922753115,-1.48616756252036,-2.56332030053102,-2.2433915788013,-1.39257040786566,-2.9264628448241,-2.27532460828677,-3.11994294495005,-2.38504267473294,-2.5226591664408,-1.91723114803809,0.283517778356252,4.35246181376758,0.0408430409745094,-3.24414315303538,4.52231874940029,0.474258975593382,0.665772173162358,1,0.68194639145684,0.99828582206212
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Trueperella",3.70721605012154,3.76381332139224,3.66607567283964,3.87219796795269,4.26585524873945,2.14178225552079,4.07377161678722,3.5735476079499,2.61599282716081,2.85819675814535,3.41538151589691,4.37679356563278,3.8882589396749,3.7784927690648,4.20183255238769,3.44211746105436,1.60008463464835,4.61823594985577,4.22693453260996,4.08637551249863,3.10765873465043,3.42170675587073,3.67527138778958,-0.119868290571681,1.25350323397974,-0.0723772580049002,-4.08246464391873,4.09866431831805,0.466458665179807,0.753763025778446,1,0.677897808460889,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Varibaculum",1.11993215457136,0.736370176460019,1.369928331506,2.07297184635313,0.940551786242096,2.15660419352427,0.98816792208183,0.822312461866357,0.802121633440432,1.1008326942368,1.5764092914512,0.742016023645258,2.52116960095738,-1.17749845787997,1.07514545078412,2.07987097130236,0.171858339242204,-2.64956283851642,1.09044356074513,1.27712137578659,2.56479333845655,-0.149232170880534,0.200501091243128,0.666602209107047,1.98046732242831,0.273143947831487,-2.49426551125198,7.86743681680344,0.360937530664299,0.2713570415649,1,0.407598907477971,0.99794739572823
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Winkia",-0.108583230011069,-0.764093886866,0.323505050539584,1.15702429419569,-0.0209982039093575,1.07242678811099,-0.110621794279325,-0.149980330355424,-0.0621308697153786,0.0222348161196422,0.38381171219952,-0.159613800139546,1.03882042300634,-1.4826728677706,-0.105973989040974,0.614667297638032,-1.33543021517184,-2.6242347234942,0.317066430322818,-0.677055434930674,0.067257614809904,-2.24815162634898,-2.06388039074313,1.06521733256119,2.421301675315,0.373843920007867,-2.19845443218322,7.91999095517524,0.307812545878941,0.20248369592508,0.992428373569529,0.248820995664552,0.979749927416119
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Beutenbergiaceae; g__Serinibacter_A",-2.406887388819,-2.60428484576626,-2.22462465176335,-3.05133939589582,-2.07429821519134,-2.39541433136544,-2.64902643055704,-1.96279563119206,-2.45373995738031,-2.46982695534199,-2.57249480061977,1.21166469355907,-3.06835847045788,-1.51048481093621,-2.91178740725701,-2.34216654085124,-3.22214331438217,-2.85111189105896,-2.24755883951553,-3.53833469277007,-2.69080208384219,-2.46497999614629,-2.3214484078923,0.467228396187165,4.38248807345275,0.0828764801633117,-3.30535253735615,4.09610077167894,0.457812508644603,0.658983340455311,1,0.696393148260408,0.998238714574275
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Bifidobacteriaceae; g__Aeriscardovia",-1.35025712640256,-1.50650905624873,-1.24945964112655,-0.490499042284974,-1.68125212912342,-1.88274899474323,-2.94845042979786,0.136378784461556,-2.12863053132273,-2.09477262690321,-0.683450367934721,-2.81069252390486,-0.4304597808539,-2.02026336455113,0.403921402756652,-0.246360777454205,-1.20203989069379,-2.91026536447825,-1.8821435683902,-2.31598676278569,-2.39781646515981,-2.07112407656796,-1.98188933313562,0.138782852228189,3.80362947813668,0.0246250825211058,-3.85912862012417,3.91706494337972,0.482059286014651,0.743523362482439,1,0.737756317792115,0.999143625579142
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Bifidobacteriaceae; g__Alloscardovia",-1.24104241481519,-1.31882035298238,-1.1713747582241,-2.18225381784564,0.0632430753269588,1.93004322563216,-2.85936200415724,0.234786021982654,-2.78805181278115,-2.72632433488223,-2.551373588401,-3.04007534638934,-0.473543661264737,0.256988908929722,-2.92311348291889,-2.6806225414221,-1.41423487944405,-3.16595068303158,2.60819394029784,-3.18137203134783,-2.38597301051132,-2.37629211820229,1.64054034356525,-0.102247912654553,4.39283952061399,-0.0205357470159073,-3.78916051209032,4.02420080345544,0.490625001908018,0.765033005964732,1,0.767377564869341,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Bifidobacteriaceae; g__Bifidobacterium",4.92286691073482,4.65480742316733,5.28526412417122,5.33752136163737,3.30010992658231,6.21169495709424,5.94967945608445,6.59969741286509,4.42430010143395,5.1549078963903,4.65183209204424,5.45822468142674,5.18925300643777,4.28803512838473,4.45113004611869,4.89399994493319,5.31572932235744,5.12885601336417,4.94601433721024,4.45844427069101,4.72938798216147,4.21419310733497,4.35137645573069,0.624907438786741,0.999014840832528,0.536779726431136,-2.71017011285436,5.87744735002672,0.268330793060183,0.141571335977548,1,0.101525880756241,0.993379845306549
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Bifidobacteriaceae; g__Scardovia",-2.31100316295723,-2.0294472351374,-2.56616071357031,-2.57954888849974,-1.90763641892124,-2.88382888306507,-2.74786243854988,-2.24344769220479,-2.85631098835348,-2.31131908005193,-3.29185975011169,-2.03547991931993,-2.65089116925076,-1.2526152252505,-2.16560518489588,0.823579154248732,-4.03207205331873,-2.80358550968955,-2.11311943713779,-2.68280631531092,-2.44186043202278,-2.03721235040763,-2.1527587946445,-0.485589442598576,4.09242703058722,-0.112987354807168,-4.40774754306687,3.55761968416529,0.435937513251067,0.620826414888388,1,0.597779554520557,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Brevibacteriaceae; g__Brevibacterium",-1.83186450911736,-2.14559672696506,-1.51322053883318,-2.15340409524092,-2.8220264280673,0.150720414032159,0.572990352739168,0.863248414650622,-2.88501421219116,-2.34086232494593,-3.04563295327552,-2.40861412023647,-2.99259062872408,-1.65178852601566,-2.66883852067429,-2.1441821609881,-3.56192579840591,-2.52449058201546,-2.07080562124237,-2.81976819700386,5.65395464974586,-2.08002002265439,-2.12231738632127,0.463791345853449,5.0947573429376,0.0903777590375089,-4.31494047476763,3.75016388152877,0.44843751060317,0.768521479985621,1,0.658917200253307,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Cellulomonadaceae; g__Actinotalea",2.59841590876806,2.09356289354889,4.42672965881764,4.64481392296175,0.973239568677258,5.06202733740612,4.86374144970724,5.39241601496513,1.99994761834474,4.26169015107482,-0.412840155855847,4.76107950526779,-0.364681269763972,0.469071188070062,2.04042131322027,1.64454209107875,4.48216922531098,4.39997530858273,1.28322720272336,0.487138314818642,3.01455521284304,1.50322285074077,2.95208163148869,1.2482251596802,2.96175976141609,0.419705457276928,-4.62280758176614,7.21976819994712,0.335413453973971,0.362128535730416,1,0.244964219700578,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Cellulomonadaceae; g__Cellulomonas",-1.96273012328387,-2.19682919248221,-1.80654469332148,-2.59931262189464,-2.01331395442716,-2.37701919281029,-0.330057350797345,-2.88430250359404,1.16493862877694,-2.30552922634989,-2.56153675453531,-2.66569147698961,-2.50133345803899,-2.39613307388361,-2.68294103751179,-2.99359824897047,3.37170677077749,-3.74160193650597,-1.9133813005013,-2.933726647019,-2.90578690393474,-2.24377208876425,-1.78848042422712,0.225554107032366,4.5251882127537,0.0588554750795311,-3.91570578795975,3.56887176757436,0.479687504139417,0.75583681755621,1,0.757029879949772,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Cellulomonadaceae; g__Flavimobilis",-2.24376089236276,-1.952910531704,-2.54666108099066,-2.67380550748218,-2.29996151378591,-2.1294105090772,-2.63596610981998,-1.98383258981942,-2.52247003321679,-2.39111359058785,-2.87838985365299,-2.63865749192229,-2.76776802717008,-1.69181664413855,-2.80181597110693,-2.31709896408824,0.664154876733718,-2.64571238512846,-1.92573899452214,-2.75153409122485,-2.51397176524765,-2.02798615200401,-1.96202817707065,-0.530426989936982,4.25332970476418,-0.109921394849417,-5.77282892026847,3.57672281797292,0.4492979823089,0.649315064117981,1,0.607817202147698,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Cellulomonadaceae; g__Promicromonospora",-2.38835731361847,-2.5223582022706,-2.25042987692146,-2.90290117801323,-2.08086322457577,-2.44205908554486,-3.03954400034112,-2.51915583910124,-2.33393337975773,-2.10321200367546,-2.54287481264898,-0.292372169720794,-3.30283689193523,-1.80346377123225,-2.88808212113808,-1.81291340181227,-3.53211332912652,-2.69047612848638,-2.44797866108663,-2.68649558309596,-2.80172308799,-2.49914392248076,-2.25650512417847,0.190938614305594,4.53636759398065,0.0271439932017885,-3.3998359294369,3.40415663335164,0.485937502863285,0.692296382615857,1,0.706276707522354,0.998252468248115
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Cellulomonadaceae; g__Sanguibacter",-1.24693922473671,-1.20012973107987,-1.33494470616991,-2.61570107243197,-1.9387623556226,-2.49280579515091,-2.28075895087781,1.04956532981968,1.19430405843866,1.07434235719902,-3.18511486067061,-2.90117359108398,-2.60410045892978,-1.8135625706927,-2.82414436975884,-2.52726126125085,0.263357766374142,-2.89250011387615,-2.40284415916977,-2.13257242788644,1.85611227866029,0.839872490453104,-2.26257617495133,-0.0598617944288371,4.28555409604506,-0.0181578193672155,-3.87292707775119,3.78047859528828,0.489062502226303,0.756701811622985,1,0.777382060663794,1
"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Dermabacteraceae; g__Brachybacterium",-1.18768449896946,-1.29760835671935,-1.12306628817626,-2.14110453098128,-2.29402029203561,-2.28731623406471,1.75622310899601,0.934611935985179,0.825186048871007,-2.01054576888886,-2.52141733240961,-2.11083528372275,-2.53098993648447,-1.51504267071113,-3.27207444502704,-2.99308364842229,0.970014799751446,1.2942470358572,-2.12585050525462,-3.4060360299075,-0.175399084511128,-2.57606892526221,-1.98010105660036,0.260470691695494,4.35600723456881,0.0455526323606962,-3.87318988205583,4.36297901988681,0.473437505419445,0.713944584400674,1,0.743407859555305,1
