"","rab.all","rab.win.BSH- VEHICLE","rab.win.BSH+ VEHICLE","rab.sample.41L","rab.sample.41N","rab.sample.42L","rab.sample.42N","rab.sample.43L","rab.sample.43N","rab.sample.44L","rab.sample.44N","rab.sample.45L","rab.sample.45N","rab.sample.51L","rab.sample.51N","rab.sample.52L","rab.sample.52N","rab.sample.53L","rab.sample.53N","rab.sample.54L","rab.sample.54N","rab.sample.55L","rab.sample.55N","diff.btw","diff.win","effect","effect.low","effect.high","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
"d__Archaea; p__Halobacteriota; c__Halobacteria; o__Halobacteriales; f__Natrialbaceae; g__Halobiforma; s__Halobiforma nitratireducens",14.7958633532447,15.3860841695034,14.5093527748119,14.6611760048129,14.2110905434665,15.7201647957432,15.6096938074487,9.20246825249487,16.1296772878023,15.7812365879283,15.1501224890699,12.7326543665752,15.7234090597813,14.5281663959576,14.4572361042588,18.0237472132905,12.8689305682624,15.7559341676581,9.35456873012676,17.4071563811202,14.3587172586276,14.4669717658976,14.9157790498881,-0.247758448597003,2.99671072702091,-0.0708079844412286,-8.86530695701683,8.44203537902181,0.466458665179807,0.905007128037806,1,0.828338203495421,1
"d__Archaea; p__Halobacteriota; c__Halobacteria; o__Halobacteriales; f__Natrialbaceae; g__Natronorubrum; s__Natronorubrum sulfidifaciens",14.7851043329059,15.3853573680696,14.504942415332,14.6510285195961,14.2056299735173,15.7136330943321,15.5991531503167,9.19368288727824,16.1174871829707,15.7738864299959,15.1422640019667,12.7206180048029,15.7117247323167,14.5266573558464,14.4484494429348,18.0150512485131,12.8643544257228,15.7516922749163,9.34091557586229,17.3996931723971,14.3560273208409,14.4532248004075,14.9078795559174,-0.220183786644757,2.95186853305549,-0.0872831238535678,-8.48273332479535,10.6171406511364,0.459375008320096,0.906072104652672,1,0.825194953073243,1
"d__Archaea; p__Halobacteriota; c__Methanosarcinia; o__Methanosarcinales; f__Methanosarcinaceae; g__Methanosarcina; s__Methanosarcina mazei",-1.07128287027429,-1.48564355458605,-0.573589358133976,-3.22520242427794,-2.52453201434774,-2.36113345293303,2.48229694497377,-2.53904019082273,-0.163633551201597,-2.11417093567842,-0.552977914514058,-3.13458411104148,-2.35950620300695,-2.64640920551885,-2.46247256955651,-0.208051231801569,1.97445466985142,0.674812171137026,-2.33359237444187,-0.279579940536427,-1.87799645883926,-2.66629728915278,2.60542269061668,0.997128275809134,4.26924908450455,0.197154337520963,-3.20289323519432,4.67548585445989,0.401562520834689,0.536300615623443,1,0.485873006154063,1
"d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Methanomassiliicoccales; f__Methanomassiliicoccaceae; g__DTU008; s__DTU008 sp001421185",7.68849537817391,7.79126054047036,7.45208704304577,6.52118233454109,8.71045153704093,7.15547933306267,8.0348058879928,6.70721330771079,7.80185912434179,6.34413669664614,8.0479527631596,7.7644106518484,8.3617495588753,7.66179724104964,8.74940636531471,8.29511282326225,7.23781811169145,6.13922195490325,7.88505786035208,8.42608098146712,6.57869202761817,7.26778992745621,6.78117725667423,-0.0253234328443641,1.28322926674791,-0.0212459647030509,-4.6894647464063,3.11229038066337,0.491419658527015,0.889040751082919,1,0.909411771471562,1
"d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Methanomassiliicoccales; f__Methanomethylophilaceae; g__Methanomethylophilus; s__Methanomethylophilus sp002495325",-2.56466081202776,-2.43718836677589,-2.68038631872396,-2.44841003250652,0.251633277633465,-3.00055461460147,-2.74620662279098,-2.48744411072366,-2.71189161269709,-2.44335548227512,-3.62191051205789,-2.69253845788888,-3.09524436277801,-2.29442439548412,-3.05359323795969,-2.59382794513025,-2.8469886848597,-2.41680760073726,-2.43492230585079,-3.13953135052848,-2.15041190265277,-2.69067433480891,-2.78399851949714,-0.120802551018411,4.27616577887968,-0.0215791121619567,-4.15324281193083,3.72931854277077,0.491419658527015,0.73062599048529,1,0.719094288548139,1
"d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Nitrosocosmicus; s__Nitrosocosmicus oleophilus",-2.49859468332014,-2.41166911731451,-2.58441241850286,-3.17674158529321,-2.62050107923205,0.713261606481783,-2.36324659139554,-2.78780631151644,-2.56650476726417,-2.2640033251704,-3.29527910259313,-2.55254581083085,-2.80133805418714,-2.01103969553384,-2.98620987859285,-2.57224329346053,-3.21505017499998,-2.81290589708793,-2.13018025025047,-2.72563338349113,-2.09493637448936,-2.38025147136527,-2.87379644257542,-0.3183180606474,4.4841762900518,-0.0655468972626833,-3.53920664527317,4.04285361428764,0.468750006382756,0.66665201282147,1,0.662519163788997,1
"d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae; g__Acidobacterium; s__Acidobacterium capsulatum",-2.45430123644058,-2.29994541203665,-2.61800702030526,-2.55222095468455,-1.83005746127025,-2.38609575605073,-2.90752428135782,-2.59830262976915,-3.15749666461413,-2.18710439482107,-0.382628530021282,-2.50057889423985,-2.31530104659504,-2.25380376686849,-3.06422547743946,-2.64189660733957,-3.04064758832858,-2.10086202477822,-2.77771728276885,-2.4027808162891,-2.47721220631966,-2.96120017921977,-2.83068052353828,-0.209660879187698,4.1425218811123,-0.0422503080656472,-3.97974436849237,3.43323781225467,0.485937502863285,0.689500854845743,1,0.679186247672606,1
"d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Holophagales; f__Holophagaceae; g__Holophaga; s__Holophaga sp002297665",-2.42375242553171,-2.53559029664778,-2.28236178712226,-2.70959450012841,-2.75648754383181,-2.40670474397225,-2.28331029164416,-2.05336482297539,-3.23656576570092,-2.17594776946195,-2.65709943951576,-2.50010968141464,-2.85243861387715,-2.35349576584134,-0.238383528299467,-2.63847199871232,-3.23773152100103,-3.01259879867204,-1.95832335067638,-1.90013904841528,-2.43735719033294,-3.14244904753502,-3.21388751592618,0.397717957554356,4.06506890035407,0.0816904194764766,-3.82494853382192,4.89178835491731,0.45000001027527,0.670682139996624,1,0.652164205763277,1
"d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__UBA5704; f__UBA5704; g__SZUA-115; s__SZUA-115 sp003231035",-2.24825548105753,-2.21159699082932,-2.29980034091759,-2.88532986512868,-2.18521503133793,-3.3098625905429,-2.38955359404912,-2.31898495232012,-2.36801804431185,-1.88918088705252,-2.46804788206238,-2.6511358175306,0.578040550596144,-2.4695443039653,0.602757388474569,-2.9745045317857,-2.85438680634475,-2.29826792808432,-2.73268255837796,-2.36258359662562,-2.06975558249562,-2.97945495444932,-2.60118087373363,-0.107571266186408,4.20679860425522,-0.023412475930827,-4.80517994059427,3.40666983664606,0.48750000254472,0.729466070958223,1,0.743179348708567,1
"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Fen-336; f__Fen-336; g__WYBL01; s__",-1.38897434722907,-0.678802907263977,-2.18424775989025,0.571193415613052,-1.95594164576097,-2.05684333802993,-0.318236936244288,-2.08140771346359,0.527700253860312,-0.32514337410413,-0.437087082156324,-2.91529588749493,-0.538510119802519,-0.445841365122842,-2.96204280247178,-2.87859042593606,-2.82959384860148,-2.52222294434287,-2.06198114505155,-2.52261767291162,-1.30822351257143,-2.35610797413063,-3.06383113534099,-1.46836867690677,3.69448562857097,-0.321093459892569,-5.67112630115246,3.05343327893747,0.32187504150746,0.347950151603487,1,0.292025783330447,1
"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Fen-336; f__Fen-336; g__WYBL01; s__WYBL01 sp011526565",-1.68535972699245,-1.01284047073029,-2.52014429477749,-0.319035659742408,-2.33745552748146,-2.52843684325956,-0.450536747453766,-2.4120148632774,-0.147186116073206,0.307621168777541,-0.726691265611747,-2.92010618459939,-0.266990171463535,-2.79504823015416,-2.3267710138011,-2.71472752228702,-2.86360324431969,-2.60110179674343,-1.85725215143146,-2.88663378196403,-1.66048063870942,-2.46644383176248,-3.19495607495444,-1.51875402209493,3.66958836627599,-0.344809836266957,-5.41601186127568,3.03508362483791,0.32343754103916,0.359121557983742,0.999083078040943,0.30988954688887,0.992086860507913
