"","rab.all","rab.win.BSH- LETROZOLE","rab.win.BSH- VEHICLE","rab.sample.41L","rab.sample.41N","rab.sample.42L","rab.sample.42N","rab.sample.43L","rab.sample.43N","rab.sample.44L","rab.sample.44N","rab.sample.45L","rab.sample.45N","rab.sample.46L","rab.sample.46N","rab.sample.47L","rab.sample.47N","rab.sample.48L","rab.sample.48N","rab.sample.49L","rab.sample.49N","rab.sample.50L","rab.sample.50N","diff.btw","diff.win","effect","effect.low","effect.high","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
"K00060: tdh",2.09534603680561,2.60145772607004,1.36896613290111,0.0869408127633218,-0.0740305213509931,1.49592679546699,0.727785614316326,1.51232755322826,1.28575237994186,1.94794156745641,2.23602241254276,2.44085081033696,1.06496048085951,-3.86520930128066,2.01283108573345,2.63101660843145,2.45464368950484,3.84695594779645,3.77342955156136,2.38448291313683,3.5116749203929,4.02004530540451,2.38732710151978,-1.52688435159988,1.53881517831921,-0.843883024482075,-9.15423857089979,5.91388942702382,0.156250132619044,0.273502792184551,1,0.00663518708458722,1
"K00065: kduD",-1.3595137484646,-0.771316639305486,-2.13823326127246,-2.02986171767711,0.491902424453079,-4.99798093799343,-0.591802930671489,-5.64650558102199,-1.65200162854461,-2.11663817751799,-5.56940104307688,-4.84581102813773,0.582824821343934,-4.11750571525542,-1.02398344703152,0.462816128516108,1.78555044612149,0.658203468597895,-4.27620731510001,-1.5592694117982,-0.771859270597464,0.162133383560787,-4.92471228816606,-1.20438740039116,4.02932043245188,-0.277355885705032,-5.13632923506073,3.47097771645167,0.360374445689969,0.398294657665887,1,0.312121037341142,1
"K00067: rfbD; rmlD",5.91156847588954,5.45499415927748,6.24280581222715,6.72081038211973,6.28709131797019,6.88129988579137,5.15132298198289,7.85956955460937,6.20830212963577,6.96846450867906,5.97668818967548,5.98774552959956,5.13692099642086,5.25720118955578,6.06305069825243,5.75290541612328,2.55731341200612,5.03241266071608,4.9032219071401,5.5657913126041,6.09046414886672,4.35474313969842,5.84927560827669,0.969588278127813,1.13802372627885,0.748946453177135,-0.869150738961774,9.59340646713994,0.156006372717387,0.0143275995633132,0.398500595738409,0.00944480490484747,0.360748813765984
"K00068: srlD",-1.71923413390467,-2.99948363467547,-0.859645148563844,0.0526360569795905,-4.87255499142677,1.12347303480447,-0.106819849030806,-1.74349259506998,-0.80073778423453,-5.35878759724812,-1.92642793153961,-0.902685569257752,-0.190423514925483,-3.76062103967593,-5.61296507418801,-4.47652625607205,2.33195019271391,-4.27443188751668,-1.12061888869112,0.367097464269515,-5.60418651334077,-4.69675987113675,-2.4074025026676,1.81285620153332,4.36698921497264,0.354280065127524,-2.9964025986354,6.0468374590836,0.340625036091881,0.330641211208251,0.864565227500217,0.266336580408755,0.860921372648032
"K00073: allD",-3.24937915365127,-3.36341056893679,-3.11647130938872,-2.15835953886387,-4.89007872227957,-4.17483227925461,-0.682233412697546,-5.72855556953288,-0.105039225505761,-2.09973414329087,-5.87648478500409,-4.46754650284912,-4.63995307438216,-3.83286543420189,-1.12703857080325,-5.39326335078652,2.57470769827866,-4.26151579065352,-4.29156996148735,-4.40195122512958,-5.23757941005657,-0.608626415441472,-5.49761137897771,-0.148850951734163,5.07435629307562,-0.0190673329544323,-4.40996718516518,4.05685958303337,0.48750000254472,0.755985750291383,0.999858936617389,0.788730389676113,1
"K00074: paaH; hbd; fadB; mmgB",4.78939360688261,5.02687456616955,4.7207158102341,4.67638566787562,5.61724461804995,3.48048754592305,3.01432572189185,4.74985384051164,4.85270433669133,3.76817686376083,5.84105469330894,4.58653614948155,5.83669823754664,4.80145937058785,5.66818697025935,6.07754678410585,1.46440346859156,3.77538499388475,5.91244141743256,5.7328879087357,5.17216656919344,4.67509385594418,4.63659134589314,-0.231796768987194,1.4113613007928,-0.149241521303772,-4.32225389813966,4.33767582878834,0.407176306549622,0.790989092378775,1,0.487628023582455,1
"K00075: murB",6.19529497959371,6.06325223222805,6.30285441978204,7.2541784958644,6.1442337822932,6.51640730786283,4.96872121977985,7.92659768855057,6.22936467446762,6.82519497049171,6.31472341741798,6.25587189330624,5.5797018958152,5.70639908053437,6.43725229629175,6.14563878410295,2.3614974265424,6.10506568896642,5.43553387954495,6.25154663946454,6.6886455341282,5.4813263441505,6.04265529906277,0.435260830746214,1.1055842641804,0.292408070137875,-2.22684175749737,9.72520051467196,0.293750050565677,0.137092117390108,0.774080635336295,0.131531418465436,0.707506637739382
"K00076: hdhA",-0.561398357048299,-0.524547596787935,-0.634753285393042,1.18286987132153,1.23301306598392,-4.5926635804669,-0.260589304978371,-5.25416373014486,-1.50372292864857,-2.31560969780021,-0.634753285393042,-0.136541652954953,-0.25210133613945,-1.46464621219737,-1.56445195231433,0.444797668469819,0.380829892488245,-4.45005873251524,0.206746145899434,-0.694173227212504,-5.06482940976531,-0.319567457909674,0.0479882613768741,0.0399792067669367,3.06477721832884,0.0113961290885687,-4.7994809120333,4.88940335853053,0.489859596441259,0.841651210533085,1,0.877585758378618,1
"K00077: panE; apbA",3.27817284100756,3.22192957026536,3.57994511241921,3.87402797915595,3.24677457146793,5.0971708987916,2.6935617316529,4.17989771747591,2.20360787856639,3.05004137855062,2.25459568877571,4.40285367542971,3.94373424196373,2.07392123936724,3.13118771253659,3.25833849318806,1.42021942266454,4.75724537784401,3.21481830193885,2.47944267041468,3.67486076389081,4.24663756513652,3.28299836216109,0.357105202743194,1.49705417396241,0.223226556973843,-3.11254628120369,4.45329277021377,0.418096740938267,0.450511210724097,0.999315320788848,0.561256298848211,1
"K00078: DHDH",4.28807319665557,4.24693407734808,4.30529331644774,4.65913235727569,5.17151682886205,0.0348887159834419,2.95291682329639,4.82322462987334,3.05686722612,3.85021792645777,5.05115282017203,4.39293859116092,4.21880142112484,3.98041403937714,4.70302182453221,5.61850997964099,1.64676307579921,-1.23708217220218,4.72200101057111,4.41776409353431,5.29859169080308,0.530638412915859,0.601321373360012,0.232616275580643,3.11816519136222,0.0638849655070464,-3.52998344286895,6.9119498833301,0.460218416856095,0.397197573078058,1,0.76419414322133,1
"K00087: ygeS; xdhA",2.07777346252332,2.21202320365704,1.79521920752519,2.44124977743532,3.18102797576759,0.670693778410541,1.48807027080167,0.271385095114267,1.1000729570998,0.848823779135669,2.74127133936872,2.38533659520365,2.30910820859488,1.71903967800668,1.87827572750182,2.67763723234393,2.25260798089697,1.38158566572525,4.82173690998562,1.3866327067287,0.833691258811941,4.10343818363996,3.34756617307812,-0.597584174235164,1.72822145262959,-0.337815429545814,-5.94690328126132,2.44324177241253,0.367187529071964,0.228121745165476,1,0.324655812937063,1
"K00088: IMPDH; guaB",7.36814089102373,6.97676748469504,7.95666555964092,8.18234732210087,7.69848139770716,8.44048736602383,6.59466730895763,9.39926140080637,8.61341425379088,8.48976833598041,7.57667781746796,7.25890911641114,6.75415978699759,6.49578302115983,7.5404171462805,7.08885763779931,3.77949583494603,6.96335125203231,6.8881425031208,6.98874848541034,7.51687445870809,6.51909836188649,8.52971288216657,0.914376221510541,1.25204607118619,0.603038361655079,-1.55572137091993,11.1952148153745,0.221875081937016,0.0393745663463834,0.41258886526145,0.040326582763212,0.383635908622984
"K00090: ghrB",-4.49680711418769,-4.3874359797229,-4.60089054975525,-5.49776537216114,-4.32081225864466,-4.67113807536533,-0.305635590575717,-5.2818974917078,-5.07342870373962,-5.12199935847076,-5.01026762930922,-4.66598503079485,-4.42377477677228,-4.34258752460773,-5.40977851832407,-5.23891309306751,2.06321870472547,-4.64384094411102,-4.67133999354184,-4.75448426180804,-4.75441386206865,-4.27614727256548,-4.12081380452583,-0.280594156330627,4.87246567751699,-0.0545543255462566,-5.58273375878572,3.22135387635112,0.476562504778868,0.673041931803899,0.998083035185636,0.675409222163286,0.986990226275466
"K00094: E1.1.1.251; gatD",-4.58285220612139,-4.38945893136525,-4.83638589506818,-5.60013464646086,-4.44766717239094,-4.65973096207662,-1.44014598885147,-6.17597164472638,-5.63066646551424,-5.38582464988488,-5.50098470963832,-5.38212998341302,-4.49231764697519,-4.389444077161,-5.12801657799115,-4.24406143882391,1.30979578002656,-4.56085622130297,-4.65571037835878,-4.72236064183211,-5.09126014861249,-5.01289487837247,-4.80169408937074,-0.609997180011121,4.73550580790196,-0.109358349840973,-5.04942507740922,3.62694350819431,0.435937513251067,0.564823113327971,0.999842325120728,0.632431676779103,0.993956653810454
"K00096: araM; egsA",6.80171253644936,5.98618581792359,7.44294135927756,8.10725896875496,7.19821200151627,7.81028974678723,6.07092369219366,9.08824595122784,7.65957836883427,8.22122739729692,6.94089418030883,6.67673283462291,5.04930568153761,6.09995966291153,6.93788993544419,6.14874140499528,2.5173111946423,5.52210597073396,5.85915736795016,5.89220464021442,7.08139804018755,4.24296670894536,7.60834132657468,1.29895529008357,1.75956786308897,0.674027575609349,-1.74436024363107,7.89442221042425,0.184087470139596,0.0228788433238753,0.398500595738409,0.0193707342386715,0.360860151689677
"K00097: pdxA",-4.3416006950875,-4.5157432883936,-4.18016429687196,-5.48693040300562,-4.71437952070857,-4.54874558064718,-0.759858080629206,-5.16597029624341,-0.0314229111148432,-5.3757537238044,-4.71028856740997,-5.28413571894305,-4.65372070586442,-4.60106716629108,-5.50136046000631,-5.00755748773619,1.99393748710768,-4.86519168975813,-4.38186981718053,-4.97088584400427,-4.6864767108693,-4.57476334977521,-4.5074786236743,0.230268420223107,4.97457912071052,0.0497141422647953,-4.05544170904742,3.23069508609736,0.478125004459011,0.773788072596005,0.981538387471724,0.747518517666544,0.971413989701784
"K00099: dxr",6.55970852440637,6.13949571194203,6.99789351312216,7.27920430994913,6.68443404512047,7.47404324487214,5.73201676119147,8.36868773254558,7.40218593991339,7.71634770653493,6.60515724583751,6.50695396554939,5.978727466554,6.03898717557239,6.79125238623854,6.32604494078564,3.33179993397816,6.11942631111286,5.72427052412983,6.12675700205457,6.73229741487979,5.95669568843874,7.39794686795195,0.727632790802666,1.11464893271485,0.5799146744254,-1.82867759998869,11.5588409806952,0.260530484241952,0.0470031747332684,0.4356652728583,0.0719086085160969,0.488206676089289
