"","rab.all","rab.win.BSH- LETROZOLE","rab.win.BSH- VEHICLE","rab.sample.41L","rab.sample.41N","rab.sample.42L","rab.sample.42N","rab.sample.43L","rab.sample.43N","rab.sample.44L","rab.sample.44N","rab.sample.45L","rab.sample.45N","rab.sample.46L","rab.sample.46N","rab.sample.47L","rab.sample.47N","rab.sample.48L","rab.sample.48N","rab.sample.49L","rab.sample.49N","rab.sample.50L","rab.sample.50N","diff.btw","diff.win","effect","effect.low","effect.high","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
"K01442: cbh",-3.37011298982631,-4.48234446731771,-2.53323445039587,-1.00946321800673,-4.1884288597948,-0.801138782791755,-3.90970258386017,-1.84038163291556,-5.5360593476613,-2.35506048270172,-2.77693433438627,-5.36408638026337,-1.22493205215264,-3.96774704248034,-5.40405918553134,-4.62742943190052,-6.02623801555976,-1.04539550978979,-1.93081612791316,-5.0941212466635,-5.04776649509665,-5.11444686999268,-4.86801046591741,1.673445563735,3.99307290567819,0.377354563350731,-2.415201674415,4.98916180666877,0.312500044389148,0.298678450861583,0.798252063938728,0.276519436445907,0.753505346795986
"K01443: nagA; AMDHD2",6.2912040731056,6.33311563947611,6.25731082987707,6.35332433044367,6.66764218412067,5.65176024931955,4.75661131686072,6.75918793104435,5.97963642055098,5.92416554008441,6.78543978259819,6.14263093904196,6.72439865486935,6.15730154998312,6.75187246926626,7.14459779103044,4.07057667136091,5.94217899871751,6.43612034531169,6.65213349677325,6.94202451261033,5.80024982800192,4.54186777242472,-0.0206538939945817,1.08131245720395,-0.0175925533157526,-3.77730732910497,6.72512761089333,0.486739472270124,0.741080329667399,1,0.918986223722098,1
"K01444: AGA; aspG",-2.9916677974629,-3.26466372606025,-2.82207516101402,-0.568486172810271,-1.35045707091698,-1.26619832913064,-4.59882465934831,-3.0416020411481,-2.0498996816868,-5.34757458680939,-5.5997946065894,-5.29597326939604,-2.41719426028298,-1.61491800068349,-1.45814127823888,0.0394258978470354,-9.57066796696242,-4.36329464668469,-4.68511626530226,-5.28348529252268,-1.76849682759994,-4.79921635146961,-4.80722122192648,0.582947544720627,4.34781789856677,0.107956784854249,-4.08893160475417,4.75412823189573,0.453125009621297,0.599719101146078,0.980864522896546,0.711897888295915,0.990353641464161
"K01447: xlyAB",7.78561950238433,7.34120574850814,7.85954538909531,7.78988237848879,8.06559900492047,7.42316848075537,5.85001803201323,8.4715035230243,7.88586245956197,7.8287433623261,7.93788421640724,6.92983734528946,7.97004770767327,7.19034399184134,7.82184183879262,7.90217158044867,3.68037516440614,6.42608153577243,6.96605436120212,7.82155474436108,7.3506089035611,7.32434893099538,7.94765804310316,0.501859956287731,0.964287585525054,0.260512074725903,-3.07676512734813,12.3975601629443,0.308892401084976,0.239732429844049,0.997478648167324,0.157453529925956,0.779763666642797
"K01448: amiABC",7.48363888279279,7.31914500473805,7.58586427869699,8.06307270441012,7.82665298737211,7.45135436982333,5.92588639510611,8.28797198878101,7.31332146953149,7.4862804627933,7.91552359568241,7.39597791756732,7.74065964702265,7.20984713502343,8.02676661939848,8.34330363691146,4.83873599730562,6.71908892397299,7.11479657913998,7.82663254824474,7.76578811043706,7.41953268754082,6.35624785755424,0.259050846186578,1.02712301310407,0.224886141503502,-3.65316881591211,6.92493255798923,0.368750028679017,0.335249163256493,1,0.375768412121934,1
"K01449: cwlJ; sleB",6.42281528355359,6.57220460190152,6.284671234697,6.52417219125044,7.01102679869092,4.27649169249587,4.54282409659304,6.36800265430783,5.98500540175344,5.65736917214544,7.1267892910055,6.18484679579394,7.03905962363709,6.61524722042066,7.40714160797349,7.44180526294095,2.76743163157554,3.28659965704562,6.53328909784263,7.12859588352655,6.86214281928204,6.18733756194823,4.60083346811735,-0.178823657831517,1.95457686599315,-0.0881469635672714,-3.69511553892023,6.01171130710919,0.443057734009453,0.771023257090782,1,0.641417261144428,1
"K01451: hipO",-4.33694979918549,-3.73271438166099,-4.80806004627133,-4.92045572339167,-4.28281820512762,-4.00050430682558,-6.87836855951761,-5.61487480383509,-4.83953942990641,-5.92410878302313,-0.830870270480503,-5.65837734340706,-4.70209660552777,-3.53291239578498,-2.03451100275035,-4.62926421126452,1.18942966643858,-4.47617979167838,-4.57540802942061,-5.04767512327283,-4.92202669573543,-4.77131151233373,-4.35320376123796,-1.02460505038432,4.68600267293206,-0.182005061681989,-5.25826985290385,2.75528408569525,0.418750016978683,0.506595078563402,0.999064215732351,0.502887676854879,1
"K01460: gsp",-4.0520088641184,-4.29262424959277,-3.74285993639631,-5.6969934969765,-4.55362923704523,-4.97470642047974,0.811115423541768,-6.07163123548843,-5.27277456452939,-2.07207536914228,-1.11362278555573,-4.96391308007839,-4.45778851322804,-3.4896078874543,-5.36393923190288,-4.58480824254002,2.57861450707037,-4.65710149665784,-4.66390226779764,-4.52987211943463,-5.39160536309376,-4.86189571598603,-4.56841093672722,0.503503785984098,5.27192054995398,0.103704326970861,-3.74330143383941,4.59325119312949,0.454687509295184,0.729181215758444,0.984106720335671,0.71030913745697,0.96936401868561
"K01462: PDF; def",4.91511315795164,4.83034589000146,5.05887734443165,5.83664777148006,5.06384770515599,5.40799483334215,3.63522638954199,6.28036368427731,4.80095029849714,5.52302877673139,5.04762707032588,4.75791594138863,4.76765373147848,4.74288368460978,5.34603642168747,4.98263503701613,1.26242064076972,4.97618273342495,4.77828374189839,4.69818796382696,5.18645431036577,4.80518845637816,4.42613954711036,0.32434238276754,0.833014293864964,0.282674663579889,-3.04135712118236,9.57306772097683,0.315625043414496,0.19785347983719,0.942448730303718,0.194289444591786,0.814603501905641
"K01463: bshB1",-0.987199295675408,-1.58328027870834,-0.69924143917839,-2.05150216995096,1.23600689925051,-0.514865304538647,-7.51254830357778,-5.69846318868881,-0.61832348254956,-1.66701653568872,1.78274527007995,1.166967157878,-0.192666148398988,3.51188683392476,3.47391234105652,-0.00414076601273194,-6.64475153189455,-4.5863020378812,-4.46534330359172,2.85743323082056,-5.17004917115264,-1.38864326006996,-2.27921323018015,0.249907751961937,5.50327419154285,0.0316317557354214,-5.04305769682406,4.37242237383085,0.48281250350094,0.86682698744876,1,0.893726895202321,1
"K01464: DPYS; dht; hydA",1.28382962311341,1.62903777824756,1.06753446159366,2.29821670976313,1.17451650269337,1.06753446159366,0.0117520596809495,0.0848509751535005,0.415153598046571,-0.094533872666462,1.40693254490146,2.0898790406056,1.96169274406842,0.255083174933382,-1.59001219249022,2.08537240664076,1.91328602893203,1.48427368768092,3.65648864487045,-0.303305322200165,-0.190725630320294,2.97993124089539,1.83170412966224,-0.307470708693298,1.93019671791195,-0.136389961445815,-4.17721505698032,3.56226879298442,0.445312511260904,0.775997016295551,1,0.706411851983156,1
"K01465: URA4; pyrC",6.90654246406092,6.47597112930752,7.52805574198107,7.63342887285241,7.32945349730986,7.88706377534791,6.1118577642524,8.96113824803813,8.09772695507527,8.19503952176081,7.23843941276052,6.72181501531658,6.23912196697181,6.45833242501891,7.17909620104642,6.83935031435716,3.16179002123258,5.91566885976726,6.13341262940797,6.49247591564429,6.96337074315728,6.10496675413975,7.85858184657271,1.02169721270547,1.30616247883442,0.642594071618065,-1.09530584944984,8.31053731360826,0.198437596430372,0.0339028981986623,0.403271025556769,0.0294390811394488,0.368089348497066
"K01466: allB",-3.62242764046959,-3.37471838420569,-3.83059159502834,-0.857436667701155,-4.40462996598607,-4.85072363894185,-0.372747538167252,-5.07526611034232,-5.50115034517729,-5.81007164544398,-1.11368903124236,-5.74346720176351,-4.60259554982489,-4.01411635044362,-4.90527402599809,-5.09460135960498,1.82766325852995,-4.47902185594194,-4.04674493613608,-1.56727541550245,-5.33554729495945,-0.484249013508018,-4.65991352569153,-0.417117446784601,4.97479345417701,-0.0691451987755103,-3.89581655319955,3.00891696412071,0.460937507996083,0.6744261778129,1,0.702383227743619,1
"K01467: ampC",-4.69323009771961,-4.38436842828726,-4.9088639943446,-5.05471786708702,-4.61922314312615,-4.89052544743337,-1.28015765977447,-5.82564746417892,-6.08295895696064,-5.42266509661686,-5.23238486939955,-5.0294832462276,-4.82432696312397,-3.87432558508734,-5.67781525049889,-4.99138657686487,2.06982162698513,-4.63116070641794,-4.12626827243128,-5.08792542041505,-5.10056049504576,-4.78757076335791,-4.60629656758391,-0.525009539834535,4.73853124873775,-0.102779829228517,-4.40202608675115,3.54482062191085,0.4492979823089,0.607731053032458,0.999176300354046,0.658991453592847,0.992066435905228
"K01468: hutI; AMDHD1",5.61430787715789,5.11307971823179,6.48837994244806,7.21886951934859,6.08932873583454,7.38841786622186,5.31552769433362,8.1428625896309,6.81437480195406,7.45989352681429,5.15233558118519,6.09127832193419,2.65927341307376,5.35963898616885,5.54034045527765,3.72151874559235,1.5086593672861,5.7105356383667,4.7501949885215,4.25921407163153,5.75334112609319,3.9119068083521,6.86623609396416,1.58156593414672,2.06092332675879,0.687510081583566,-2.29230845713443,7.9354243861652,0.212500087382835,0.044563167441699,0.430344152203108,0.0311060601550153,0.365646326875256
"K01469: OPLAH; OXP1; oplAH",-4.98706180489673,-4.8226151284481,-5.08946213809705,-5.35185543844962,-4.46367657555367,-5.24029505803676,-7.21240830893098,-6.08460366246774,-5.16648724654684,-5.64337270710379,-5.37165298257696,-5.11074524076084,-1.24910971949285,-3.9053199435687,-4.81408545919836,-4.05049944633404,-9.73135281431607,-4.74555211009536,-4.0253370015092,-4.75106123934825,-5.24283056345241,-4.42364084758938,-4.195140840138,-0.00534705818209602,4.78134451368385,-0.000595982460984705,-3.86917954593083,3.91385319891181,0.5,0.756780549784845,0.98192751059557,0.753852293700881,0.976856226602098
"K01470: E3.5.2.10",0.733841015498617,0.911575122520503,0.567055432975032,0.00663181971865612,1.13832799812205,1.38030383141479,-3.76369157771177,-5.88985913312762,0.315883660782621,0.872334475699118,1.59870474216187,-1.04294004528391,3.72021588938558,1.97356684888554,1.99340695569318,2.20971226121351,-4.96356763314359,0.890766745664614,2.53840913673877,-0.372793558665588,-0.334839540662546,-5.32483688647437,0.920312400574268,-0.431765019250474,3.98227501878977,-0.0824510801356898,-5.74023000570075,4.76536166624988,0.439062512584682,0.853445490217322,1,0.654577777582325,1
"K01473: hyuA",1.79800590621734,1.85180384431689,1.76898709860401,1.976046848188,1.97629465032569,2.16277520705264,0.0465797850919927,-1.07922202959455,-0.354129406286459,1.40555686027962,2.02918299271664,1.88352439469846,2.39510787623005,2.21365941980026,2.24170260958017,3.06692081253093,-3.37175074720383,1.58501751745342,-4.37389031103925,1.09867427390094,1.04899107661571,2.48939533490516,2.96860084212661,-0.249372954000405,2.30980585091704,-0.0744283698694164,-4.06539188460459,6.98549220687928,0.445312511260904,0.702733395993513,1,0.659223431850657,1
"K01474: hyuB",1.5730450847273,1.87452887638499,1.28746558961226,1.98831663018357,1.49149314686217,2.01396168034586,-0.683957325941235,-1.05553059478993,-0.0441093218582083,1.15482505263148,0.55608481962185,2.31752603356366,2.2714713396614,2.00005899151259,2.63751741631866,2.7121527522338,-5.94004256511782,0.959971202939489,1.79803499639581,-1.04558915922933,-1.73283379906927,2.70260068566093,2.57298711629314,-0.338554760483484,2.69276035020763,-0.102219118759363,-3.92021211153609,7.3701558252565,0.418750016978683,0.720232964543996,1,0.545343926584252,1
"K01476: E3.5.3.1; rocF; arg",-4.8993624124949,-5.0400614305667,-4.82925334307966,-5.05940351911862,-4.19282120150589,-4.74131626766337,-6.83375083791414,-5.38518363954112,-5.43022801060998,-5.61042974270469,-4.69243175301995,-1.93787813205782,-4.38478438466629,-3.76287169128092,-5.51012960223918,-4.69772118271271,-9.94514636732128,-4.45365117797554,-4.23424577387223,-4.87239459359794,-5.16126676954541,-4.29765694358155,-5.01725185336662,0.0420249653525442,4.69552915833519,0.00925976886972797,-4.11360976518687,4.01315653838255,0.496875000635807,0.720709917946976,0.96989707665779,0.758943975432462,0.975706935453709
"K01478: arcA",3.65532956006349,4.2618169801515,3.10167414244228,2.90587782463345,4.57101766084494,3.5141979916054,1.03691310535857,1.59739003285796,3.31409196016084,2.56680801098405,4.763948080811,2.37610559550499,4.79839315571778,4.44459852495315,2.75985674793774,4.67989947615925,2.49255691651873,4.0437200161834,5.38794595755803,3.74885076193969,2.77638375412178,4.56053739645146,5.08760829448245,-0.945668418468042,1.81900079713183,-0.481851308701506,-6.61726472790012,2.14690603141488,0.324493020316895,0.126314802872622,1,0.169727657694473,1
"K01480: speB",4.34894812588076,4.54352756120475,4.23947086968469,4.46728705658175,5.38188492045017,-0.299140794158646,2.96286407172556,4.95948170892804,3.61022157723175,4.22147629475553,5.35297160999837,4.28026507692795,3.66238678324379,5.08663765554769,5.09822387927882,5.38601977098804,2.70869823203807,-0.387351636419222,4.46477972306285,4.62487800096491,5.08093836788931,0.615145226854816,-0.441908663212594,0.051408146889397,2.66573844534257,0.0155657793286075,-4.22951021910321,7.85360935815432,0.48750000254472,0.498360760159291,1,0.916236905026088,1
"K01482: DDAH; ddaH",-4.74642143921682,-4.40622215646363,-5.04502198785184,-4.88208340399705,-4.21959191933558,-5.00599103233385,-6.70615593224487,-5.47817145295062,-5.80396860697695,-4.97544483901592,-5.95862441951878,-4.69684294453497,-1.2951651439162,-4.27989037492257,-5.27301792451764,-4.64837015133832,-9.49781871279951,-1.73690282243857,-4.3116222599568,-4.77317981861682,-1.64608664061445,-5.08140375586107,-5.1034695423684,-0.390688376587645,4.89730142196491,-0.0755532095092961,-4.56937215778222,3.44247687823004,0.453125009621297,0.727674991198996,0.994996840789152,0.686354062926238,0.988558978674873
"K01483: allA",-0.346235230654363,0.0883702988894139,-0.709068392639756,-0.58758409854296,0.840480673791445,-0.213567400447154,-0.850751320999258,-5.31447899534779,-1.26115937321407,-2.27257302059486,-0.15022821290083,0.909481968098506,-1.28235097527436,-3.65081102692735,0.0295105500639963,0.289863203335903,0.665296401675889,-0.180644454086142,-3.99796567077355,-0.707420019935295,-0.112593999348633,1.44648087755166,1.05746376576658,-0.556547076257647,2.41527720708826,-0.163928624977477,-5.97601736722456,4.83732236730647,0.372854941766389,0.646675395264601,1,0.387669243488709,1
"K01484: astB",-4.49028717674017,-4.33075789200741,-4.6842104320792,-5.15747848561908,-4.74106074865971,-4.80295233898247,-1.15318414918884,-5.76690016729819,-5.08937937549004,-4.80182424960897,-5.08565560325679,-5.54803831694774,-4.21353887263929,-3.83608836832792,-5.37112934716547,-5.17438037895728,1.65527021056499,-3.85832136857175,-4.14003533017911,-4.99220345297755,-5.03725882680301,-5.06781080742689,-4.65787149069961,-0.528511782015734,4.91001058332992,-0.0992822680736433,-4.21049531034035,3.36412972930446,0.457098292697049,0.653413957967979,1,0.67070216934768,0.995175043762883
"K01485: codA",-1.93956338632842,-2.2259758236178,-1.79963990044162,-5.15610170989611,-4.39175352598557,-0.0667477649458892,0.785141227851582,-5.30479449418729,-2.23316924638956,0.503020953143979,-1.24569077291301,-2.60892060074666,-1.45500427562929,-0.73940668691805,-5.06077097189118,-5.24045719194603,3.28169851172889,-2.23771884590913,-4.84270233687881,-0.782382289414318,-0.834802119121145,-4.26816128174712,-4.86792334145418,0.485028963383913,4.58959643575224,0.108274641221251,-2.9606508524032,3.88645027707764,0.436817485721281,0.709762878368653,0.995255766651332,0.679551848113187,0.995260779146842
"K01486: ade",3.1147471819406,3.14834849996901,3.05421446263179,3.09530023349289,3.41133575182558,3.36922499618183,1.66749135183354,3.4055099329429,1.69152933048955,2.55459445912625,2.72541441557001,3.19482878281101,3.16912615646036,2.89399437708858,1.59877625880479,3.76932047200142,3.11714177957753,3.39834167106222,4.56250443156169,1.01782184223178,1.66900180854129,4.58221134640101,3.26342716960931,-0.195901662407436,1.49405178340703,-0.135595973485311,-4.74703382791973,5.08118063454578,0.429017175379004,0.741031036689433,1,0.635579071180368,1
"K01487: guaD; GDA",5.75595864210731,5.15988044744415,6.81002862198091,7.33423518055302,6.20124834784893,7.55715391245695,5.56833181826919,8.48034226252889,7.4806927857875,7.85637228738659,5.69171113845088,5.83208446764673,3.90745656851083,5.32309394983609,6.16219672962204,4.1139727442668,2.86715658825762,5.29001739307043,5.06952642539095,4.36896917906478,6.13939661133135,4.84256910494223,7.49212032686062,1.45300949325053,1.90676949996252,0.750683230514488,-1.5911614680429,8.82126752234131,0.200000095367178,0.0289092199075069,0.400598801781034,0.0309446986836693,0.367132458426732
"K01488: add; ADA",-1.2258161847792,-0.959383138421831,-1.44644317307146,-2.01068258996245,0.341456664811005,-0.545816555214346,-1.16513401313122,-2.35720582840642,-2.44301047734757,-2.1546015209748,-4.81496347588789,-1.24573902813255,-0.0148827284837623,0.370620174312716,-0.54105463444893,-0.161466078091319,0.532347744185161,-4.80298171682312,-2.11837666811656,-0.682770908779627,-1.90265379517419,-2.09954750469904,-1.59189514564409,-0.348269761765057,2.42902676377159,-0.114864730403217,-4.99163283480684,3.62808156710699,0.42500001561,0.637558351098049,1,0.55222944383403,1
"K01489: cdd; CDA",6.10959455868169,5.94008899747217,6.16527568336422,6.52292785800653,6.11159001698966,6.17849943308373,4.36302249857637,7.41381342235946,6.30112530890152,6.11544573492307,5.868901957237,5.96782576435491,6.53827157679717,5.86583554534865,6.22214414483015,5.71512188698043,2.53563609617172,5.62953177850492,6.4986340347813,6.69696549340289,5.5485833701313,6.00203540183545,6.27116696581086,0.278937161316055,0.906508487912348,0.220328654553428,-4.40388170156547,10.1673052908724,0.36406252986395,0.339679075310163,1,0.325216687820693,0.991439103951419
"K01491: folD",5.84634639321292,5.36291942773855,6.13088024828057,6.85448875382261,5.99851410277794,6.79282673168418,4.85634965839704,7.77434584710816,6.21050618120637,6.63916449675665,5.92256642776723,5.93422085464779,5.11705890203366,4.93345075810649,6.08496774845669,5.80503021510758,2.50780138316759,5.32561242251289,5.24520968182224,5.60872554802811,6.00445630833798,5.16689527240311,5.37501443553457,0.809211835780321,1.05243138078522,0.646034549826128,-1.20283602448758,11.5172043414311,0.201562594319265,0.0298228358381673,0.401223124584421,0.0320553696497001,0.372134589189515
"K01493: comEB",4.47938366561449,4.13188626007591,4.7856426182162,5.11371169154034,4.65588039666997,4.92172142058181,2.89102982088893,5.73537151220243,3.81001737998737,4.88484608854308,4.81444797024682,4.2709431855948,4.77501204751273,3.70317709096019,4.65894779382212,4.60826285926171,0.218034307651221,4.03150752707639,4.03624068116297,4.42542881235361,4.62274022225943,4.09920356870221,3.42603692502305,0.563756128036479,0.984796113789449,0.409130887780546,-2.21100310995628,10.0425977984419,0.234009435614883,0.120620431454007,0.713422038757046,0.0461043044610189,0.413290643135295
"K01494: dcd",-4.24480549020951,-3.71387099850735,-4.7181925382589,-4.9248209551995,-4.46953122117148,-4.49140775983803,-1.13010580668928,-6.14399341259744,-4.81671128451523,-5.79138648203648,-5.53045370689227,-4.95666762410348,-4.63946293577028,-3.90462967743133,-4.7192098869422,-4.30460439800574,0.586005005219261,-4.48139606171289,-4.10881151973304,-4.61730897536795,-1.41698688780417,-4.26261353706596,-5.03115910421432,-0.995025234503178,4.55263850602436,-0.178808572124679,-4.35813719157549,2.94133919642749,0.407176306549622,0.526544688897042,0.998726349384359,0.507375690775942,1
"K01495: GCH1; folE",4.14528174830599,3.79850266138783,4.62414053709044,5.60287262462139,4.63334657029162,5.33469053879646,3.36992202216581,6.28696877730808,4.03560848629874,5.03513162621793,4.4038293521834,4.59920335906269,3.72356860188918,3.58227829133272,4.18625338195366,4.39330502234742,1.55535436748652,3.526803530628,3.78996972286863,3.78192585530152,4.48484414401654,1.82986853748263,3.93730813436666,0.967316522304737,1.33482690430413,0.69719762850182,-0.924403884470758,8.05360595560358,0.190625101988952,0.0133386287499738,0.398500595738409,0.0193164396555457,0.363340827175122
"K01496: hisI",3.62749040167553,4.00932767317425,3.4026708519782,3.55506093631038,3.24563254521705,2.3318436149401,1.83045225641923,3.13286876322279,3.79039750396995,3.21187518109409,4.23274487625314,3.61272725353393,4.91063270551781,3.54632668201146,4.29179550028796,4.83151027654914,-0.437506863525667,3.41904440374119,3.7371009916365,4.52121625739147,4.4292633567271,4.2778594437161,2.65608472755759,-0.495002463726134,1.32944852636546,-0.271649687683275,-4.30238907042317,5.49148391743461,0.34531253480224,0.801744022529268,1,0.289355369379073,1
"K01497: ribA; RIB1",6.02803538337919,5.54827229528946,6.81867837027221,7.29591941313317,6.23741737996315,7.51812523746779,5.26229889102258,8.50624775850846,7.36915698273865,7.67528024419735,5.63382825392308,6.10075723183528,4.26390433858876,5.84445983365027,6.47456979961375,4.32490570289043,2.1338054043445,5.92088605589703,4.44649502726338,5.28987402917108,6.3726692474765,4.95072753049851,7.52689401149706,1.16389830788997,2.01316287128364,0.568087199775144,-1.80923758441862,8.30162436112553,0.279251225657905,0.0612441610784176,0.48739300107595,0.0985490660655134,0.588688558016738
"K01500: fchA",6.08074152416886,5.26886170311076,7.07401284334157,7.68391571703173,6.56660392068425,7.66590169629968,5.70767689251935,8.62768216506778,7.53958350532323,8.05606066614198,6.07087018566135,6.1820989747225,3.99413847231857,5.36245295568642,6.10396014745892,4.62606609898998,2.09272727327727,5.82920065158392,5.11245233121068,5.17715408673314,6.2765448027219,4.23446341503024,7.65200831254334,1.54957680510964,1.9304696430915,0.755168114379423,-1.85643389920891,8.96366007684202,0.212500087382835,0.025173397370976,0.398925526367718,0.0246763806046894,0.362491958500363
"K01501: E3.5.5.1",-1.63658424971823,-2.47102660937415,-1.00756439878381,-0.590305727674929,-0.0212025638562245,-1.48744152730656,-7.57852763539963,-3.20740591806735,-0.673523638603816,-2.14643112671184,-0.130700029027738,-0.00835438798738863,-2.14098506099732,-1.45089183672212,-3.00501659778699,0.450010944651327,-10.1231076251768,-4.28242347385242,2.45713480361648,-4.63534680245889,-2.5950412166683,2.5662198469438,-4.69489678275634,0.936002072012464,4.69558373136217,0.165961185419965,-4.17955775268956,5.77659354738725,0.427457113313159,0.625514502907911,0.998586973852258,0.668546877367988,1
"K01507: ppa",2.17365978554356,1.48544826713611,2.69964972606908,2.98892360106983,3.26440651492606,0.537637132624486,1.22384645342798,2.96380216380497,1.83395190471025,1.6052230826256,3.68894788515311,2.51031935249655,2.96765388069196,1.02346210824166,2.99501071684677,4.3231254638492,1.32568293850141,0.930362631153747,2.49989231374495,1.65643837597088,3.78357231511494,0.158707863492744,0.267315315113759,0.590470339248784,1.84722955485203,0.290507468116486,-3.2638557054623,4.92055772718146,0.37909518985085,0.431682797037649,0.999673899808316,0.437986029547078,0.999892040883436
"K01512: acyP",1.73704213628043,1.91038648526323,1.66946101283506,1.83464488980962,3.21657206295207,0.355696580701904,0.972257137945173,2.06280366477949,1.33129746668527,1.50505753288855,2.95102141396561,1.9834656620231,0.329311600238695,1.56803663932352,2.79822995505992,2.85624051509218,0.156050679387808,0.225360151676179,2.75509034058792,2.12339435468341,2.83558548323279,-0.69465140670038,0.164598126155491,0.0859996865827597,1.9617657849799,0.046868092466484,-3.86141151159141,4.5559727855931,0.484375003182019,0.730075521435375,1,0.860668090616814,1
"K01515: nudF",1.9573690471095,2.76888774277759,1.509756092861,1.60337557188343,1.93145953896961,0.723843424664093,-0.20994780409562,0.0859016495523299,1.90994805652831,1.08130145027973,3.12174438867691,1.44522516767988,3.76691527299155,2.88304435267281,3.28648274123312,2.85352462849521,1.11095966907643,1.79433135414001,2.96693056013843,3.19150029578265,1.20196496070785,3.47271874596115,2.03113969682912,-1.06989269817117,1.69938068276906,-0.579575293125067,-5.85101809023738,2.08517811723868,0.282812554463015,0.0901473501783865,1,0.109204166576458,1
"K01518: NUDT2",-1.07121196019722,-0.941618218268772,-1.18106424814669,-1.1534152117527,-0.209825510579959,-0.366844479711551,-6.88131225442755,-5.21877232621419,-2.93003077896169,-1.81045349444511,-0.778860663711383,-0.179870732309841,-0.3715407518721,-3.98767560438978,-0.529976869206317,0.562388533997829,-6.62930849632341,1.01866586407555,-1.95112108878612,-1.74375134244466,-1.67352302613856,0.348677993468948,-0.608801574672135,-0.449559838908383,3.32268311847458,-0.104700486182659,-5.97437983534568,4.82187993256416,0.416536678879364,0.647173710080849,1,0.590230746904025,1
"K01519: rdgB; ITPA",5.96870055314673,5.77970365412452,6.24293498231199,6.58687310923592,5.98339095527042,6.28895982286356,4.68656354475415,7.55076380648593,6.24335212808353,6.2994098640592,6.32641595473629,5.91067721749044,5.60912118045131,5.09923861539178,6.1340025513164,6.04784934946545,2.8005940725016,5.74042838872587,5.76815106656976,5.72168920166609,6.46724291557486,5.04657750941953,5.94833848018134,0.467179666904593,1.06349161639881,0.381302710277346,-1.98392973892206,10.102047587402,0.271875058613249,0.113297960757652,0.687159765553682,0.0858321245318149,0.540469027465449
"K01520: dut; DUT",5.39401083438293,5.26543111226846,6.1960274559078,6.368512965073,5.99366811563187,6.67064439479103,4.66667451433983,7.39244371843204,6.48735264251539,6.60920110901799,5.50135612095314,5.24384535479763,5.27118628096956,5.39401083438293,5.62653380899149,5.24773799774422,2.41942280113644,4.92861342381304,5.32217022018426,5.25174061252331,5.27415763786908,4.62870082090084,6.66916793336754,0.89686422790037,1.26256780963173,0.613154167925086,-1.45712342663333,12.4316389563325,0.250000067816718,0.0443148280763874,0.429412426067046,0.0676027605328108,0.479432070567394
"K01521: cdh",-4.30244439644352,-4.12635358625598,-4.4339695117996,-5.18955555458323,-4.55498114729661,-5.05045745845093,0.222111151024802,-5.89176340254516,-5.68162259788577,-3.23682035995242,-5.4230736463555,-4.93519728533256,-4.22358679131773,-3.59452886141007,-5.03396789378666,-4.91058073494018,2.25481072274364,-4.51151339487334,-4.21796962549867,-4.30947920078922,-4.54005526013644,-4.84314179373784,-4.5947839046313,-0.539830400623659,4.96440421755791,-0.0934641317737404,-4.72772196821444,3.35079955248746,0.459375008320096,0.684346553134568,0.9993730535703,0.70218507788651,0.998010101396973
"K01523: hisE",-4.39410413326872,-4.74950458338827,-4.0466142835817,-5.27492999177144,-4.52958025549931,-4.77474454997361,-6.93985475796012,-5.23646795962201,-5.38405336964503,-2.15614528874097,-5.24211352022899,-1.79289491982048,-1.18790570429695,-4.01556746202223,-5.70103169796029,-4.65254920272142,-9.78353539266258,-0.265323016760309,-3.93012259803544,-5.21401599796474,-5.06885907972817,-4.48998367817954,-4.40157574656528,0.484764603403208,5.06418144726565,0.0820967729421594,-3.75381307454689,4.14487684221262,0.456250008969626,0.631631244134235,0.97075758112679,0.671647926860292,0.965496232212841
"K01524: ppx-gppA",4.29376651412157,4.17638766417793,4.59550884985208,5.02591214213954,5.67738216480282,2.97303822628916,3.45553622122497,5.30055281869877,3.95684721634132,4.30293856869728,5.36089107535206,4.89653950637704,3.80643980001696,3.98772439430494,5.09325534301504,5.61535730382292,3.67129197201948,3.32247955452159,4.49217064198355,4.28359955772036,5.65860662175771,2.34623028025385,1.58195676430092,0.383002700287648,1.65673559050607,0.220479523994861,-2.34766313272027,5.44409681815523,0.404056182449325,0.383421645730759,1,0.56608411905432,1
"K01525: apaH",-3.31906497003614,-2.81248086164304,-3.78250830320058,-5.38068578422507,-4.49384816736659,-4.79938577839559,-1.00402786782485,-2.15515374293952,-5.09394681255314,-5.59550615400652,-5.4366911284889,-1.84250768300218,-4.43702121267241,-3.53767614004981,-2.0686809639056,-4.5984221363469,1.4068520340538,0.683405017405303,-4.27693816579403,-0.8664976184096,-4.89852667420795,-4.75114447691809,-4.68560792173611,-1.31770787468941,4.76207482003048,-0.258622150792939,-4.9203828742812,2.90044991933284,0.387500024108662,0.439924664862675,1,0.414086687306502,1
