"","rab.all","rab.win.BSH- VEHICLE","rab.win.BSH+ VEHICLE","rab.sample.41L","rab.sample.41N","rab.sample.42L","rab.sample.42N","rab.sample.43L","rab.sample.43N","rab.sample.44L","rab.sample.44N","rab.sample.45L","rab.sample.45N","rab.sample.51L","rab.sample.51N","rab.sample.52L","rab.sample.52N","rab.sample.53L","rab.sample.53N","rab.sample.54L","rab.sample.54N","rab.sample.55L","rab.sample.55N","diff.btw","diff.win","effect","effect.low","effect.high","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
"d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__Oligoflexales; f__Bin106",-1.91747217033759,-2.46323788606725,-1.34436602594252,-2.69867484968121,-1.885668832955,-2.06738170793126,-2.57258427085812,-2.10824053804896,-2.29917154012505,-2.18378674329269,-2.9888117250111,-3.08945539001886,-2.72555361135199,-0.22437594969038,-0.0497109103612186,-2.639789615292,-2.54046718864912,-2.27807824109482,-2.10195008363795,-2.45051931925981,-2.26938799925495,-0.507147787280822,-0.609532317956628,1.05276196167273,3.9938495939408,0.22932367692287,-3.04537137848408,4.83187431719141,0.376562526743331,0.491526936727701,1,0.439414433766698,0.992956842402953
"d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__Oligoflexales; f__Oligoflexaceae",-1.22942186470799,-0.844536333761246,-1.59658650278346,-3.03387746670742,-2.25413686967112,-1.94990641859693,-0.555580106082887,0.693754445483886,0.0813631557596466,1.62310461240315,-3.26476900436706,-0.331160040291556,-2.62829845765174,-0.12960117824538,-2.98042844871382,-2.76162682928693,-3.33950539565198,-2.08507189297158,-2.29062167511412,-2.34158860588066,2.8141266321589,-0.323738639027676,-3.42301766946744,-0.631011285539241,4.44372917948045,-0.138470565374742,-4.33689694083579,3.92097295545189,0.423437515950666,0.638003097182397,1,0.623278388117301,1
"d__Bacteria; p__CLD3; c__CLD3; o__SB21; f__SB21",-1.20690087259575,-1.12022224719183,-1.30834405037502,-2.19896515364976,-2.03739369652059,0.43436486583095,-0.162442028430959,-1.93717111609749,-0.186941971239053,-2.16861419747538,-2.96795206257052,0.660314117858599,-3.04413804726954,-2.76252756959589,-2.62968096715876,-2.52107184288579,-3.06955364915772,-2.13461208002213,-1.79498997543035,-2.66861686314662,2.0106179160669,0.69898863350792,0.0881579045464651,-0.130531239334847,4.32959291703535,-0.0246463925258898,-3.63575685755807,3.60171269001955,0.489859596441259,0.736794127458613,1,0.769383166175929,1
"d__Bacteria; p__CSP1-3; c__CSP1-3; o__CSP1-3; f__HRBIN32",-1.95183311596629,-1.64655165673485,-2.22123235766019,-2.37127179802366,-2.73952414656306,-2.11035433602545,-2.56842901500078,-2.10770252589179,0.151803236307714,-1.99920614842576,1.08356877899256,-2.37399129328205,-3.03240653780968,-2.0852051433547,-2.58370623257505,-2.85247254293344,-3.00537863775307,-2.1131602511991,1.22000302336978,-2.51114782102001,-2.36799135516291,-2.98991675183563,-2.91528789468232,-0.647686042010887,4.43605983565324,-0.117715119002724,-4.24645369765608,3.65647254807672,0.446875010931708,0.679024879443073,1,0.663762864940787,1
"d__Bacteria; p__CSP1-3; c__CSP1-3; o__CSP1-3; f__SpSt-165",-1.24908135617402,-1.16845326681968,-1.35650367942162,-3.07393350090976,-1.97633525562599,-1.68054428198919,-3.10357029375619,-2.31314793851222,0.292310684559121,0.107198467822737,0.252239313577721,-2.53121015885976,-0.415989409180025,-2.68653357910684,0.852035995555747,0.636182367259622,-3.03489725045668,-2.36762678688415,0.509163406582537,-2.64633311316112,-2.13404877113699,-2.04844680417018,-3.195897505369,-0.0786934048972565,4.24822659992416,-0.0196696372077826,-4.09013648139326,4.13739390514251,0.495312500953757,0.759800023427305,1,0.793098820200697,1
"d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae",0.553854075304596,0.641109847749494,0.428639143764975,0.686058726131041,1.11702267120202,0.955026133476199,0.525815414679084,0.814212836024216,0.828452823714281,-2.24374256811961,0.243775068598076,-0.233398429324225,1.71075268960983,0.451264356600356,1.15765507110549,0.797392825378159,1.77738097153935,0.201152487373168,0.461587011183861,0.639808747882558,0.10425381490591,-2.83930876090141,-0.813635372207818,-0.229032716777825,2.1448036855832,-0.0837879908145382,-4.88645251859458,4.05679906186734,0.45000001027527,0.656823298420261,1,0.662772792223257,1
"d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Helicobacteraceae",-1.59988706182415,-1.59865881467576,-1.60058822454235,-2.27623109058018,-1.81747329318227,-2.69002577160384,0.545497708005938,0.23681904268561,-2.95334199895794,0.22200245731919,-3.14907514087344,-2.77294983351615,-2.83764668903183,-2.45136855029292,-2.74275114088235,-2.02606395643728,0.444238945499281,-2.00306009239995,-1.79464730761126,-2.68606595666814,-2.21326490644207,-2.67217438928846,0.679925402595973,-0.0244439672705905,4.27159152110206,-0.00529039944296631,-5.44234357634594,4.19440354555152,0.496099844784822,0.740718976053068,1,0.771227490582173,1
"d__Bacteria; p__Chlamydiota; c__Chlamydiia; o__Chlamydiales; f__Chlamydiaceae",-1.07570065282323,-0.800580703350805,-1.33904842895167,-2.68244645006597,1.05338591293774,-2.13458051248368,-0.424545844557869,-2.28865606833456,1.02391065582564,-1.81286029328833,-0.326850127587454,-2.3921313753223,-0.419004185965308,-3.30085333383224,-2.6831436774561,-2.39781770320625,1.02161390348171,-2.63944056604944,0.219302713730823,-2.37453677358791,-2.3586087368618,-2.34398834500051,0.708613727533445,-0.509119286951334,4.00090072374558,-0.104090640150228,-5.08263368821783,3.34739256235515,0.4492979823089,0.607669127441392,1,0.656997861368508,1
"d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__B4-G1; f__DUEL01",-2.42415505871015,-2.49097881623278,-2.33136375175502,-2.8462666180612,-2.04586121838784,-2.40247591518234,-3.25186528935122,-2.30007617109011,-2.28494120672318,-1.92475256577786,-3.35083277987911,-2.51545744655679,-2.61134538703588,-2.79284421883939,-0.202338969464192,-2.95847316092189,-1.95116090475478,-2.62560995595468,-2.14563988111923,-2.71542011845523,-1.97693452479292,-2.86791374829913,-3.1720484253596,0.230758385089517,4.2806689312188,0.0394652999898712,-3.29916642134075,4.43297737744466,0.478125004459011,0.709024588424774,1,0.699009859625669,1
"d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__Caldilineales; f__Caldilineaceae",-1.84010438761049,-1.85487700091192,-1.83799179400984,-2.09764363399803,-2.17121206539702,-2.0374638512746,-2.69013067765925,-2.09493756366067,-2.44359426517014,-2.23941654270088,-0.293513219604224,-3.11342268425013,-0.330097861640251,-2.00000062143935,-2.53098569510812,-0.24824208943271,-0.167329070208854,-2.4501452476466,-1.83120705677717,-2.28425517821052,-2.01061332938026,-3.13713640338372,-3.1817203067621,-0.0696321071312962,4.27226141977789,-0.0168309147966326,-4.35819545528032,3.32479283074208,0.488299534355622,0.738984835021414,1,0.745451010386672,1
"d__Bacteria; p__Chloroflexota; c__Anaerolineae; o__JACIWP01; f__JACIWP01",-2.38383599337215,-2.16335519302605,-2.58175926642709,-2.49230523196528,-2.32609631944623,-1.80025925299859,-2.78231557533368,-2.06653266135021,-2.53699567437601,-1.73252354490264,-2.80124251601206,-3.03508995510184,-0.398238746889547,-2.93024218056289,-2.39696222779198,-3.21503462882126,-3.04943760939611,-2.06213758195408,-2.4137615723697,-2.37327599962125,-2.08115791576364,-2.81275317585696,-2.84260133196301,-0.518778641781172,4.13809073047627,-0.0909099492324217,-4.69586253474308,3.88187711431409,0.45000001027527,0.659865112127692,0.998808339218336,0.664850870878348,0.990477643486544
"d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Chloroflexales; f__Chloroflexaceae",2.27191486627106,2.39916258175793,2.13838958536382,1.96628725598069,0.466690634759395,2.77133571725503,2.33689467871082,3.81226554014356,2.55939340664262,3.71550223545314,-0.535950561259275,3.27850585870637,-2.97900855945784,1.72765469554263,0.649481520909251,0.52766699944546,2.32836747272821,2.45261531580184,2.67552331717233,0.702987843926227,4.45141516010121,3.79957143347384,2.21727191072847,0.0503414205971708,2.50652485450092,0.0165796815637427,-3.48700271681618,5.93642110015588,0.489859596441259,0.631872071856152,1,0.848305755293468,1
"d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales; f__Thermomicrobiaceae",-2.19098551055412,-1.68577328700701,-2.72938601252742,-2.58070903403193,-1.79485250569329,-2.35044007959929,0.624103107468247,-1.97562086984159,-2.61686044367232,-2.27493812336472,0.505590170739996,-2.80349885928761,-2.94003868978061,-2.68587808808442,-3.09716626683377,-2.58607654417191,-2.4923764398657,-2.42778218957744,-1.93778460333052,-2.64659713803304,-2.1286932624392,-2.79233627406333,-3.6386545371162,-0.909177511684113,4.33831904381162,-0.182535266395338,-4.71038488995354,3.21361280493234,0.405616244498843,0.550100018724247,0.997391545240242,0.496793828752517,0.992855131678177
"d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__Dehalococcoidales; f__Dehalococcoidaceae",-1.69906172864324,-1.35212749385355,-1.93823332218143,0.695312159190804,-2.56082228816476,-2.52798631943099,-2.67334138832982,-2.11050400725266,-2.20206092700848,-1.95585616350264,0.887953542824421,-0.468857518977899,-2.91528073619661,-0.180104667114117,-0.370060038326942,-2.80586798023154,-2.88388134902456,-2.55440568317688,-1.93328336092717,-2.40457455903229,-2.21287043863976,-2.28626688532474,-2.81988945587927,-0.634108739341579,4.16629992262214,-0.112167813792079,-5.55992633155545,3.82306648816512,0.435257423651159,0.637787058056387,0.998583303420162,0.627260667447877,0.995610701580734
"d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__GIF9; f__AB-539-J10",-2.28791497742724,-1.97013029484806,-2.54109349681502,0.791519157846112,-2.12652558082355,-2.22635125389442,-2.41539333789385,-1.885473810785,-2.39863038295363,-1.97330029772138,-3.0480368911796,-3.00682547298593,-2.59818392110711,-2.61201482897402,-2.58526449767263,-2.45588377572749,-2.64860766167332,-1.84381540913039,-1.65824559385767,-2.74465126656688,-2.53968973217075,-2.42300634602795,-3.38043096442175,-0.569512713761565,4.4255514869873,-0.123580623569795,-4.35451387921808,4.05701471909583,0.435257423651159,0.655695632199123,1,0.646612204069151,1
"d__Bacteria; p__Chloroflexota; c__Ktedonobacteria; o__Ktedonobacterales; f__Ktedonobacteraceae",-1.66533706780864,-1.51425137840731,-1.78898103525204,-0.0514597186941224,-1.65975404518729,-2.43220041708864,-2.29915938316907,-2.23753889913726,-2.32224742595315,-2.40597791835284,-0.600543959245313,0.681554628406195,-2.95558046399132,-2.17430655188802,-2.77345393815366,-3.1999311297521,-2.61244008226435,0.873751904284729,-2.47353638423574,-2.18357449378886,-1.7599041378586,-2.51344480680702,-0.833665188421753,-0.40196640303164,4.13205635866795,-0.078779090837706,-5.00875174207309,3.69683734646912,0.453125009621297,0.646419297139236,1,0.650544840221698,0.999996976586687
"d__Bacteria; p__Chrysiogenota; c__Chrysiogenetes; o__Chrysiogenales; f__Chrysiogenaceae",-1.32666406598472,-1.2134515895293,-1.48586380898043,-0.142390971732388,-2.34604547095566,-1.84300229502241,-0.294519513743795,-2.50314293637206,-2.12228850163643,-2.48084010620328,-0.595154275285296,-2.52374514014096,-0.461048355412732,-3.15404568001816,-2.57193460849372,-2.49541194296111,0.469306865000679,0.323594590644309,-1.83747114616813,-0.12076134798617,-2.11246201180642,-2.70192590771136,-3.16206124025058,-0.131281600434406,3.87773609360418,-0.0274352869461573,-4.85867703829699,4.56745576535597,0.484375003182019,0.702499184674701,1,0.747932661862132,1
"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Chroococcidiopsidaceae",-2.43608830438721,-2.32711445589942,-2.55010598045207,-2.78594321458353,-2.55242674978935,-2.13879315819038,-3.14760709316044,-2.49618910079751,-2.55326132520444,-2.24817470087349,-3.10181374165418,-0.0662474565846232,-2.98245191769222,-2.48027655595858,-2.92856723759821,-2.7255645106581,-2.87502279926716,-2.28634135004908,-2.20211299938103,-2.41399629916367,-1.82905343215864,-2.46749701804134,-3.55627172520835,-0.238500367987026,4.13462523007522,-0.0470969445277434,-3.93367838769127,3.36957864593714,0.471138851426896,0.687838954765014,1,0.712362183095542,0.998480851095499
