"","rab.all","rab.win.BSH- VEHICLE","rab.win.BSH+ LETROZOLE","rab.sample.41L","rab.sample.41N","rab.sample.42L","rab.sample.42N","rab.sample.43L","rab.sample.43N","rab.sample.44L","rab.sample.44N","rab.sample.45L","rab.sample.45N","rab.sample.56L","rab.sample.56N","rab.sample.57L","rab.sample.57N","rab.sample.58L","rab.sample.58N","rab.sample.59L","rab.sample.59N","rab.sample.60L","rab.sample.60N","diff.btw","diff.win","effect","effect.low","effect.high","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
"d__Archaea; p__Halobacteriota; c__Halobacteria; o__Halobacteriales; f__Natrialbaceae",15.8251121542437,16.2583281432719,14.941470469928,15.7497716366825,15.2894749206384,16.9162705260802,16.4340300800897,10.308804225361,17.3879089399215,16.9571491350902,16.110157277632,13.7407498528769,16.6000637836499,16.1548007596221,11.0498433206147,14.5148924025565,10.9162596330838,15.9130847298215,12.5390626967242,13.4423545828275,15.3464911917287,17.8219916156655,16.5103985426571,-0.97485586910862,3.2031278786542,-0.315414738827608,-6.20578578864013,3.7841598508014,0.3296875391981,0.275336271449992,1,0.224945671588473,1
"d__Archaea; p__Halobacteriota; c__Methanosarcinia; o__Methanosarcinales; f__Methanosarcinaceae",-1.62196599657087,-1.46852144032606,-1.79070489195047,-2.36322109531932,-2.19470654533201,-2.54118751792353,2.32109331626313,-2.45183689995688,-0.139564096913192,-2.05196428672133,-0.651378557987689,-2.62572726862823,-2.5521533707737,-2.46635857850365,0.437152194933358,-2.57997000733393,-1.25923413551548,-0.39947455479753,-1.606959955312,-2.65447142571695,-2.46357306627776,-3.15850808591924,-2.68994906345821,-0.309598376442709,4.32070880568839,-0.0668840455770242,-4.59376696913751,3.65498223403622,0.456250008969626,0.673428790046718,1,0.682967332590011,1
"d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Methanomassiliicoccales; f__Methanomassiliicoccaceae",7.83080672022123,7.8162109692052,7.8410959817784,6.59359742902542,8.7948725634423,7.35530337032684,7.89017931835491,6.85926799579497,8.05611818997642,6.52893714191524,8.01603199561145,7.79287171786061,8.26522761370144,7.93681466448862,8.77686015131343,7.92222761449764,9.1668455316054,3.45826691854113,5.1179727103144,7.94477183124995,7.82928852434893,4.95092537395834,7.73257820183942,-0.0623676231313448,1.7752912430214,-0.023251971286815,-9.33532670173175,4.36587172655667,0.471138851426896,0.433277079741433,1,0.858887025319881,1
"d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Methanomassiliicoccales; f__Methanomethylophilaceae",-2.28552531278147,-2.19268171925283,-2.37435910695212,-2.77189700238135,0.217239971610098,-1.70092719261546,-2.69071779658816,-2.14160938336802,-2.44265293096269,-1.94918709939798,-3.28603386484012,-2.88225600604623,-2.46505340687214,-2.55118184131589,-1.97634826617795,-2.53906259132311,-1.75596592896887,-2.96139638521599,-1.55245377585895,-2.53929548335035,-2.6523131864095,-2.98670294508734,-2.03210477481592,-0.171398517224464,4.29280173191548,-0.0286685123451034,-4.0265220891722,3.74097560088645,0.485179410184784,0.708722124331833,1,0.727515023192752,1
"d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae",-2.19983427790175,-2.1165205789174,-2.30666256651262,-1.91471529794617,-2.06330935964496,0.880793636108859,-3.04058483639389,-2.00751892374962,-2.34448297116628,-2.4323357956554,-3.57251387044207,-2.66464887444105,-2.35498213278469,-2.41434567324824,-1.55350920303641,-2.83233070632752,-1.72817841393978,-2.69351842489877,-1.51307844400985,-2.27400643301066,-2.9336449381392,-2.51959956496644,-2.85799421433357,-0.149265567435865,4.48749693090671,-0.0269545941491994,-3.60258382475584,3.78465599304326,0.484375003182019,0.685437619875415,1,0.716128806371647,1
"d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae",-2.1749600334075,-2.06503463703331,-2.26326751605161,-2.46897561607011,-1.80024680385742,-2.57314795200498,-3.0930586578269,-2.12689265962444,-2.39212524853527,-1.74514657845194,-0.608537883735387,-2.55024277775671,-2.36454418058033,-2.25958474274364,-2.21486886225796,-2.84452991589816,-1.33155573826924,-2.99057506109741,-1.75753030144363,-1.6590238346201,-2.11809463169283,-2.50739880778946,-2.62331393093625,-0.183080789896428,4.07734102668441,-0.0373748409143317,-4.03968414999616,5.52987552335236,0.484375003182019,0.732430022220406,1,0.741949517201065,0.999434558282275
"d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__UBA5704; f__UBA5704",-1.72486819129129,-2.21572342446779,-1.22676999631087,-2.31677282478913,-1.95936913693538,-2.53065508672472,-3.09901551824888,-2.59816034321419,-2.36453639016562,-2.16639961943417,-3.32984578597753,-2.99571916329114,0.363418678065544,0.746552390459803,-2.09192323009284,-2.69519526809447,0.977627082085904,-2.9937464820599,-1.52892154131489,-1.80386657859439,-2.05263355783092,-2.68813745799935,0.136855709868312,0.896558910138868,4.41058502016682,0.180389234208962,-3.07213747158864,5.22828137355271,0.404687520122571,0.539074289893561,1,0.500942628385546,0.989736733854381
"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Fen-336; f__Fen-336",-0.710309158078177,-0.00330259112196529,-1.47187366006949,1.41144496204588,-2.50710196053892,-2.52713441244109,0.354925459820816,-2.21169489258539,1.42596699416033,0.905250248740778,0.235921399597842,-2.86933638607295,0.437013984651331,0.828725481085023,-1.51722396820442,-2.51394340052241,-1.67565741101313,-3.06014660682561,-0.892005741694035,-2.34429781658975,0.882265125928763,-2.55383586694616,-2.61951850029249,-1.28981083879078,3.92378803401453,-0.293879578399273,-5.27680892309278,3.15871537441988,0.340093639870762,0.431761055613872,1,0.376073628867263,0.999873598879687
"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__UBA823",-2.02167988995873,-1.7600735679202,-2.2732678839651,-0.20344707516268,-2.27851365834943,-3.1826944381739,-2.86858175830106,-2.52533764379376,0.0942352280030754,-2.75285065022574,-0.657827845890029,-2.61911879193792,-2.63855311876158,-2.09649408560163,-1.8897195722494,-2.86157219335698,-1.43624540998525,-2.73529042066475,-1.40989927853099,-2.23132348110581,-2.16615882737891,-2.43132517616725,-2.55700737655035,-0.685815401542378,4.02979818299565,-0.132048597375626,-5.1235409099127,3.56245861974861,0.437500012917482,0.602948857732621,0.998010998011236,0.626715522770573,0.995991884228388
"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__UBA8438",-2.03145308384852,-1.780222250513,-2.30189041057489,-0.11341388417552,-2.34419957652312,-2.52738167391304,-2.78829566402355,-2.20366300250644,-1.86325870801342,-2.37567751260481,-0.558422458588078,-2.38784201800677,-3.1009502958846,-2.35235962617797,-2.44625954263794,-2.54860777353048,-1.01704271191722,-2.43810767534412,-1.55226019414746,-1.91167272558648,-2.4172478346961,-2.63822460223124,-3.09673628624308,-0.258705970750391,4.06632789268874,-0.0605601701179728,-3.96190822424695,3.74673011778102,0.469578789344162,0.681438228031647,1,0.681315745496763,0.995829803903527
"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Acidimicrobiales; f__AC-14",-2.08112089615048,-2.19715148245738,-1.97045610537608,-2.7753504067364,-1.90511366499605,-2.26748153678215,-2.5902927954172,-2.16172118090856,-2.46933510597145,-2.67093725778224,-0.432394876311877,-2.76780994117678,-2.82753198687746,-2.35249317178927,-2.39501068529977,-0.397467307734708,-1.58478819896576,-2.43794665890243,-1.71535416734928,-2.52648185045692,-3.16549687298308,-2.57021186201264,-2.15781315931502,0.157258666660008,4.13021734443714,0.0302400104527093,-4.61445751616556,4.43951965757926,0.48281250350094,0.713028580187575,1,0.717878411255927,0.998619733594579
